Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Agresivoo, PL,34,61.8%,3.2,3.4,2.2,3.6,8.6,412,54.6%,22.9,418,1,0.45,0.14,0.14,454,9,163,14.7%,8.8%,0,11,2019 Spring
Aiming, KR,29,34.5%,3.4,3.2,2.0,3.4,9.8,430,67%,32.6,504,1.47,0.48,0.47,0.16,120,-3,43,17.2%,6.9%,0,-,2019 Spring
Aix, CN,40,30%,2.7,1.4,2.7,5.9,4.8,304,71%,12.7,206,-,0.6,0.4,0.36,-,-,-,-,-,0,-,2019 Spring
Akaadian, US,32,65.6%,3.2,2.7,2.6,5.7,5.3,340,66.7%,13.6,252,1.52,0.43,0.4,0.33,32,-4,-80,40.6%,12.5%,0,3,2019 Spring
Akeno, VN,11,18.2%,1.6,0.4,4.5,6.6,1.5,240,62.3%,10.0,169,2.15,1.25,0.29,0.36,-118,2,-326,9.1%,9.1%,0,-,2019 Spring
Akkers, GB,8,12.5%,1.1,1.3,3.0,2.0,7.5,330,70.3%,23.2,259,0.79,0.47,0.11,0.18,-215,4,-125,0%,0%,0,1,2019 Spring
Akunma, PE,21,19%,1.8,1.7,2.6,3.0,8.0,367,46.1%,22.0,362,0.99,0.46,0.14,0.19,36,-5,-193,19%,4.8%,0,6,2019 Spring
Aladoric, AU,24,50%,3.7,0.8,2.8,9.3,1.7,278,76.5%,8.5,146,2.4,1.55,0.25,0.53,264,5,279,29.2%,0%,0,1,2019 Spring
Alchemy, JP,23,60.9%,3.9,0.5,1.9,7.0,1.6,253,62.4%,7.1,125,2.27,1.66,0.2,0.44,21,4,-115,8.7%,17.4%,0,1,2019 Spring
Ale, CN,27,29.6%,2.3,2.7,2.8,3.7,7.9,373,52%,23.7,400,-,0.39,0.16,0.14,-,-,-,-,-,0,-,2019 Spring
Alex, TW,39,59%,5.4,2.8,1.9,7.4,5.5,350,72.9%,15.1,278,1.86,0.69,0.48,0.37,242,1,155,51.3%,2.6%,0,4,2019 Spring
Algos, TR,5,40%,4.1,0.8,2.6,9.8,1.4,234,77.6%,9.6,166,2.61,1.47,0.34,0.43,-27,-2,291,20%,0%,0,-,2019 Spring
Alleycat,,21,33.3%,2.2,2.0,2.8,4.1,7.6,352,59.7%,20.2,339,0.94,0.45,0.14,0.15,-135,-6,-126,23.8%,4.8%,0,3,2019 Spring
Alois, NL,3,33.3%,2,2.3,2.7,3.0,8.9,406,73.9%,24.5,377,1.01,0.42,0.18,0.11,170,-4,98,33.3%,33.3%,0,-,2019 Spring
Aloned, CL,21,19%,2.6,2.4,2.2,3.5,8.6,383,55.3%,26.9,435,1.05,0.54,0.19,0.27,179,4,4,23.8%,9.5%,0,6,2019 Spring
Alphari, GB,28,53.6%,2.9,1.9,2.2,4.4,7.8,370,54.9%,23.7,400,0.98,0.5,0.15,0.2,-16,2,27,14.3%,17.9%,0,1,2019 Spring
Alternative, PT,21,47.6%,4.7,4.1,1.8,4.5,9.2,431,74.8%,31.7,544,1.16,0.47,0.26,0.22,218,3,237,23.8%,14.3%,0,2,2019 Spring
Alvez,,2,0%,0.1,0.5,4.5,0.0,4.6,261,16.7%,14.8,149,1.52,0.48,0.58,0.27,-1012,8,-676,0%,0%,0,-,2019 Spring
AmazingJ, HK,26,69.2%,3.4,2.6,2.3,5.4,7.7,382,51.6%,18.7,359,-,0.46,0.22,0.16,-,-,-,-,-,0,-,2019 Spring
AnDa, CA,16,25%,2,1.1,2.5,3.8,5.1,302,64.7%,10.6,159,1.76,0.71,0.44,0.36,-51,-2,13,25%,18.8%,0,-,2019 Spring
Anderu,,21,4.8%,1.4,2.3,3.3,2.4,9.3,390,59.9%,27.4,413,0.87,0.36,0.21,0.17,-606,-6,-211,19%,9.5%,0,1,2019 Spring
Andy, CN,4,25%,1.6,1.8,4.3,5.3,7.9,351,63.6%,25.4,514,-,0.47,0.31,0.28,-,-,-,-,-,0,-,2019 Spring
Anechek, UA,14,35.7%,2.1,1.8,3.1,4.9,4.6,310,73.9%,15.3,261,1.2,0.41,0.33,0.31,164,-0,205,35.7%,7.1%,0,1,2019 Spring
Anex, TW,18,33.3%,4.2,3.2,1.6,3.5,9.9,435,70.2%,31.8,532,1.37,0.5,0.38,0.2,413,12,177,27.8%,11.1%,1,2,2019 Spring
Angel, CN,8,37.5%,4,4.6,2.8,6.4,7.9,383,69.6%,25.3,518,-,0.58,0.25,0.34,-,-,-,-,-,0,-,2019 Spring
Ankote,,6,0%,0.2,0.2,5.0,0.7,3.7,233,42.9%,21.7,234,0.85,0.43,0.19,0.15,-2732,-39,-1637,0%,0%,0,-,2019 Spring
Anthrax, BE,18,44.4%,2.9,0.5,3.1,8.6,1.4,242,65.2%,8.3,139,2.08,1.25,0.16,0.37,-174,-2,58,27.8%,16.7%,0,-,2019 Spring
Anyyy, BR,21,47.6%,3.6,2.6,2.0,4.4,9.0,396,64.2%,27.2,456,1.07,0.49,0.17,0.21,143,8,150,9.5%,14.3%,0,6,2019 Spring
Aomine, VN,32,43.8%,3.8,3.2,2.1,5.0,9.5,424,56.8%,22.6,409,1.25,0.44,0.37,0.15,-418,-10,-485,18.8%,3.1%,0,1,2019 Spring
Aphromoo, US,16,25%,1.6,0.4,2.6,3.8,1.6,235,50.8%,6.3,95,2.13,1.21,0.29,0.36,-69,5,77,6.3%,12.5%,0,-,2019 Spring
Apollo, US,22,40.9%,3.6,2.7,1.9,3.9,9.5,414,63.9%,25.4,445,1.28,0.42,0.35,0.16,57,3,29,9.1%,9.1%,1,-,2019 Spring
Appen, TR,4,25%,1.9,1.8,3.0,4.0,6.0,341,73.6%,19.7,259,1.06,0.37,0.18,0.28,-138,8,194,25%,25%,0,1,2019 Spring
Arce,,20,70%,5.8,1.1,1.8,9.3,2.0,285,75.1%,7.8,144,2.48,1.4,0.29,0.41,409,7,240,30%,0%,0,-,2019 Spring
Archie, VN,3,33.3%,2.1,1.3,2.3,3.7,9.0,387,49.8%,25.5,550,0.86,0.37,0.23,0.05,1264,65,1241,0%,0%,0,1,2019 Spring
Archie2b, RU,22,77.3%,5.4,1.5,1.7,7.6,1.4,264,65.2%,9.6,193,2.27,1.23,0.41,0.43,96,-1,-31,22.7%,18.2%,0,-,2019 Spring
Aria, KR,24,62.5%,4.9,4.4,1.7,4.0,9.1,417,63.6%,31.1,546,0.99,0.44,0.22,0.15,53,-1,166,12.5%,4.2%,0,24,2019 Spring
Aris,,4,25%,0.9,1.5,4.5,2.5,8.3,369,46.7%,21.9,329,-,0.49,0.11,0.18,-,-,-,-,-,0,-,2019 Spring
Armao, US,15,80%,6.8,3.3,1.6,7.6,5.3,353,69.1%,14.0,282,1.25,0.41,0.29,0.32,316,2,100,53.3%,6.7%,0,1,2019 Spring
Armut, TR,26,73.1%,3.9,2.9,2.3,5.8,7.8,400,58.4%,21.8,423,1.09,0.45,0.19,0.14,576,6,264,23.1%,11.5%,0,10,2019 Spring
Arrow, KR,16,37.5%,5.4,2.6,1.1,3.5,9.0,407,62.3%,28.6,490,1.48,0.5,0.39,0.2,0,-4,-13,25%,0%,0,-,2019 Spring
Art, KR,24,62.5%,7.7,4.1,1.1,4.2,9.8,438,66.7%,32.1,575,1.15,0.4,0.3,0.13,-153,1,-61,16.7%,8.3%,0,11,2019 Spring
Artemis, VN,19,68.4%,3.2,4.1,2.9,5.3,8.9,438,51%,22.0,474,0.9,0.37,0.15,0.14,-190,0,-307,15.8%,5.3%,0,8,2019 Spring
Artifact, VN,40,50%,3.3,4.3,2.9,5.3,8.8,416,62.5%,29.0,530,1.06,0.48,0.19,0.22,241,2,58,20%,5%,0,19,2019 Spring
Artorias, GB,9,22.2%,1.7,3.0,4.3,4.4,6.9,355,70.2%,23.0,411,0.99,0.46,0.13,0.15,-177,-11,-57,11.1%,22.2%,0,4,2019 Spring
Arutnev, PT,12,25%,2.9,3.7,2.4,3.3,8.6,389,70.2%,27.1,493,0.95,0.38,0.21,0.17,-195,-9,-204,16.7%,16.7%,0,-,2019 Spring
Aslan, BR,24,41.7%,3.3,2.8,2.0,3.6,8.7,392,62.2%,31.3,540,1.19,0.45,0.2,0.18,-3,-3,48,16.7%,4.2%,0,9,2019 Spring
Asura, CN,38,36.8%,3.7,3.4,1.9,3.6,9.6,430,66%,30.1,522,-,0.33,0.27,0.09,-,-,-,-,-,0,-,2019 Spring
Atlen, TW,2,0%,5.5,3.0,2.0,8.0,9.6,412,66.4%,25.4,500,1.21,0.38,0.34,0.22,-264,-10,-479,0%,0%,0,-,2019 Spring
Atom,,14,42.9%,2.3,2.2,2.9,4.3,7.8,382,58.8%,22.0,398,0.96,0.47,0.13,0.17,246,3,111,35.7%,14.3%,0,8,2019 Spring
Attila, PT,21,47.6%,3.4,2.4,1.9,4.0,9.9,438,56.9%,25.4,452,1.26,0.35,0.37,0.1,-289,-6,-209,14.3%,9.5%,0,-,2019 Spring
Auspex,,8,0%,1.2,0.5,3.8,4.1,0.9,225,50.3%,8.6,135,2.23,1.13,0.39,0.31,-690,-8,-23,0%,0%,0,-,2019 Spring
Aziado, PT,27,51.9%,2.7,2.6,2.7,4.6,7.9,376,55.3%,23.4,445,0.94,0.48,0.09,0.18,-80,-3,76,14.8%,11.1%,0,9,2019 Spring
Azitorr, FI,6,0%,0.8,1.3,3.2,1.2,7.9,350,40.8%,24.2,327,0.66,0.31,0.17,0.09,-1521,-22,-781,0%,0%,0,-,2019 Spring
BB Muffin,,2,50%,0.9,1.0,4.5,3.0,8.1,363,41.7%,26.2,478,0.87,0.42,0.09,0.15,-2008,-16,-1104,0%,0%,0,-,2019 Spring
BIG, US,14,35.7%,1.7,0.6,3.2,4.9,1.6,236,62%,6.7,112,2.61,1.53,0.35,0.51,39,1,-34,28.6%,0%,0,-,2019 Spring
BOSS, RU,36,66.7%,3.3,2.7,2.1,4.3,8.2,404,51.7%,19.8,363,1.02,0.45,0.14,0.16,480,4,108,25%,11.1%,0,9,2019 Spring
Babi9,,1,0%,5,1.0,1.0,4.0,8.9,345,100%,22.2,301,-,0.25,0.28,0.04,-,-,-,-,-,0,-,2019 Spring
Babip, AU,25,48%,3.2,2.2,2.8,6.8,5.1,331,69.1%,12.7,227,1.33,0.37,0.32,0.27,256,6,105,28%,8%,0,2,2019 Spring
Baca, PT,27,51.9%,3.5,3.1,2.6,5.9,7.9,374,70.5%,25.1,461,1.17,0.57,0.21,0.28,-16,-3,-119,29.6%,3.7%,0,3,2019 Spring
Backlund, SE,15,40%,3.8,2.3,1.5,3.5,9.2,391,47.4%,27.9,434,0.77,0.4,0.11,0.11,-456,5,-140,6.7%,6.7%,0,3,2019 Spring
BalKhan, KR,30,80%,3.8,3.5,3.1,8.2,5.7,380,64.5%,15.9,333,1.56,0.55,0.32,0.29,372,4,367,36.7%,6.7%,0,12,2019 Spring
Bananitoo, GR,5,40%,2.8,2.6,2.0,3.0,9.4,411,65.5%,22.9,377,0.95,0.28,0.26,0.1,332,6,127,40%,0%,0,1,2019 Spring
Bando, CH,14,85.7%,3.4,2.6,2.4,5.6,8.0,386,50.5%,22.4,444,0.93,0.42,0.1,0.16,10,3,96,14.3%,21.4%,0,10,2019 Spring
Bang, KR,18,22.2%,4.1,2.2,1.4,3.4,9.4,408,68.7%,34.7,534,1.3,0.52,0.28,0.16,-319,-7,-203,5.6%,11.1%,0,4,2019 Spring
Baolan, CN,56,73.2%,3.6,0.9,3.4,11.1,1.4,273,66.2%,8.3,187,2.21,1.42,0.24,0.48,-23,-8,-149,5.4%,3.6%,0,-,2019 Spring
Barrage, NL,1,100%,5,9.0,3.0,6.0,8.9,513,68.2%,29.6,776,1.62,0.42,0.46,0.21,2685,34,1264,0%,0%,0,-,2019 Spring
Bartiono,,8,25%,2.7,1.3,3.3,7.4,1.5,240,61.4%,10.8,188,2.23,1.29,0.19,0.38,48,4,115,12.5%,25%,0,-,2019 Spring
Baula, CR,33,66.7%,5.1,0.4,1.6,8.0,1.9,279,65.8%,6.3,112,2.4,1.72,0.25,0.51,47,4,64,15.2%,12.1%,0,-,2019 Spring
Bdd, KR,47,38.3%,3.5,2.9,2.2,4.9,8.7,383,73.5%,25.3,410,1.04,0.5,0.22,0.22,100,3,80,21.3%,10.6%,0,10,2019 Spring
Bean, DE,13,61.5%,5.8,5.0,1.9,6.1,9.8,452,68%,28.5,565,1.14,0.37,0.35,0.19,269,6,390,30.8%,7.7%,0,2,2019 Spring
Beansu, EE,18,61.1%,5.8,2.3,1.6,6.7,7.8,370,59.6%,18.8,381,1.1,0.47,0.22,0.15,90,7,268,5.6%,16.7%,0,2,2019 Spring
Bedvolf, PL,15,20%,2.3,2.2,2.9,4.5,7.2,337,50.6%,21.9,358,1.09,0.49,0.17,0.18,-398,-7,-65,0%,13.3%,0,1,2019 Spring
Beeley,,8,12.5%,1.4,1.3,2.6,2.5,7.6,324,65.6%,30.2,347,0.9,0.42,0.19,0.21,-823,-14,-510,12.5%,0%,0,1,2019 Spring
Ben, KR,44,61.4%,3.6,0.8,2.3,7.5,1.7,276,64.8%,8.2,145,-,1.25,0.26,0.39,-,-,-,-,-,0,-,2019 Spring
Ben4,,23,39.1%,3,2.0,3.0,6.9,4.8,326,70.1%,15.5,257,-,0.49,0.44,0.34,-,-,-,-,-,0,-,2019 Spring
Benji,,18,38.9%,4.1,4.0,2.1,4.6,9.1,419,70.5%,30.2,546,0.98,0.31,0.3,0.1,56,3,-30,11.1%,5.6%,0,3,2019 Spring
Benny,,2,0%,2.5,0.5,3.0,7.0,4.1,274,68.8%,12.6,259,1.77,1.03,0.31,0.48,-333,-12,-91,50%,0%,0,-,2019 Spring
Berentt,,3,66.7%,2.7,1.3,2.0,4.0,7.9,355,42.1%,22.7,370,0.81,0.46,0.12,0.17,-360,-9,-548,0%,0%,0,1,2019 Spring
BeryL, KR,18,61.1%,2.4,0.5,3.1,6.8,2.1,250,69.5%,6.3,105,2.48,1.74,0.32,0.55,-176,1,-80,11.1%,22.2%,0,-,2019 Spring
Betty, TW,54,59.3%,5.6,3.9,1.7,5.5,9.4,439,71.7%,28.5,486,1.47,0.45,0.44,0.15,73,-3,-46,24.1%,11.1%,0,2,2019 Spring
BigKoro, VN,61,65.6%,5,4.6,2.1,5.8,9.2,450,59.1%,24.3,484,1.52,0.51,0.36,0.19,322,6,428,34.4%,4.9%,0,7,2019 Spring
BioPanther, AU,21,4.8%,1.9,1.8,2.3,2.6,8.4,364,57.7%,25.5,385,1.03,0.48,0.15,0.16,-119,-2,7,4.8%,9.5%,0,8,2019 Spring
Biofrost, CA,18,38.9%,2.9,0.4,1.7,4.6,1.7,242,66%,6.3,97,2.57,1.49,0.36,0.44,-147,6,-105,27.8%,5.6%,0,-,2019 Spring
Biubiu, CN,4,50%,3.1,2.0,3.8,9.5,7.5,361,75.1%,19.9,378,-,0.58,0.13,0.25,-,-,-,-,-,0,-,2019 Spring
Bjergsen, DK,32,65.6%,6.5,3.0,1.3,5.6,8.9,401,67.5%,25.6,485,0.91,0.41,0.16,0.16,207,5,260,28.1%,3.1%,0,10,2019 Spring
Blaber, US,28,71.4%,3.9,3.5,2.9,7.8,5.6,366,73.7%,18.4,372,1.85,0.73,0.34,0.32,377,7,278,39.3%,14.3%,0,6,2019 Spring
Blaise,,1,0%,0,0.0,5.0,0.0,0.7,202,0%,8.8,83,2.1,1.09,0.37,0.34,-1013,-23,-895,0%,100%,0,-,2019 Spring
Blasting,,17,41.2%,4.3,3.2,1.6,3.6,9.3,420,58%,27.4,472,1.12,0.36,0.28,0.14,541,8,491,0%,5.9%,0,7,2019 Spring
Blazes, VN,36,41.7%,3.6,3.6,2.6,5.6,9.2,418,68.3%,28.2,535,0.96,0.47,0.16,0.2,184,3,48,19.4%,11.1%,0,5,2019 Spring
Blizz, PT,14,64.3%,4.4,3.6,1.6,3.3,8.7,398,67.3%,29.2,497,0.97,0.43,0.18,0.17,238,10,248,14.3%,7.1%,0,9,2019 Spring
BocaJR, BR,2,0%,2.3,0.0,1.5,3.5,2.1,230,57.5%,11.4,139,2.19,1.29,0.42,0.47,284,2,102,0%,0%,0,-,2019 Spring
Bolszak, PL,7,57.1%,3.4,3.7,2.9,6.0,5.5,346,62.1%,16.7,329,1.47,0.52,0.31,0.21,292,4,333,57.1%,14.3%,0,1,2019 Spring
Bolulu, TR,31,83.9%,5.4,3.9,2.1,7.5,8.4,412,65.3%,21.4,450,1.03,0.43,0.17,0.19,326,2,119,19.4%,3.2%,0,3,2019 Spring
Brandini, US,25,68%,3.6,2.4,2.5,6.8,7.8,382,59.5%,23.1,485,1.18,0.58,0.21,0.27,-385,-4,-208,16%,8%,0,-,2019 Spring
Breaker,,6,50%,2.5,2.3,4.2,8.2,4.8,322,77.5%,13.1,279,1.71,0.53,0.46,0.38,-23,-4,-356,66.7%,16.7%,0,1,2019 Spring
Breeze,,41,61%,6,3.8,1.5,4.9,9.5,437,71.1%,30.1,538,1.31,0.36,0.41,0.09,-259,-7,-118,24.4%,14.6%,0,3,2019 Spring
Bright, CN,2,0%,0.7,1.5,3.0,0.5,7.7,339,54.2%,21.7,286,-,0.36,0.3,0.18,-,-,-,-,-,0,-,2019 Spring
Brizz22, IT,19,42.1%,3.1,0.4,2.8,8.3,1.0,248,63.4%,8.8,159,1.94,1.14,0.26,0.32,-173,-6,-113,31.6%,10.5%,0,-,2019 Spring
Brokenblade, DE,32,65.6%,3.6,3.0,2.0,4.3,8.4,402,56.4%,24.8,460,1.06,0.57,0.15,0.24,149,-3,214,25%,6.3%,0,9,2019 Spring
Brolia, TR,18,5.6%,1.6,1.9,2.9,2.7,7.5,348,65.5%,24.8,352,0.95,0.53,0.15,0.18,-515,-18,-310,22.2%,11.1%,0,4,2019 Spring
Brook,,6,33.3%,1.3,1.2,2.5,2.2,8.2,346,41.5%,18.3,247,0.89,0.57,0.17,0.29,-471,-18,-294,0%,33.3%,0,-,2019 Spring
Broooock,,2,50%,2.3,3.0,3.0,4.0,7.9,373,61.1%,27.6,480,1.12,0.4,0.18,0.09,490,36,994,0%,0%,0,3,2019 Spring
Brosak,,18,33.3%,1.6,1.7,2.9,2.9,7.5,348,46%,21.1,356,0.92,0.41,0.17,0.1,-519,-11,-455,11.1%,11.1%,0,2,2019 Spring
Broxah, DK,29,62.1%,5.4,3.0,1.6,5.8,5.3,347,68.8%,15.7,272,1.27,0.38,0.32,0.28,279,7,257,31%,0%,0,3,2019 Spring
Bruce, TW,36,47.2%,3.7,4.2,2.0,3.2,9.6,435,64.7%,32.0,509,1.36,0.46,0.42,0.17,43,0,46,25%,8.3%,0,7,2019 Spring
Buggax, UY,40,60%,3,2.6,2.3,4.4,8.2,395,51.4%,22.6,407,0.77,0.33,0.11,0.1,102,7,-31,20%,15%,0,13,2019 Spring
Bugi, KR,52,59.6%,4.2,2.8,2.3,6.7,5.2,334,70.1%,15.3,260,1.61,0.62,0.37,0.31,-48,-3,40,30.8%,15.4%,0,5,2019 Spring
Bullet, PL,7,57.1%,5,4.3,2.0,5.7,9.5,438,66.8%,25.2,503,1.31,0.35,0.38,0.12,316,-1,80,42.9%,0%,0,-,2019 Spring
Bun,,7,42.9%,3.3,2.1,3.7,10.1,4.6,324,68.8%,14.4,292,1.67,0.65,0.39,0.37,-915,-11,-844,42.9%,14.3%,0,1,2019 Spring
Burnie, PT,14,14.3%,1.4,1.6,3.3,3.1,7.5,337,48.6%,20.5,342,1.02,0.45,0.2,0.17,-790,-18,-653,14.3%,14.3%,0,2,2019 Spring
Bvoy, KR,6,50%,3.5,2.0,2.2,5.5,9.0,412,62.2%,29.8,580,-,0.36,0.29,0.09,-,-,-,-,-,0,-,2019 Spring
Bwipo, BE,29,62.1%,2.8,2.4,2.8,5.3,7.5,375,59.4%,24.9,434,0.94,0.48,0.16,0.19,-441,-13,-236,13.8%,20.7%,0,9,2019 Spring
CAT,,3,66.7%,1.8,0.3,4.3,7.3,2.0,240,83.9%,6.8,129,-,1.45,0.22,0.32,-,-,-,-,-,0,-,2019 Spring
CBL, VN,23,39.1%,2.7,1.7,4.2,9.8,1.4,261,71.8%,7.9,159,2.48,1.38,0.35,0.41,-102,0,-120,21.7%,13%,0,4,2019 Spring
Cabochard, FR,21,47.6%,3.5,3.6,2.0,3.6,8.8,425,66.4%,25.2,439,1.05,0.49,0.15,0.18,911,12,430,19%,9.5%,0,8,2019 Spring
Caedrel, GB,18,27.8%,2.7,2.2,2.7,5.1,4.8,314,70.5%,15.8,244,1.43,0.61,0.34,0.39,-126,-6,-207,33.3%,16.7%,0,3,2019 Spring
CaiPi,,34,41.2%,2.7,1.9,2.6,5.1,8.1,364,56.8%,22.8,415,1.15,0.57,0.22,0.32,170,5,46,17.6%,2.9%,0,1,2019 Spring
Call Lin,,21,47.6%,2.6,0.6,3.6,8.8,1.6,257,69.3%,7.2,130,2.61,1.31,0.4,0.37,-2,-0,-173,28.6%,9.5%,0,-,2019 Spring
Calm, VN,34,32.4%,2.2,2.7,3.9,5.9,5.6,338,60.4%,16.6,315,1.38,0.59,0.27,0.33,-476,-7,-490,23.5%,11.8%,0,7,2019 Spring
Calmsky, PT,14,50%,4.6,1.4,2.4,9.6,1.7,291,81%,11.9,213,2.16,1.13,0.33,0.28,423,6,458,28.6%,0%,0,1,2019 Spring
Candy, KR,19,52.6%,2.7,2.2,2.3,4.1,8.1,369,55.2%,26.8,436,1.07,0.46,0.21,0.18,-118,3,-2,21.1%,10.5%,0,4,2019 Spring
Canyon, KR,34,52.9%,2.9,1.7,2.7,6.4,5.0,321,69.4%,14.1,249,1.69,0.68,0.43,0.38,-322,-2,-260,17.6%,14.7%,0,1,2019 Spring
Caos, BR,3,33.3%,2.3,2.7,3.7,5.7,5.2,326,68.2%,16.9,263,1.52,0.59,0.32,0.32,-460,5,-128,0%,33.3%,0,-,2019 Spring
Caps, DK,42,71.4%,4,5.0,2.7,5.6,8.4,426,65%,26.8,542,1,0.44,0.23,0.14,181,-2,9,11.9%,9.5%,1,28,2019 Spring
Carbono, ES,18,44.4%,3.1,3.9,3.2,6.1,6.8,387,71.4%,20.0,421,1.23,0.32,0.29,0.2,324,19,489,22.2%,5.6%,0,2,2019 Spring
Carzzy, CZ,6,66.7%,5,3.7,1.8,5.5,9.9,435,55.5%,25.1,441,1.11,0.43,0.3,0.25,-389,-4,-184,0%,16.7%,0,-,2019 Spring
Cboi, DK,27,51.9%,2.5,1.9,3.5,6.8,5.0,320,67.3%,14.2,265,1.6,0.6,0.36,0.31,88,4,223,40.7%,11.1%,0,3,2019 Spring
Cdric, FR,14,42.9%,4.2,4.9,2.4,5.4,7.8,392,66.5%,26.9,559,1.14,0.43,0.26,0.29,-181,-11,80,57.1%,0%,0,8,2019 Spring
Celebrity, VN,40,50%,4.1,4.4,2.4,5.5,9.0,445,65.8%,25.1,458,1.09,0.44,0.27,0.16,-3,-2,-309,22.5%,5%,0,3,2019 Spring
Ceos, BR,26,53.8%,3.7,0.8,2.6,8.7,1.4,247,78.4%,9.2,169,2.39,1.45,0.26,0.46,-134,-3,36,26.9%,15.4%,0,-,2019 Spring
Ceros, JP,22,86.4%,5.2,1.8,1.5,6.3,8.1,370,58.9%,23.7,452,1,0.62,0.15,0.32,-203,-2,-124,18.2%,4.5%,0,2,2019 Spring
Changhong,,41,58.5%,2.9,2.1,2.7,5.8,7.4,366,60.9%,21.2,366,-,0.42,0.12,0.13,-,-,-,-,-,0,-,2019 Spring
Chapapi, NL,3,33.3%,1.9,2.0,3.0,3.7,8.1,349,47.3%,30.5,512,1.03,0.52,0.18,0.21,-129,-4,-521,33.3%,0%,0,-,2019 Spring
