Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team
Haklbery, CZ,21.0,38.1,1.8,2.7,3.8,4.1,7.3,366.0,50.6,22.1,418.0,0.85,0.33,0.19,0.08,-413.0,-5.0,-96.0,28.6,14.3,0.0,7.0,2021 Summer,
Halo, AU,15.0,46.7,2.5,2.5,3.3,5.7,8.2,378.0,63.5,26.3,485.0,1.31,0.41,0.22,0.14,275.0,9.0,355.0,13.3,13.3,0.0,3.0,2021 Summer,
Hana, TW,32.0,50.0,4.2,3.2,2.5,7.1,5.4,346.0,70.7,16.0,339.0,1.62,0.5,0.44,0.36,-177.0,-8.0,-237.0,46.9,9.4,0.0,7.0,2021 Summer,
Hanabi, TW,40.0,80.0,5.2,3.9,2.0,6.5,8.4,425.0,57.9,23.0,488.0,1.13,0.4,0.25,0.2,283.0,-0.0,132.0,20.0,7.5,0.0,19.0,2021 Summer,
Hang, CN,49.0,55.1,3.2,0.6,2.5,7.5,1.4,237.0,67.3,7.5,143.0,,1.58,0.38,0.48,0.0,0.0,0.0,,,0.0,,2021 Summer,
Haninger, UA,8.0,37.5,2.3,3.4,4.4,6.6,7.4,375.0,68.5,24.0,511.0,1.03,0.38,0.24,0.19,-455.0,-7.0,-530.0,12.5,25.0,0.0,3.0,2021 Summer,
Hanor, BR,14.0,21.4,1.6,2.1,3.6,3.6,7.8,362.0,63.1,24.0,412.0,1.28,0.52,0.24,0.22,-279.0,-6.0,-300.0,14.3,28.6,0.0,2.0,2021 Summer,
Hans SamD, KR,36.0,22.2,2.5,2.7,2.5,3.6,9.3,405.0,61.1,27.7,518.0,,0.43,0.33,0.14,0.0,0.0,0.0,,,0.0,,2021 Summer,
Hans sama, FR,37.0,51.4,4.4,3.8,2.1,5.6,9.6,446.0,64.1,25.8,491.0,1.53,0.61,0.4,0.13,630.0,13.0,287.0,29.7,8.1,0.0,6.0,2021 Summer,
Hantera, FR,28.0,50.0,3.6,0.9,2.7,8.8,1.0,228.0,70.7,6.7,138.0,2.52,1.53,0.34,0.53,-93.0,-2.0,80.0,17.9,7.1,0.0,,2021 Summer,
Harp, KR,28.0,50.0,2.7,0.4,3.0,7.8,1.9,234.0,60.5,8.0,140.0,2.31,1.42,0.32,0.57,-183.0,-3.0,-140.0,28.6,10.7,0.0,,2021 Summer,
Harpoon, PL,22.0,59.1,5.0,3.6,1.8,5.5,9.2,418.0,66.2,28.2,510.0,0.9,0.35,0.19,0.14,-415.0,-4.0,-214.0,22.7,9.1,0.0,4.0,2021 Summer,
Haru, KR,8.0,12.5,1.9,3.1,4.1,4.9,6.2,343.0,84.5,18.9,399.0,1.22,0.37,0.23,0.33,-65.0,9.0,196.0,37.5,12.5,0.0,1.0,2021 Summer,
Harumi, BR,11.0,27.3,1.9,0.2,3.1,5.5,1.6,220.0,62.5,8.3,129.0,1.75,1.07,0.2,0.45,-338.0,-7.0,-162.0,45.5,0.0,0.0,,2021 Summer,
Harvey, VN,18.0,11.1,1.7,2.4,3.7,3.7,7.2,334.0,53.6,23.2,462.0,1.29,0.55,0.26,0.26,-473.0,-9.0,-182.0,5.6,11.1,0.0,5.0,2021 Summer,
Hasmed, VN,33.0,45.5,2.6,4.2,3.5,5.2,8.2,407.0,61.7,27.7,584.0,1.18,0.39,0.26,0.19,333.0,14.0,284.0,15.2,15.2,0.0,18.0,2021 Summer,
Hatred, BG,19.0,52.6,4.0,3.3,2.4,6.2,5.2,332.0,62.9,12.5,257.0,1.2,0.34,0.24,0.31,-106.0,-4.0,-258.0,15.8,5.3,0.0,1.0,2021 Summer,
Hatrixx, NO,19.0,52.6,3.6,4.8,3.0,5.9,7.8,405.0,65.4,23.1,496.0,1.05,0.39,0.22,0.18,453.0,3.0,44.0,42.1,5.3,0.0,10.0,2021 Summer,
Hauntzer, US,41.0,43.9,2.6,2.9,3.2,5.6,8.3,398.0,58.8,25.6,499.0,1.11,0.5,0.2,0.2,275.0,10.0,270.0,19.5,24.4,0.0,20.0,2021 Summer,
Hauz, BR,15.0,33.3,1.9,2.5,3.8,4.5,7.4,364.0,58.9,24.5,485.0,1.02,0.46,0.17,0.2,-212.0,-5.0,-89.0,13.3,40.0,0.0,8.0,2021 Summer,
Hawk, BR,18.0,27.8,1.8,0.6,4.2,7.1,1.2,225.0,63.5,9.4,186.0,2.48,1.55,0.3,0.47,-23.0,1.0,206.0,33.3,16.7,0.0,,2021 Summer,
Haylov, BG,3.0,33.3,1.4,3.7,5.3,3.7,7.3,360.0,40.7,19.5,450.0,1.13,0.38,0.25,0.07,-1212.0,-19.0,-361.0,0.0,0.0,0.0,,2021 Summer,
Haze, PT,14.0,21.4,2.9,1.5,2.4,5.6,6.0,310.0,62.9,16.1,290.0,0.92,0.58,0.13,0.28,-348.0,-12.0,-250.0,7.1,7.1,0.0,3.0,2021 Summer,
HeSSZero, PL,16.0,43.8,2.6,2.3,3.2,6.2,6.5,339.0,57.3,23.0,456.0,0.76,0.38,0.12,0.09,-238.0,-7.0,-286.0,6.3,25.0,0.0,4.0,2021 Summer,
Helaz, FR,18.0,44.4,3.2,0.4,3.3,10.2,1.0,231.0,68.5,7.0,133.0,2.56,1.62,0.32,0.49,-111.0,-4.0,-92.0,27.8,0.0,0.0,,2021 Summer,
Helvisk, LV,3.0,0.0,0.8,3.7,7.7,2.3,8.2,398.0,61.5,33.1,567.0,1.2,0.43,0.3,0.12,-1379.0,4.0,21.0,66.7,33.3,0.0,1.0,2021 Summer,
Hena, KR,48.0,41.7,3.5,2.1,1.9,4.6,9.7,414.0,64.6,25.9,456.0,1.65,0.81,0.45,0.21,107.0,2.0,-8.0,14.6,4.2,0.0,3.0,2021 Summer,
Heroic, PT,39.0,43.6,2.8,4.9,3.6,5.2,8.4,414.0,66.5,30.1,612.0,0.85,0.29,0.16,0.11,454.0,11.0,240.0,28.2,5.1,1.0,15.0,2021 Summer,
HiRit, KR,28.0,57.1,2.8,3.3,3.1,5.5,8.1,403.0,63.2,27.2,535.0,1.06,0.33,0.23,0.2,238.0,1.0,-102.0,17.9,14.3,0.0,6.0,2021 Summer,
Hidan, BR,21.0,57.1,2.3,2.8,3.6,5.7,7.7,389.0,61.6,24.8,515.0,0.91,0.43,0.13,0.23,-49.0,-4.0,-258.0,19.0,19.0,0.0,10.0,2021 Summer,
Hiro, CZ,14.0,7.1,2.0,2.4,2.4,2.4,8.7,383.0,61.2,27.4,505.0,1.15,0.59,0.24,0.18,-194.0,1.0,93.0,21.4,0.0,0.0,1.0,2021 Summer,
Hiro02, VN,31.0,35.5,1.9,2.7,4.2,5.4,7.6,372.0,55.9,22.9,462.0,1.11,0.4,0.31,0.25,-331.0,-2.0,-89.0,9.7,9.7,0.0,6.0,2021 Summer,
Hiro1, FR,9.0,11.1,1.0,2.9,5.8,2.9,7.3,361.0,61.9,27.3,517.0,0.92,0.46,0.21,0.16,-520.0,1.0,84.0,44.4,22.2,0.0,8.0,2021 Summer,
Hjarnan, SE,31.0,51.6,4.0,3.7,2.9,8.0,7.8,409.0,68.1,24.9,585.0,0.94,0.37,0.21,0.09,-107.0,-3.0,45.0,16.1,12.9,0.0,2.0,2021 Summer,
HmlssMaster, LV,21.0,52.4,2.9,5.4,4.0,6.2,5.6,363.0,70.7,18.4,441.0,1.04,0.18,0.22,0.21,93.0,0.0,-16.0,23.8,9.5,0.0,6.0,2021 Summer,
Hoglet, KR,24.0,62.5,3.1,4.3,3.6,6.8,6.1,366.0,68.9,19.9,423.0,1.58,0.51,0.41,0.39,347.0,6.0,160.0,45.8,4.2,0.0,8.0,2021 Summer,
Hollow, KR,21.0,52.4,4.7,4.8,2.3,5.9,8.7,421.0,73.0,30.5,656.0,1.2,0.39,0.38,0.15,139.0,1.0,6.0,28.6,4.8,0.0,,2021 Summer,
Holo, HK,19.0,57.9,3.1,2.7,3.2,7.0,5.4,331.0,64.8,14.2,300.0,1.45,0.4,0.38,0.33,-252.0,-1.0,-240.0,36.8,0.0,0.0,1.0,2021 Summer,
Holyphoenix, TR,20.0,45.0,4.3,4.8,2.4,5.5,9.0,448.0,70.4,27.9,514.0,1.11,0.4,0.33,0.12,805.0,13.0,684.0,15.0,5.0,2.0,1.0,2021 Summer,
HondaTolec, CZ,14.0,14.3,1.8,0.7,3.9,6.3,1.1,218.0,66.8,8.1,137.0,2.39,1.18,0.35,0.41,-178.0,-2.0,71.0,28.6,14.3,0.0,1.0,2021 Summer,
Honey, KR,24.0,62.5,5.7,5.5,2.1,6.3,9.6,464.0,74.4,35.3,755.0,1.74,0.56,0.53,0.16,679.0,8.0,169.0,29.2,0.0,0.0,5.0,2021 Summer,
HongSuo, TW,10.0,40.0,2.0,2.3,3.7,5.2,7.8,361.0,60.5,24.8,433.0,0.83,0.41,0.11,0.2,-180.0,-1.0,-147.0,60.0,0.0,0.0,2.0,2021 Summer,
Hooks, US,36.0,25.0,1.7,0.8,4.6,6.9,1.3,227.0,61.0,8.0,157.0,2.28,1.15,0.33,0.37,-235.0,0.0,-302.0,13.9,11.1,0.0,5.0,2021 Summer,
Hoon, KR,19.0,42.1,3.3,2.8,2.5,5.4,8.1,402.0,63.6,23.9,446.0,1.16,0.51,0.21,0.24,306.0,14.0,139.0,36.8,10.5,0.0,1.0,2021 Summer,
Horus, AR,14.0,42.9,2.2,3.4,4.4,6.2,8.0,390.0,64.8,24.4,475.0,1.19,0.5,0.27,0.2,-619.0,-17.0,-265.0,28.6,28.6,0.0,1.0,2021 Summer,
HowLa, JP,9.0,55.6,3.0,5.0,3.6,5.8,9.3,435.0,70.9,31.6,574.0,1.17,0.43,0.31,0.16,-249.0,11.0,-34.0,22.2,11.1,0.0,3.0,2021 Summer,
Hoya, KR,48.0,41.7,2.5,2.1,2.5,4.0,7.7,359.0,57.1,22.7,395.0,1.12,0.46,0.24,0.26,-535.0,-12.0,-211.0,14.6,20.8,0.0,14.0,2021 Summer,
HuSha, TW,46.0,60.9,4.3,3.8,2.4,6.6,5.8,359.0,68.4,18.0,367.0,1.36,0.35,0.35,0.33,123.0,-1.0,77.0,30.4,15.2,0.0,5.0,2021 Summer,
Hugato, BR,20.0,35.0,2.3,2.2,3.0,4.7,5.8,327.0,64.8,16.6,278.0,1.29,0.39,0.36,0.33,-120.0,-1.0,43.0,20.0,5.0,0.0,1.0,2021 Summer,
Huhi, KR,49.0,65.3,4.1,0.9,2.3,8.4,1.5,244.0,66.8,8.1,154.0,3.04,1.61,0.48,0.5,217.0,0.0,242.0,34.7,6.1,0.0,2.0,2021 Summer,
Humanoid, CZ,40.0,62.5,3.0,4.2,3.6,6.7,8.5,423.0,67.2,26.1,545.0,1.05,0.41,0.21,0.11,86.0,-0.0,96.0,20.0,10.0,0.0,17.0,2021 Summer,
HungryPanda, GR,19.0,47.4,2.6,1.3,3.9,8.8,1.5,250.0,59.1,7.6,150.0,2.62,1.27,0.45,0.48,154.0,1.0,-87.0,31.6,10.5,0.0,2.0,2021 Summer,
Huni, KR,40.0,60.0,2.4,2.7,3.2,5.0,8.1,395.0,61.0,24.5,471.0,1.15,0.46,0.19,0.18,186.0,1.0,-17.0,25.0,22.5,0.0,13.0,2021 Summer,
Husky Rider, TR,12.0,33.3,4.1,2.7,2.4,7.3,8.3,382.0,75.1,29.1,573.0,1.11,0.51,0.22,0.24,-349.0,-1.0,-156.0,25.0,16.7,0.0,3.0,2021 Summer,
Hustlin, SE,32.0,56.3,2.8,0.9,3.4,8.7,1.7,245.0,65.3,7.5,147.0,2.5,1.33,0.4,0.44,33.0,1.0,116.0,25.0,6.3,0.0,,2021 Summer,
HyBrid, KR,24.0,50.0,4.5,4.0,2.1,5.4,10.0,439.0,72.9,33.4,596.0,1.24,0.48,0.33,0.13,179.0,3.0,184.0,41.7,8.3,0.0,5.0,2021 Summer,
Hylissang, BG,46.0,54.3,2.5,0.9,4.3,9.9,1.1,250.0,62.5,7.7,161.0,2.67,1.49,0.36,0.46,277.0,0.0,312.0,30.4,10.9,0.0,2.0,2021 Summer,
Hype, KR,1.0,0.0,,1.0,0.0,3.0,9.2,389.0,44.4,38.4,792.0,1.74,0.42,0.26,0.05,-507.0,-4.0,11.0,0.0,0.0,0.0,,2021 Summer,
Hyper, US,41.0,43.9,2.5,2.8,3.9,6.9,5.8,342.0,70.0,19.8,385.0,1.24,0.33,0.32,0.33,-159.0,-1.0,-182.0,36.6,7.3,0.0,7.0,2021 Summer,
IC8, TW,18.0,5.6,1.1,0.6,5.4,5.6,1.2,218.0,58.4,8.2,151.0,2.14,1.2,0.25,0.4,-544.0,0.0,-366.0,11.1,27.8,0.0,,2021 Summer,
Ice, KR,22.0,50.0,5.6,4.3,1.8,5.9,9.1,421.0,67.3,25.8,522.0,1.46,0.58,0.31,0.2,-317.0,-4.0,-95.0,4.5,13.6,0.0,3.0,2021 Summer,
IceBreaker, GR,54.0,64.8,3.3,2.5,3.2,8.0,7.2,380.0,54.3,20.6,456.0,0.86,0.41,0.12,0.15,278.0,5.0,160.0,33.3,5.6,0.0,19.0,2021 Summer,
IceDeath, RU,1.0,0.0,0.8,2.0,4.0,1.0,4.4,272.0,33.3,11.7,188.0,0.93,0.2,0.2,0.16,15.0,-1.0,269.0,0.0,0.0,0.0,,2021 Summer,
Iconic, US,30.0,36.7,2.7,2.2,3.1,6.3,6.2,343.0,72.3,19.5,374.0,1.2,0.28,0.31,0.25,-2.0,3.0,91.0,20.0,10.0,0.0,1.0,2021 Summer,
IgNar, KR,39.0,59.0,3.9,0.7,2.2,8.1,1.4,236.0,59.5,6.4,131.0,2.69,1.64,0.38,0.5,86.0,-1.0,-2.0,15.4,7.7,0.0,,2021 Summer,
IlllIma, KR,26.0,61.5,3.4,3.9,2.9,5.8,8.0,409.0,63.7,25.3,488.0,0.9,0.29,0.19,0.14,351.0,2.0,-49.0,19.2,11.5,1.0,19.0,2021 Summer,
Impact, KR,39.0,59.0,2.9,2.8,3.1,6.1,7.1,372.0,64.4,21.9,430.0,1.05,0.45,0.2,0.16,403.0,5.0,269.0,33.3,7.7,0.0,11.0,2021 Summer,
Imperial, UA,12.0,25.0,2.3,3.3,3.2,3.8,8.5,404.0,57.7,27.7,518.0,0.83,0.25,0.27,0.11,-388.0,-6.0,-307.0,25.0,16.7,0.0,2.0,2021 Summer,
InDeed, DE,18.0,27.8,2.1,1.1,3.1,5.6,7.4,339.0,61.4,20.5,344.0,0.95,0.49,0.16,0.23,-413.0,-15.0,-323.0,27.8,5.6,0.0,1.0,2021 Summer,
Incursio, AU,21.0,33.3,2.6,4.7,3.9,5.3,7.6,392.0,64.0,25.1,528.0,0.71,0.29,0.12,0.12,-175.0,-11.0,-310.0,19.0,14.3,0.0,5.0,2021 Summer,
Indecision, BG,13.0,46.2,2.9,3.5,3.5,6.8,5.0,322.0,70.7,17.5,349.0,1.31,0.38,0.33,0.27,-545.0,-13.0,-566.0,23.1,7.7,0.0,2.0,2021 Summer,
Infinity, ES,22.0,45.5,3.2,3.9,3.6,7.8,4.8,335.0,68.1,17.8,360.0,1.13,0.36,0.25,0.32,-189.0,-11.0,-344.0,13.6,18.2,0.0,6.0,2021 Summer,
Infoneral, BG,18.0,50.0,3.8,1.3,3.0,10.1,1.2,240.0,72.5,8.9,182.0,2.35,1.39,0.35,0.33,103.0,-0.0,4.0,33.3,5.6,0.0,3.0,2021 Summer,
Innaxe, GB,17.0,41.2,4.7,4.5,2.3,6.4,8.0,409.0,69.7,27.6,559.0,1.41,0.55,0.38,0.13,99.0,1.0,263.0,29.4,0.0,0.0,4.0,2021 Summer,
Ino, JP,24.0,62.5,4.1,2.4,2.1,6.4,7.5,377.0,51.9,18.6,398.0,0.98,0.39,0.2,0.18,-388.0,-8.0,-147.0,29.2,8.3,0.0,1.0,2021 Summer,
Inori, CA,27.0,48.1,2.5,2.5,3.6,6.6,5.0,319.0,67.4,14.3,295.0,1.15,0.29,0.26,0.25,30.0,1.0,85.0,22.2,11.1,0.0,6.0,2021 Summer,
Insanity, US,33.0,51.5,3.4,3.1,2.5,5.4,8.1,387.0,67.9,22.7,429.0,1.24,0.55,0.19,0.2,-78.0,-7.0,-49.0,18.2,9.1,0.0,7.0,2021 Summer,
Inspired, PL,37.0,51.4,3.9,3.5,2.5,6.3,5.8,351.0,63.9,17.7,341.0,1.72,0.39,0.33,0.25,166.0,-2.0,-22.0,29.7,0.0,1.0,7.0,2021 Summer,
Instinct, US,4.0,0.0,2.0,2.5,2.8,3.0,8.9,384.0,60.4,28.9,525.0,0.95,0.55,0.41,0.15,-1518.0,-7.0,-198.0,25.0,0.0,0.0,,2021 Summer,
Integral, BE,21.0,57.1,3.5,3.3,3.7,9.8,5.6,354.0,74.2,18.9,424.0,1.21,0.36,0.22,0.28,100.0,4.0,172.0,52.4,9.5,0.0,4.0,2021 Summer,
Irrelevant, DE,17.0,35.3,1.8,2.4,4.1,4.9,7.0,351.0,54.8,25.2,513.0,1.01,0.37,0.22,0.19,-73.0,-0.0,-132.0,5.9,17.6,0.0,4.0,2021 Summer,
Isles, AU,59.0,54.2,4.5,0.8,2.3,9.5,1.7,245.0,65.3,7.1,147.0,2.67,1.6,0.38,0.5,69.0,-1.0,112.0,23.7,3.4,0.0,2.0,2021 Summer,
Isma, FR,21.0,57.1,4.3,4.2,2.7,7.4,6.6,381.0,73.5,20.1,399.0,1.15,0.3,0.24,0.24,316.0,10.0,337.0,57.1,14.3,0.0,6.0,2021 Summer,
Ivok, CY,15.0,26.7,2.4,2.7,3.6,5.9,7.2,361.0,55.2,18.5,370.0,1.07,0.44,0.15,0.18,-265.0,-3.0,-87.0,13.3,13.3,0.0,6.0,2021 Summer,
Iwandy, CN,76.0,59.2,3.7,0.8,2.6,8.7,1.2,237.0,65.3,6.2,117.0,2.96,1.77,0.44,0.5,70.0,4.0,104.0,2.6,0.0,0.0,,2021 Summer,
J0J0C, GR,50.0,62.0,4.0,5.8,3.2,6.8,7.7,420.0,61.4,23.8,575.0,0.97,0.41,0.15,0.16,70.0,-4.0,-132.0,24.0,8.0,0.0,22.0,2021 Summer,
JAUNATIS, LT,5.0,60.0,3.6,3.8,2.8,6.4,6.1,363.0,63.9,16.0,306.0,1.29,0.52,0.2,0.38,-38.0,9.0,473.0,40.0,20.0,0.0,1.0,2021 Summer,
JDG, FR,18.0,33.3,1.8,2.6,3.6,3.8,7.2,351.0,50.8,19.5,418.0,1.08,0.49,0.18,0.25,-254.0,-0.0,109.0,0.0,22.2,0.0,9.0,2021 Summer,
JNX, DE,18.0,27.8,1.9,1.8,3.1,3.8,8.3,369.0,51.0,22.8,411.0,1.09,0.46,0.23,0.17,108.0,12.0,114.0,16.7,11.1,0.0,2.0,2021 Summer,
Jabuticaba, EE,5.0,40.0,2.6,4.6,3.0,3.2,8.8,447.0,57.5,29.2,556.0,0.96,0.41,0.2,0.16,286.0,6.0,122.0,0.0,20.0,0.0,1.0,2021 Summer,
JackPoT, KR,12.0,41.7,1.7,3.6,4.8,4.8,7.6,391.0,47.4,22.1,460.0,0.82,0.32,0.15,0.13,184.0,10.0,-397.0,8.3,8.3,0.0,2.0,2021 Summer,
JackeyLove, CN,42.0,57.1,3.4,3.7,2.8,6.0,8.9,428.0,62.5,30.0,653.0,,0.4,0.35,0.19,0.0,0.0,0.0,,,0.0,,2021 Summer,
Jackie, NL,10.0,0.0,1.4,3.1,5.3,4.3,5.8,329.0,74.1,19.4,328.0,0.79,0.16,0.26,0.1,-484.0,-5.0,-245.0,30.0,10.0,0.0,2.0,2021 Summer,
Jackies, CZ,17.0,41.2,2.7,4.7,4.1,6.3,7.6,392.0,71.7,30.3,617.0,0.79,0.36,0.11,0.07,-52.0,-3.0,430.0,29.4,23.5,0.0,15.0,2021 Summer,
Jackspektra, NO,23.0,56.5,4.1,3.8,2.3,5.9,8.5,423.0,71.7,29.7,579.0,1.29,0.43,0.35,0.1,89.0,3.0,42.0,17.4,21.7,0.0,5.0,2021 Summer,Cream Real Betis
Jango, BE,9.0,0.0,1.5,0.7,4.2,5.6,1.7,227.0,78.0,12.3,177.0,2.05,1.21,0.23,0.39,-118.0,-1.0,-80.0,55.6,0.0,0.0,,2021 Summer,
Jankos, PL,27.0,55.6,4.1,3.3,2.4,6.5,5.9,346.0,62.8,16.4,319.0,1.43,0.42,0.35,0.34,-180.0,-1.0,-8.0,25.9,3.7,0.0,6.0,2021 Summer,
Japone, TR,24.0,62.5,3.9,0.7,2.2,8.0,1.2,233.0,72.0,6.7,135.0,2.95,1.78,0.52,0.52,80.0,1.0,-44.0,25.0,4.2,0.0,,2021 Summer,
Jaqen, PL,22.0,59.1,2.9,3.0,2.6,4.5,8.4,409.0,56.1,19.9,359.0,0.8,0.34,0.15,0.06,583.0,10.0,210.0,18.2,9.1,0.0,10.0,2021 Summer,
Jarvis, VN,7.0,14.3,2.3,2.6,3.3,4.9,7.6,375.0,60.3,30.6,568.0,0.89,0.39,0.18,0.16,-226.0,-15.0,-161.0,28.6,0.0,0.0,1.0,2021 Summer,
Jauny, CR,26.0,50.0,3.8,3.2,2.3,5.8,7.5,382.0,72.0,23.6,431.0,0.99,0.41,0.19,0.24,174.0,-3.0,-78.0,26.9,7.7,0.0,9.0,2021 Summer,
Javaaa, ES,18.0,33.3,2.4,3.6,3.2,4.1,8.8,413.0,64.2,25.0,488.0,1.19,0.44,0.36,0.15,-108.0,-1.0,-166.0,22.2,0.0,0.0,3.0,2021 Summer,Team Queso
Javier, ES,18.0,22.2,3.6,2.4,2.1,4.9,7.7,351.0,73.5,24.4,380.0,0.99,0.42,0.19,0.22,-593.0,-9.0,-273.0,27.8,5.6,0.0,1.0,2021 Summer,
Jay0, AT,3.0,66.7,3.7,0.7,3.7,13.0,1.0,243.0,69.9,7.5,181.0,2.16,1.18,0.26,0.41,-61.0,-6.0,151.0,33.3,0.0,0.0,1.0,2021 Summer,
JayJ, CA,47.0,40.4,2.2,1.0,4.3,8.4,1.3,235.0,68.5,8.5,163.0,2.46,1.25,0.37,0.38,24.0,2.0,112.0,17.0,19.1,0.0,,2021 Summer,
Jaylink, FR,17.0,47.1,3.7,3.0,2.6,6.7,7.3,371.0,61.4,28.4,609.0,1.19,0.58,0.22,0.19,-514.0,-12.0,-258.0,17.6,11.8,0.0,2.0,2021 Summer,
Jean Mago, BR,26.0,76.9,4.4,4.3,2.3,5.7,8.7,430.0,61.4,23.9,486.0,1.17,0.53,0.25,0.29,707.0,12.0,428.0,23.1,19.2,0.0,7.0,2021 Summer,
Jejky, CZ,16.0,50.0,4.6,3.8,2.4,7.4,6.4,376.0,72.5,20.4,433.0,1.35,0.47,0.28,0.37,708.0,9.0,612.0,37.5,6.3,0.0,3.0,2021 Summer,
Jekyll, CZ,14.0,21.4,1.6,1.9,3.8,4.1,3.9,294.0,52.4,20.4,370.0,1.29,0.7,0.15,0.25,-448.0,-11.0,-293.0,28.6,7.1,0.0,2.0,2021 Summer,
Jelly, KR,22.0,54.5,3.1,0.5,3.1,9.2,1.2,234.0,68.5,7.8,146.0,2.78,1.51,0.45,0.52,125.0,4.0,19.0,22.7,9.1,0.0,,2021 Summer,
Jenkins, US,45.0,71.1,3.6,3.1,2.7,6.8,7.7,397.0,61.0,24.6,530.0,1.14,0.49,0.19,0.28,-17.0,-4.0,-84.0,31.1,13.3,0.0,26.0,2021 Summer,
Jensen, DK,50.0,54.0,4.0,3.5,2.2,5.1,8.8,409.0,68.5,24.2,470.0,0.89,0.37,0.18,0.16,50.0,1.0,14.0,22.0,2.0,0.0,8.0,2021 Summer,
JeongHoon, KR,20.0,45.0,2.4,0.6,3.3,7.2,1.6,232.0,62.9,8.5,154.0,2.79,1.78,0.41,0.5,-180.0,-4.0,-345.0,25.0,5.0,0.0,1.0,2021 Summer,
Jerry, VN,15.0,46.7,3.0,3.7,3.4,6.6,6.7,369.0,67.6,25.3,513.0,1.01,0.52,0.16,0.21,-330.0,-18.0,-227.0,33.3,6.7,0.0,12.0,2021 Summer,
Jesiz, DK,5.0,0.0,1.3,0.6,4.0,4.6,1.0,206.0,57.7,8.6,150.0,2.59,1.42,0.34,0.39,-45.0,-4.0,-24.0,20.0,0.0,0.0,,2021 Summer,
Jeskla, SE,18.0,38.9,2.9,2.0,2.6,5.4,8.2,385.0,64.5,27.6,532.0,1.32,0.67,0.27,0.21,-391.0,-9.0,-290.0,11.1,0.0,0.0,3.0,2021 Summer,
Jestkui Max, RU,27.0,66.7,5.2,0.9,2.4,11.4,1.2,245.0,73.5,7.1,146.0,2.62,1.46,0.38,0.39,140.0,0.0,122.0,25.9,14.8,0.0,1.0,2021 Summer,
Jetsu, VN,32.0,18.8,1.8,3.7,4.1,3.8,8.6,406.0,60.3,23.8,475.0,1.07,0.48,0.31,0.19,-458.0,-6.0,-321.0,15.6,6.3,0.0,6.0,2021 Summer,
Jett, KR,21.0,19.0,1.8,2.3,3.5,3.8,8.1,365.0,59.0,18.9,335.0,0.8,0.32,0.17,0.19,-158.0,-4.0,-21.0,28.6,19.0,0.0,3.0,2021 Summer,
Jezu, FR,18.0,27.8,3.3,2.7,2.1,4.1,8.8,389.0,59.6,22.8,419.0,1.12,0.45,0.25,0.15,-444.0,-10.0,-354.0,22.2,11.1,0.0,2.0,2021 Summer,
Jhinsane, NL,14.0,35.7,3.4,3.8,2.6,5.1,8.9,409.0,54.1,24.0,467.0,0.74,0.3,0.19,0.17,-307.0,-3.0,-3.0,21.4,0.0,0.0,1.0,2021 Summer,
Jiejie, CN,67.0,70.1,5.1,3.0,2.1,7.6,5.6,347.0,73.6,16.1,334.0,1.64,0.4,0.4,0.35,170.0,6.0,226.0,16.4,0.0,0.0,,2021 Summer,
Jiizuke, IT,39.0,59.0,3.2,3.5,2.7,5.1,9.1,434.0,58.9,26.4,522.0,1.07,0.48,0.2,0.16,478.0,6.0,53.0,20.5,12.8,0.0,21.0,2021 Summer,
JimieN, TW,31.0,64.5,4.4,3.8,2.3,6.5,8.5,419.0,67.0,24.8,515.0,1.06,0.38,0.27,0.24,171.0,2.0,119.0,38.7,9.7,0.0,16.0,2021 Summer,
Jin0, KR,20.0,45.0,3.2,3.4,3.1,6.4,5.5,343.0,79.0,19.4,347.0,1.62,0.42,0.46,0.36,242.0,-3.0,4.0,40.0,5.0,0.0,,2021 Summer,
JingYi, CN,2.0,100.0,4.0,4.0,2.5,6.0,8.1,408.0,52.0,15.1,356.0,,0.54,0.27,0.12,,,,,,0.0,,2021 Summer,
JoJo, BR,38.0,57.9,3.5,0.9,3.1,10.1,1.2,235.0,68.5,7.5,147.0,2.73,1.59,0.36,0.57,-229.0,-2.0,-189.0,31.6,15.8,0.0,,2021 Summer,
Jockster, BR,11.0,18.2,2.1,1.5,5.1,9.2,1.7,237.0,71.3,7.6,172.0,1.99,1.28,0.26,0.55,-534.0,-9.0,-524.0,27.3,9.1,0.0,,2021 Summer,
Joekie, NL,18.0,72.2,5.2,3.7,2.6,9.6,6.0,358.0,66.6,14.0,357.0,1.51,0.29,0.45,0.25,81.0,4.0,96.0,38.9,0.0,0.0,1.0,2021 Summer,
Joep, NL,18.0,50.0,3.0,3.0,3.2,6.4,8.3,391.0,56.6,21.7,438.0,1.47,0.54,0.28,0.19,-199.0,-3.0,-28.0,27.8,11.1,0.0,4.0,2021 Summer,
Joey, US,58.0,48.3,3.3,0.8,3.2,9.7,1.3,237.0,65.6,7.5,146.0,2.54,1.55,0.33,0.49,11.0,-2.0,-53.0,27.6,10.3,0.0,1.0,2021 Summer,
