Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Anduril, TR,4,0%,1.0,2.8,4.3,1.5,5.7,333,55.8%,18.8,302,1.04,0.28,0.22,0.14,-280,-8,-462,0%,25%,0,3,2020 Summer
Anechek, UA,15,20%,1.8,2.3,3.3,3.7,5.9,328,65.6%,16.9,300,1.14,0.37,0.33,0.37,-163,6,383,20%,6.7%,0,2,2020 Summer
Angel, CN,72,61.1%,4.7,3.4,2.1,6.3,8.0,385,68.2%,25.7,524,1.07,0.45,0.2,0.19,-23,3,-39,22.2%,4.2%,0,9,2020 Summer
Annyeong, CZ,12,25%,1.9,1.6,3.0,4.0,8.9,372,64.4%,29.7,435,0.83,0.45,0.13,0.17,-331,-0,71,8.3%,33.3%,0,2,2020 Summer
Anyyy, BR,18,33.3%,2.9,3.4,2.9,4.9,8.9,396,65.3%,29,539,0.85,0.44,0.15,0.17,-402,1,66,11.1%,11.1%,0,4,2020 Summer
Aodi, CN,20,45%,3.1,2.2,2.8,6.5,7.0,353,58.1%,17.8,321,0.97,0.46,0.14,0.22,-222,-8,212,35%,5%,0,3,2020 Summer
Aoi Haru, RU,14,35.7%,2.3,1.9,2.9,4.6,7.1,340,57.3%,18.6,359,0.77,0.44,0.07,0.21,-267,2,94,21.4%,0%,0,4,2020 Summer
Aomine, VN,3,66.7%,7.2,6.0,1.7,6.0,8.5,428,67.1%,25.8,444,1.47,0.45,0.35,0.15,232,-0,423,33.3%,0%,0,-,2020 Summer
Aphromoo, US,22,27.3%,2.9,0.5,2.2,5.8,0.9,212,59.6%,7.3,118,2.36,1.32,0.35,0.43,44,-1,26,22.7%,0%,0,-,2020 Summer
Apii, CN,21,38.1%,2.9,0.9,3.1,8.0,1.1,238,74.4%,9,162,2.43,1.34,0.41,0.43,296,-2,109,19%,4.8%,0,-,2020 Summer
Apollo, US,20,35%,2.8,1.9,2.3,4.6,8.7,386,75.2%,26.6,474,1.4,0.48,0.35,0.2,-204,-2,-79,20%,20%,0,-,2020 Summer
Appen, TR,12,50%,4.0,2.4,1.9,5.2,5.8,347,60.7%,15.8,295,1.22,0.3,0.31,0.28,205,8,480,33.3%,0%,0,3,2020 Summer
Archer, KR,28,67.9%,5.8,4.4,1.9,6.6,9.5,442,72.7%,29.7,576,1.53,0.46,0.44,0.16,468,10,108,35.7%,0%,0,-,2020 Summer
Argonaut, PT,15,6.7%,1.5,2.1,3.5,3.3,7.1,330,59.9%,21.1,324,0.93,0.42,0.14,0.14,-740,-20,-665,13.3%,0%,0,2,2020 Summer
Aria, KR,22,59.1%,4.9,4.9,1.9,4.5,8.3,399,69.5%,30.8,576,1.29,0.54,0.28,0.2,323,9,153,0%,9.1%,0,8,2020 Summer
Armao, US,18,16.7%,1.5,1.8,3.9,4.2,5.7,310,63.4%,17.1,302,1.16,0.38,0.26,0.24,48,9,399,33.3%,11.1%,0,1,2020 Summer
Armut, TR,38,63.2%,4.4,2.8,2.0,5.9,7.6,379,61.1%,20.5,382,1.05,0.52,0.14,0.21,146,-1,109,26.3%,18.4%,0,9,2020 Summer
Arphan, DE,18,22.2%,2.4,0.9,3.3,6.9,1.0,220,62.1%,7.1,135,2.18,1.38,0.24,0.47,-236,1,-203,22.2%,5.6%,0,-,2020 Summer
Arron, GB,2,0%,2.1,5.0,4.0,3.5,7.3,396,71%,24.3,393,0.98,0.35,0.22,0.07,504,-2,428,0%,0%,0,2,2020 Summer
Art, KR,14,14.3%,2.5,3.2,3.1,4.7,9.2,412,72.8%,31.7,579,1.08,0.34,0.36,0.11,195,4,-476,21.4%,0%,0,1,2020 Summer
Artek, AU,21,28.6%,1.4,0.9,3.9,4.7,1.2,223,60.9%,9,159,2.48,1.54,0.36,0.52,-164,-1,-35,14.3%,9.5%,0,-,2020 Summer
Artemis, VN,39,56.4%,4.5,4.2,2.4,6.4,9.7,457,70.1%,29.1,581,1.06,0.34,0.29,0.12,526,7,259,23.1%,2.6%,0,5,2020 Summer
Artifact, VN,48,50%,2.5,3.1,3.2,5.0,8.4,400,61.3%,27.4,504,0.94,0.37,0.21,0.13,13,-1,-156,20.8%,8.3%,0,18,2020 Summer
Arumik, JP,19,42.1%,2.1,1.7,2.4,3.4,7.2,342,36.4%,18.6,302,0.9,0.42,0.13,0.16,-528,-6,-233,10.5%,21.1%,0,-,2020 Summer
Aryze,,1,0%,0.9,1.0,7.0,5.0,9.0,398,66.7%,24.2,441,0.99,0.43,0.13,0.16,215,27,660,100%,0%,0,-,2020 Summer
Asta, BR,23,52.2%,5.1,2.3,2.0,7.7,5.2,319,68.9%,11.3,216,1.44,0.46,0.34,0.36,-313,-14,-584,56.5%,13%,0,3,2020 Summer
Asteroid, TR,8,12.5%,1.2,1.9,3.5,2.3,6.7,321,51.9%,16.7,232,0.73,0.34,0.1,0.14,-1172,-17,-410,0%,12.5%,0,1,2020 Summer
Asza, NL,38,52.6%,4.7,4.5,2.2,5.9,8.8,429,65.9%,28.7,601,0.95,0.3,0.23,0.08,442,15,562,31.6%,2.6%,0,3,2020 Summer
Ather, PL,5,80%,5.8,6.0,2.6,9.0,9.0,467,68.5%,25.6,549,0.94,0.31,0.19,0.06,184,2,-58,40%,20%,0,3,2020 Summer
Atlen, TW,3,66.7%,7.7,3.3,1.0,4.3,8.4,399,66.2%,20.1,360,1.46,0.39,0.3,0.19,-269,-5,161,0%,0%,0,-,2020 Summer
Attila, PT,44,68.2%,6.7,4.3,1.4,5.3,9.8,465,69.1%,29.4,610,1.3,0.31,0.36,0.11,378,5,95,25%,6.8%,1,6,2020 Summer
Avenger, BR,23,78.3%,4.9,3.9,2.0,6.1,8.0,396,60.8%,23.9,514,1.25,0.5,0.23,0.24,192,6,208,4.3%,0%,0,13,2020 Summer
Awaremei, TR,1,0%,2.3,1.0,3.0,6.0,7.9,341,70%,28.1,469,0.79,0.41,0.17,0.17,-1686,-30,-55,0%,0%,0,-,2020 Summer
Axelent, MK,10,50%,3.7,3.4,2.8,6.9,7.5,392,62.9%,24.5,471,1.03,0.48,0.17,0.21,-21,-1,-40,40%,0%,0,-,2020 Summer
Ayato, BR,7,42.9%,2.0,1.3,3.3,5.1,6.7,334,49.8%,15.9,282,1.16,0.62,0.13,0.29,-535,-20,-596,0%,14.3%,0,-,2020 Summer
Azhi, TW,24,37.5%,3.0,2.7,2.5,4.9,7.2,351,61.4%,21,335,1.06,0.44,0.19,0.21,-126,-7,72,20.8%,4.2%,0,5,2020 Summer
Aziado, PT,21,42.9%,2.2,1.2,2.6,4.4,6.6,327,44.2%,17.1,311,0.82,0.46,0.07,0.17,-571,-14,-441,0%,19%,0,1,2020 Summer
BBD, CN,5,20%,4.1,3.8,2.2,5.2,7.5,389,64.4%,27,503,1.24,0.46,0.34,0.15,-766,-12,-459,20%,0%,0,-,2020 Summer
BIG, US,18,38.9%,1.8,0.6,3.4,5.5,1.0,216,68.3%,8.4,132,2.54,1.54,0.29,0.52,-113,-1,-35,27.8%,16.7%,0,1,2020 Summer
BOSS, RU,35,74.3%,3.4,3.4,2.5,5.1,7.5,392,50.8%,18.3,395,0.85,0.4,0.13,0.12,392,-3,6,20%,0%,0,17,2020 Summer
Babip, AU,37,70.3%,5.6,3.2,1.7,6.6,6.2,357,72.4%,16.3,320,1.38,0.34,0.37,0.23,196,-0,80,40.5%,16.2%,0,3,2020 Summer
Baca, PT,21,42.9%,3.2,3.6,2.4,4.0,8.6,400,67.9%,28.9,528,1.23,0.48,0.22,0.19,95,0,49,23.8%,19%,0,4,2020 Summer
Backlund, SE,21,47.6%,5.2,4.3,1.9,5.4,8.1,390,61.4%,29.7,541,0.79,0.37,0.14,0.13,-278,-5,-73,4.8%,4.8%,0,6,2020 Summer
Baffetto, IT,2,0%,1.8,1.0,2.5,3.5,4.6,277,64.8%,9.4,143,1.35,0.4,0.31,0.38,369,6,668,0%,0%,0,-,2020 Summer
Bakako, PT,16,31.3%,1.7,1.8,3.6,4.5,5.1,302,61.5%,13,204,1.59,0.53,0.42,0.49,-427,-3,-452,18.8%,25%,0,-,2020 Summer
Bako, GR,16,43.8%,3.0,2.5,2.6,5.3,6.9,360,51.3%,20.2,387,0.77,0.33,0.13,0.08,284,10,-10,18.8%,0%,0,2,2020 Summer
Balta129, TR,1,100%,6.0,10.0,3.0,8.0,7.0,423,64.3%,35,978,1.53,0.5,0.08,0.13,-1208,-29,-830,0%,100%,0,2,2020 Summer
Bambi, AU,1,0%,2.8,7.0,4.0,4.0,8.0,381,68.8%,23.2,392,1.18,0.51,0.17,0.2,-577,-22,-535,0%,100%,0,1,2020 Summer
Bananitoo, GR,6,16.7%,3.4,3.2,2.7,6.0,7.9,377,60.7%,27.1,510,1.14,0.36,0.29,0.12,-1272,-2,-326,0%,0%,0,-,2020 Summer
Bando, CH,53,56.6%,2.4,3.3,4.4,7.2,7.0,390,57.1%,22.9,519,0.78,0.33,0.11,0.12,341,4,-41,13.2%,17%,0,28,2020 Summer
Bang, KR,29,44.8%,3.7,2.2,1.9,4.8,9.0,396,60.9%,27.8,540,1.46,0.59,0.31,0.25,-84,-4,-110,17.2%,3.4%,0,3,2020 Summer
Baolan, CN,27,63%,2.7,0.8,3.6,8.9,1.2,239,62.9%,7.1,156,2.47,1.69,0.3,0.6,-7,2,170,29.6%,18.5%,0,1,2020 Summer
Bas, AU,21,28.6%,2.3,1.8,2.8,4.5,5.1,301,68.9%,14.6,247,1.32,0.46,0.33,0.37,-304,-5,-340,9.5%,4.8%,0,-,2020 Summer
Baula, CR,14,42.9%,4.2,0.3,1.3,5.1,1.2,213,77.1%,7.6,103,2.9,1.91,0.49,0.58,-193,1,-310,14.3%,7.1%,0,-,2020 Summer
Bdd, KR,63,69.8%,5.3,3.7,1.9,6.3,8.7,423,63.3%,25.2,515,1.07,0.47,0.23,0.24,353,5,104,20.6%,9.5%,0,11,2020 Summer
Bean, DE,26,46.2%,3.8,3.9,2.5,5.8,8.3,407,66.8%,22.9,458,1.18,0.4,0.26,0.13,-294,-10,-290,23.1%,7.7%,1,5,2020 Summer
Beansu, EE,35,71.4%,3.9,2.2,2.5,7.5,7.2,369,57%,17.9,376,1.01,0.48,0.18,0.18,-12,1,134,20%,5.7%,0,4,2020 Summer
Beats, AU,20,5%,1.0,0.5,4.6,4.3,1.4,215,62.9%,11.2,181,2.43,1.32,0.38,0.37,-460,-3,-429,10%,5%,0,1,2020 Summer
Beenie, BR,17,41.2%,5.0,4.0,1.6,4.3,8.9,424,63%,26.9,487,1.3,0.52,0.32,0.16,-32,-6,0,11.8%,11.8%,0,2,2020 Summer
Ben, KR,52,51.9%,3.0,0.4,2.6,7.4,0.9,220,65.5%,7.7,139,2.31,1.51,0.28,0.51,-191,-3,-56,21.2%,9.6%,0,-,2020 Summer
Ben3k, PL,7,57.1%,3.1,3.9,3.6,7.3,5.5,347,63.3%,15.3,306,1.3,0.44,0.32,0.26,-152,-9,-395,57.1%,14.3%,0,1,2020 Summer
Bendix, DK,14,14.3%,2.0,2.3,3.0,3.6,9.0,374,47.6%,30.1,480,0.87,0.43,0.15,0.18,-267,7,37,14.3%,7.1%,0,4,2020 Summer
Beplush, TR,12,16.7%,1.3,0.6,3.9,4.6,1.1,210,51.8%,10.1,137,2.12,1.44,0.26,0.53,-704,1,-436,8.3%,25%,0,-,2020 Summer
BeryL, KR,59,86.4%,4.5,1.8,2.1,7.9,2.1,278,58.4%,9.8,213,2.96,1.62,0.55,0.47,268,3,16,18.6%,10.2%,0,2,2020 Summer
Betty, TW,18,50%,6.0,3.4,1.3,4.5,9.1,417,67.7%,30.9,494,1.56,0.55,0.42,0.14,-207,-3,151,38.9%,0%,1,2,2020 Summer
Beyond, KR,44,36.4%,2.5,1.6,3.0,6.0,5.0,297,68.5%,11.4,208,1.51,0.47,0.46,0.39,-297,-3,-311,20.5%,13.6%,0,1,2020 Summer
Bie, VN,44,56.8%,4.8,1.3,2.4,10.2,1.2,252,66.1%,8.8,176,2.86,1.66,0.43,0.51,110,1,-134,29.5%,6.8%,0,1,2020 Summer
BigKoro, VN,34,29.4%,3.4,2.6,2.1,4.6,9.2,408,65.1%,26.6,500,1.33,0.44,0.32,0.13,-231,2,75,14.7%,14.7%,0,2,2020 Summer
Bin, CN,72,61.1%,2.9,3.4,3.0,5.2,8.2,413,59.9%,24.3,497,0.84,0.37,0.15,0.14,376,6,299,22.2%,25%,1,33,2020 Summer
Bini, KR,33,36.4%,3.7,2.7,2.1,4.8,8.6,395,64.5%,25.5,447,1.25,0.51,0.26,0.17,-136,-5,-147,18.2%,9.1%,0,1,2020 Summer
BioPanther, AU,28,50%,3.1,2.6,2.4,5.0,7.6,364,60.8%,22.1,380,1.1,0.49,0.13,0.16,-18,4,53,32.1%,3.6%,0,5,2020 Summer
Biofrost, CA,43,51.2%,3.7,0.7,2.5,8.5,1.2,229,69.9%,7.6,137,2.95,1.69,0.44,0.47,-149,0,-69,23.3%,18.6%,0,-,2020 Summer
Biosun, PL,6,66.7%,6.3,4.0,1.8,7.5,7.6,408,73.3%,26.5,489,1.36,0.43,0.32,0.2,120,-2,131,0%,50%,0,1,2020 Summer
Biubiu, CN,49,61.2%,3.4,2.6,2.2,4.8,7.7,381,54.3%,20.9,369,0.99,0.42,0.18,0.2,92,2,95,24.5%,10.2%,0,16,2020 Summer
Bjergsen, DK,49,55.1%,5.9,3.3,1.4,5.3,8.9,407,69.1%,25.7,462,0.86,0.38,0.14,0.13,80,-1,64,20.4%,2%,0,11,2020 Summer
Blaber, US,29,62.1%,3.6,4.0,3.0,6.6,6.5,374,75.2%,16.5,331,1.45,0.37,0.42,0.24,372,9,345,34.5%,10.3%,0,3,2020 Summer
Black, TR,2,0%,1.0,2.5,4.0,1.5,8.8,391,53.8%,35.8,572,0.97,0.24,0.29,0.14,-904,-18,-351,50%,0%,0,-,2020 Summer
Blackrog, SE,11,63.6%,5.3,3.8,1.9,6.4,8.3,411,63%,25.4,500,1.21,0.35,0.26,0.12,-78,0,-79,18.2%,0%,0,1,2020 Summer
Blacky, BR,19,52.6%,3.3,2.8,2.3,4.7,8.0,382,57.1%,24.1,434,1.03,0.42,0.2,0.21,-347,-7,-426,26.3%,5.3%,0,3,2020 Summer
Blankie, PT,3,33.3%,3.1,4.0,3.3,6.3,6.8,366,73.3%,21.6,348,1.21,0.52,0.14,0.21,-766,-17,-955,0%,0%,0,-,2020 Summer
Blizz, PT,24,58.3%,3.6,4.1,2.6,5.4,7.9,395,66.5%,27.6,554,1.03,0.46,0.14,0.18,223,3,72,16.7%,25%,0,6,2020 Summer
Blue, BE,17,47.1%,4.0,3.4,2.1,4.9,9.7,427,70.5%,28.1,535,1.25,0.46,0.26,0.16,391,13,425,35.3%,17.6%,0,11,2020 Summer
Boal, BR,21,47.6%,2.5,3.5,3.5,5.1,7.3,370,55.2%,17.9,365,0.92,0.46,0.1,0.17,-401,-5,-152,14.3%,14.3%,1,9,2020 Summer
Bobiistaa, CZ,14,71.4%,4.2,5.1,2.5,5.3,8.1,434,54.6%,25.1,552,0.91,0.42,0.11,0.15,1084,17,745,21.4%,21.4%,0,17,2020 Summer
BocaJR, BR,9,22.2%,2.3,0.4,3.7,7.9,0.9,215,76%,8.6,156,2.21,1.31,0.29,0.46,114,-3,-189,11.1%,11.1%,0,-,2020 Summer
Bolulu, TR,38,63.2%,5.3,3.7,1.9,6.4,7.8,383,70.9%,26,495,1,0.46,0.13,0.18,-28,-5,-10,18.4%,2.6%,0,6,2020 Summer
Bounty, BR,1,0%,1.0,0.0,4.0,4.0,1.0,190,57.1%,8.8,120,1.93,1.08,0.26,0.48,-472,-4,343,0%,0%,0,-,2020 Summer
BoxeR, HK,13,15.4%,1.4,0.6,3.2,4.0,1.1,214,57.1%,7.3,104,2.17,1.41,0.27,0.52,-254,-1,-125,15.4%,0%,0,-,2020 Summer
Bp, PT,2,0%,2.8,2.0,2.5,5.0,7.0,334,76.5%,27.4,392,1.01,0.45,0.24,0.4,-488,-21,-768,0%,0%,0,1,2020 Summer
Bravado, SE,6,50%,3.8,0.5,2.7,9.5,1.3,249,63.7%,8.4,171,2.26,1.11,0.32,0.35,81,-2,94,66.7%,0%,0,-,2020 Summer
Breathe, CN,40,37.5%,2.1,3.2,3.5,4.1,8.2,394,60.6%,25.6,472,0.87,0.38,0.18,0.13,14,5,-62,17.5%,12.5%,0,18,2020 Summer
Breezy, US,15,46.7%,4.3,0.7,2.1,8.5,1.1,233,63.3%,8.7,168,2.25,1.27,0.34,0.41,-170,5,10,20%,13.3%,0,1,2020 Summer
Brizz22, IT,18,44.4%,3.5,0.9,2.7,8.4,1.2,231,71.8%,8.3,144,2.26,1.44,0.29,0.45,53,5,-92,33.3%,16.7%,0,-,2020 Summer
BroCColi, KR,11,54.5%,5.4,2.5,1.2,3.9,5.3,320,56.8%,10.9,211,2,0.58,0.61,0.4,300,-2,161,63.6%,0%,0,-,2020 Summer
Broken, PT,1,100%,3.0,1.0,2.0,5.0,8.4,375,60%,23.4,348,1.13,0.46,0.12,0.15,-217,-8,-252,0%,0%,0,-,2020 Summer
Brokenblade, DE,49,55.1%,3.2,2.5,2.4,5.2,7.7,380,62.2%,24.7,452,1.04,0.52,0.16,0.26,300,1,-46,36.7%,10.2%,0,9,2020 Summer
Brolia, TR,32,56.3%,3.5,0.7,2.4,7.6,1.4,235,67.1%,7.7,137,2.71,1.56,0.46,0.44,-30,3,-37,28.1%,15.6%,0,-,2020 Summer
Broxah, DK,42,69%,6.0,2.4,1.5,6.9,5.7,336,68.6%,12.8,241,1.42,0.42,0.34,0.32,94,-2,-70,35.7%,9.5%,0,3,2020 Summer
Bruce, TW,39,64.1%,4.4,3.2,2.0,5.5,9.2,422,65.4%,29,555,1.39,0.44,0.39,0.13,126,8,132,15.4%,7.7%,0,5,2020 Summer
Brucer, BR,23,52.2%,4.9,4.0,2.0,5.7,8.7,410,68.1%,28.1,532,1.09,0.46,0.19,0.17,269,1,260,26.1%,8.7%,0,4,2020 Summer
Bruness, PL,36,52.8%,3.6,2.8,2.6,6.4,5.3,326,67.9%,14.3,261,1.5,0.5,0.37,0.37,-114,-3,-132,38.9%,5.6%,0,2,2020 Summer
Bugi, KR,28,67.9%,5.6,4.6,2.1,7.1,6.1,371,81.1%,22,428,1.55,0.61,0.35,0.33,275,4,387,67.9%,3.6%,0,5,2020 Summer
Bullet, PL,17,58.8%,4.7,2.7,1.9,6.5,7.7,375,63.6%,22.3,410,1.01,0.39,0.24,0.14,-264,2,230,11.8%,17.6%,0,2,2020 Summer
Bush, TW,23,34.8%,2.0,2.5,3.3,4.3,7.2,354,59.8%,19.7,324,0.89,0.31,0.21,0.16,-363,-7,-376,39.1%,4.3%,0,9,2020 Summer
But1, VN,3,100%,6.0,4.7,2.3,9.3,6.0,393,53.4%,18.9,545,1.02,0.41,0.24,0.25,246,6,663,33.3%,0%,0,3,2020 Summer
Bvoy, KR,18,55.6%,5.2,5.8,2.4,6.6,9.4,458,74.7%,34.4,743,1.37,0.48,0.4,0.12,621,20,304,22.2%,5.6%,0,4,2020 Summer
Bwipo, BE,40,52.5%,2.2,2.5,3.5,5.3,7.4,374,59.4%,22.7,420,1,0.49,0.15,0.21,-220,-9,-167,22.5%,10%,0,14,2020 Summer
Bydeki, BR,19,52.6%,4.2,3.2,1.8,4.4,8.2,402,59%,23.6,418,0.93,0.36,0.21,0.17,320,7,151,21.1%,0%,0,-,2020 Summer
CAD, KR,16,25%,2.0,2.1,4.2,6.3,4.1,279,79%,11.4,204,1.19,0.52,0.3,0.48,-324,-8,-428,37.5%,18.8%,0,3,2020 Summer
CBL, VN,19,36.8%,2.4,0.8,3.0,6.4,1.2,229,63.3%,7.5,133,2.6,1.46,0.43,0.44,-108,-1,-243,15.8%,5.3%,0,-,2020 Summer
CJJ, CN,5,0%,1.8,1.6,3.8,5.2,8.7,381,61.2%,21.7,407,0.98,0.43,0.19,0.15,102,19,369,60%,0%,0,-,2020 Summer
