Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
AoD,,9,22.2%,2.5,0.6,2.1,4.8,0.8,245,60.1%,10.6,183,-,1.7,0.59,0.65,-174,-4,71,11.1%,11.1%,0,-,2017 Spring
Aoshi,,14,28.6%,2.1,1.7,2.9,4.5,7.5,346,49.6%,19.6,359,-,0.45,0.15,0.04,-415,-7,-222,7.1%,21.4%,0,5,2017 Spring
Apex, TW,36,55.6%,3.6,2.9,2.1,4.4,8.8,404,66.3%,25.8,485,-,0.65,0.22,0.24,72,1,148,19.4%,0%,0,11,2017 Spring
Aphromoo, US,49,49%,2.7,0.7,3.5,8.8,0.8,261,63%,8.5,169,-,1.15,0.33,0.31,-236,-4,-207,20.4%,16.3%,0,3,2017 Spring
Apollo, US,58,36.2%,3.6,2.9,2.1,4.7,9.0,398,59.1%,23.6,459,-,0.4,0.22,0.14,245,4,-34,20.7%,0%,0,5,2017 Spring
Archie, VN,25,52%,3,1.0,3.4,9.0,0.9,267,64%,10,196,-,1.25,0.47,0.26,-150,-2,-71,36%,4%,0,2,2017 Spring
Archie2b, RU,6,66.7%,4.6,1.0,2.7,11.3,1.4,289,60.5%,11.3,249,-,1.44,0.35,0.32,-241,7,-280,0%,33.3%,0,-,2017 Spring
Armao, US,10,30%,2.2,3.1,3.5,4.6,4.2,329,55.7%,14.9,265,-,0.47,0.21,0.11,-,-,-,-,-,-,2,2017 Spring
Arrow, KR,52,61.5%,5.2,3.7,1.8,5.8,8.4,399,68.5%,27.2,567,-,0.5,0.27,0.16,78,-2,-29,15.4%,5.8%,0,1,2017 Spring
Athena, KR,48,47.9%,3.9,3.6,2.4,5.8,8.9,-,67%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
BIG, US,10,30%,2.9,0.7,2.4,6.2,0.8,256,55.2%,14.2,260,-,1.31,0.3,0.29,-,-,-,-,-,-,1,2017 Spring
BOSS, RU,14,50%,4.5,3.0,2.1,6.6,8.9,393,58.6%,21.1,420,-,0.55,0.16,0.15,31,4,-107,14.3%,0%,0,6,2017 Spring
Baiano,,13,38.5%,2.4,0.8,3.2,6.8,0.8,259,69.1%,9,192,-,1.06,0.34,0.25,299,2,82,15.4%,0%,0,-,2017 Spring
Balls,,56,48.2%,2.7,1.8,2.9,5.9,7.7,362,60.1%,18.8,370,-,0.45,0.11,0.06,-76,-3,-177,16.1%,14.3%,0,9,2017 Spring
Bang, KR,62,79%,6.3,3.5,1.5,6.0,9.0,427,61.1%,27.5,594,-,0.44,0.16,0.07,311,9,143,12.9%,6.5%,0,8,2017 Spring
Ben, KR,50,70%,4,1.1,2.6,9.6,0.8,263,70.9%,11.4,224,-,1.4,0.46,0.4,94,-2,-139,4%,0%,0,-,2017 Spring
Ben4,,35,51.4%,2.7,2.9,3.3,5.9,4.3,-,60%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Betsy,,31,45.2%,2.9,3.0,2.6,4.5,8.8,392,66%,25.7,480,-,0.49,0.17,0.13,-191,-0,-65,25.8%,16.1%,0,13,2017 Spring
Betty, TW,58,79.3%,7.5,3.3,1.2,6.0,9.2,425,62.3%,23.7,459,-,0.41,0.29,0.12,295,1,245,22.4%,5.2%,0,2,2017 Spring
Beyond, KR,50,50%,2.8,3.1,3.0,5.5,5.6,358,68.4%,16.9,330,-,0.78,0.4,0.23,-21,5,157,38%,12%,0,4,2017 Spring
Biofrost, CA,71,62%,4.5,0.8,2.2,9.0,0.9,271,67.4%,9.1,173,-,1.43,0.44,0.3,-5,1,-24,9.9%,2.8%,0,1,2017 Spring
Bjergsen, DK,71,62%,5.1,4.1,1.9,5.6,9.0,414,68.1%,27.3,512,-,0.43,0.14,0.14,231,10,179,14.1%,7%,1,32,2017 Spring
Blanc,,15,46.7%,4.4,3.6,2.0,5.1,8.9,404,72.6%,28.2,536,-,0.56,0.2,0.18,226,3,130,20%,0%,0,5,2017 Spring
Blasting,,29,55.2%,5.8,3.8,1.7,6.1,8.4,412,64.2%,27.7,572,-,0.35,0.26,0.09,593,9,325,27.6%,10.3%,0,1,2017 Spring
Bless, KR,44,36.4%,2.2,1.7,2.7,4.3,5.1,334,61.4%,15.2,259,-,0.71,0.4,0.16,-256,2,-65,31.8%,15.9%,0,6,2017 Spring
BoBo, TW,1,100%,3.5,1.0,2.0,6.0,6.5,371,77.8%,20.8,267,-,0.45,0.07,0.07,1086,1,445,100%,0%,0,-,2017 Spring
BocaJR, BR,14,28.6%,2.3,1.3,3.6,7.1,0.8,254,64.8%,11.9,216,-,1.29,0.43,0.39,-95,1,-187,35.7%,21.4%,0,-,2017 Spring
Brandini, US,10,30%,2,2.3,4.1,6.1,7.6,363,68.3%,20.7,375,-,0.56,0.17,0.12,-,-,-,-,-,-,1,2017 Spring
Breaker,,7,42.9%,2.9,2.0,3.1,7.0,4.0,323,67.6%,9.3,184,-,1,0.3,0.38,-79,-13,-218,28.6%,14.3%,0,2,2017 Spring
Breeze,,30,6.7%,2.5,1.5,2.2,3.9,8.6,359,64.9%,27.8,446,-,0.35,0.22,0.1,60,2,222,13.3%,0%,0,1,2017 Spring
Broxah, DK,37,56.8%,4.4,2.5,2.0,6.4,4.9,351,68%,13.6,257,-,0.9,0.29,0.17,124,2,65,48.6%,13.5%,0,9,2017 Spring
Cabochard, FR,30,30%,2.9,2.3,2.2,4.2,8.4,370,59.3%,20.8,367,-,0.59,0.11,0.24,-24,0,62,26.7%,6.7%,0,3,2017 Spring
Cabu, BR,14,21.4%,2,0.4,3.5,6.6,1.2,257,60.3%,12.5,199,-,1.34,0.47,0.28,-121,4,46,7.1%,21.4%,0,1,2017 Spring
Candyseven,,8,50%,4.4,2.9,2.0,6.0,8.4,-,68.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Caps, DK,46,52.2%,3.2,3.5,2.5,4.5,8.6,398,60.4%,25.7,477,-,0.54,0.17,0.18,-10,-1,21,21.7%,10.9%,0,23,2017 Spring
Caveman,,6,33.3%,3.8,0.7,2.3,8.2,0.9,-,75.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Charger, RU,14,14.3%,2.2,2.1,2.5,3.4,6.7,317,58.6%,21.9,363,-,0.49,0.1,0.07,-573,-9,-516,14.3%,0%,0,4,2017 Spring
Chaser,,47,46.8%,3.3,2.7,2.7,6.1,4.7,338,69.1%,14.8,267,-,0.71,0.31,0.33,-142,-5,-200,38.3%,10.6%,0,7,2017 Spring
Chawy,,35,80%,6.3,4.2,1.6,5.8,9.5,440,70.2%,26.1,515,-,0.48,0.21,0.13,185,6,79,20%,5.7%,0,8,2017 Spring
Chei,,43,62.8%,3.5,0.7,2.7,8.9,0.8,273,64%,10.6,223,-,1.48,0.45,0.47,66,-4,-104,20.9%,11.6%,0,-,2017 Spring
Chen,,1,0%,1.3,1.0,3.0,3.0,7.4,-,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Chingz,,15,26.7%,2,1.9,2.2,2.5,7.9,342,60.5%,20.8,239,-,0.53,0.13,0.16,-554,-11,-601,6.7%,6.7%,0,-,2017 Spring
Chippys, NZ,6,33.3%,2.4,3.7,2.7,2.8,7.8,363,50.3%,22.7,433,-,0.49,0.08,0.07,150,10,263,16.7%,16.7%,0,2,2017 Spring
Chunx,,17,5.9%,1.9,0.5,2.9,5.1,0.8,241,72.8%,11.9,218,-,1.49,0.45,0.44,133,-2,-303,17.6%,5.9%,0,-,2017 Spring
Cinkrof, PL,14,0%,1.6,2.4,3.4,2.9,4.1,304,74.5%,16.2,272,-,0.98,0.35,0.29,-427,-5,-328,21.4%,7.1%,0,1,2017 Spring
ClearLove, CN,8,50%,3.5,2.0,1.6,3.8,5.0,-,51%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Clid, KR,41,56.1%,3.5,3.1,2.5,5.6,4.7,-,69.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Cloud,,12,50%,4.6,0.8,2.1,8.8,1.0,-,74%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
CoCo,,26,50%,3.6,3.2,2.5,5.8,8.3,-,66.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Cody Sun, CA,44,47.7%,3.7,2.8,2.2,5.4,8.7,403,61.4%,24.3,478,-,0.44,0.14,0.1,216,8,206,18.2%,6.8%,0,1,2017 Spring
Comeback, RO,18,33.3%,1.7,0.8,4.0,5.9,0.9,247,56.7%,11,195,-,1.27,0.35,0.37,-96,3,-268,38.9%,16.7%,0,-,2017 Spring
Condi,,58,67.2%,4.7,3.3,2.2,7.0,4.5,345,68.9%,13.2,265,-,0.86,0.26,0.22,-186,-3,-212,8.6%,3.4%,0,1,2017 Spring
Contractz, US,52,69.2%,3.7,3.6,2.7,6.4,4.9,358,69.5%,17.1,347,-,0.67,0.32,0.18,-170,-7,-325,40.4%,7.7%,0,20,2017 Spring
Cool,,22,36.4%,2.9,3.6,2.8,4.5,8.7,-,73.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
CoreJJ, KR,37,67.6%,5,0.8,1.5,6.8,1.0,273,62.1%,13.1,259,-,1.38,0.49,0.35,12,-1,45,10.8%,0%,0,1,2017 Spring
CozQ,,22,59.1%,2.6,4.0,3.4,4.7,9.0,403,62%,27,534,-,0.48,0.17,0.09,-131,-5,-178,45.5%,0%,0,12,2017 Spring
Crash, KR,45,44.4%,2.7,2.7,2.6,4.5,5.2,351,66.2%,14.8,289,-,0.79,0.37,0.19,-4,-3,7,37.8%,6.7%,0,6,2017 Spring
Crazy, KR,41,36.6%,3.6,1.7,1.8,4.8,8.1,356,59.3%,20.9,368,-,0.57,0.09,0.1,-19,4,23,17.1%,14.6%,0,4,2017 Spring
Cris,,2,50%,9,3.5,1.0,5.5,8.0,388,77.7%,22.9,459,-,0.56,0.1,0.16,-22,-8,-610,50%,0%,0,-,2017 Spring
Crown, KR,45,66.7%,3.9,3.4,2.0,4.1,9.4,421,58.7%,28.4,555,-,0.59,0.2,0.17,334,10,286,40%,4.4%,0,16,2017 Spring
CuVee, KR,45,66.7%,3.2,1.4,2.1,5.4,8.0,373,57.1%,20,375,-,0.52,0.15,0.1,73,1,113,31.1%,8.9%,0,12,2017 Spring
Damonte, US,10,30%,3,3.4,2.8,4.9,9.0,404,64.2%,27.7,499,-,0.37,0.21,0.13,-,-,-,-,-,-,6,2017 Spring
Danagorn,,14,21.4%,1.7,2.2,3.5,3.7,4.5,313,51%,14.9,270,-,0.56,0.25,0.16,-327,-7,-232,28.6%,21.4%,0,2,2017 Spring
Dara,,6,16.7%,4.4,1.0,1.8,7.0,0.7,252,59.3%,10.6,223,-,1.38,0.27,0.38,-68,-5,416,0%,0%,0,-,2017 Spring
Dardoch, US,44,47.7%,2.8,4.1,3.4,5.4,5.1,365,70%,18.4,364,-,0.56,0.28,0.16,234,2,161,40.9%,18.2%,0,22,2017 Spring
Dark Solece,,22,63.6%,2.8,2.8,3.0,5.6,7.7,382,57%,19.7,418,-,0.48,0.14,0.08,-31,-3,61,4.5%,9.1%,0,6,2017 Spring
Darshan, CA,49,49%,2.9,2.8,3.1,6.1,7.3,362,61.9%,20.1,396,-,0.54,0.11,0.14,-17,-5,-293,30.6%,4.1%,0,16,2017 Spring
Deceit,,10,50%,2.5,0.4,3.0,7.2,1.1,-,65.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Dee, TW,38,52.6%,2.9,2.2,2.4,4.6,8.3,384,59.8%,22.6,437,-,0.32,0.22,0.12,-216,-6,-195,13.2%,5.3%,0,1,2017 Spring
Deft, KR,53,66%,4.4,2.8,1.9,5.7,9.0,411,60.5%,27.2,576,-,0.46,0.27,0.13,415,8,183,18.9%,1.9%,0,9,2017 Spring
Deftly, US,25,56%,4.6,3.2,2.0,5.8,8.8,400,63.9%,23.9,522,-,0.31,0.23,0.08,-202,-4,-192,12%,12%,0,2,2017 Spring
Destiny, AU,6,33.3%,3.9,0.7,2.0,7.2,0.6,249,74%,11,198,-,1.24,0.37,0.28,-412,-1,-374,16.7%,16.7%,0,-,2017 Spring
Diamondprox, RU,14,42.9%,2.4,3.8,4.2,6.2,4.7,338,70.5%,16.7,340,-,0.72,0.35,0.22,-55,6,306,35.7%,7.1%,0,4,2017 Spring
Dimonko, RU,22,63.6%,4.3,0.8,2.5,9.9,0.9,283,70.9%,11.6,246,-,1.21,0.4,0.18,2,2,89,4.5%,0%,0,1,2017 Spring
Dioud, FR,27,77.8%,4.4,0.3,1.8,7.6,0.9,268,57.9%,7.3,132,-,1.47,0.59,0.46,265,1,218,22.2%,0%,0,-,2017 Spring
Djoko, FR,30,30%,2.3,2.6,3.3,4.9,3.9,324,69.2%,15,267,-,0.82,0.35,0.28,-141,-13,-262,60%,6.7%,0,2,2017 Spring
Doinb, KR,42,54.8%,3.7,3.5,2.7,6.3,8.6,-,79.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
DoubleAiM, RS,22,63.6%,2.6,4.5,3.8,5.5,5.0,372,66.6%,18.6,402,-,0.61,0.31,0.16,402,6,267,36.4%,9.1%,0,11,2017 Spring
Doublelift, US,24,45.8%,3.8,2.9,2.2,5.3,9.0,404,62.8%,23.7,468,-,0.42,0.29,0.1,145,11,125,12.5%,4.2%,0,6,2017 Spring
Doxy, DK,29,55.2%,4.3,2.8,2.1,6.4,7.8,384,59.6%,21.9,438,-,0.61,0.17,0.18,450,9,362,20.7%,6.9%,0,11,2017 Spring
DreamSha,,3,33.3%,1.3,1.3,3.7,3.3,6.7,-,43.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Dreamer,,38,52.6%,2.2,0.7,2.9,5.8,0.9,266,60.6%,10.7,212,-,1.3,0.35,0.33,52,3,173,21.1%,2.6%,0,1,2017 Spring
Dreams, KR,22,59.1%,3.6,0.6,2.7,9.0,0.7,255,70.5%,6.6,129,-,1.63,0.39,0.55,-33,0,-57,9.1%,4.5%,0,1,2017 Spring
Drobovik123,,18,61.1%,3.1,3.6,2.8,4.9,8.7,409,60.7%,24.9,543,-,0.42,0.14,0.13,67,6,239,33.3%,27.8%,0,6,2017 Spring
Duke, KR,42,50%,4.3,2.5,2.2,6.9,8.4,-,57.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Dumbledoge, TR,13,46.2%,2,0.6,3.5,6.4,0.9,258,66.4%,13.3,245,-,1.16,0.44,0.24,-150,2,-179,7.7%,23.1%,0,-,2017 Spring
Easyhoon, KR,37,35.1%,2.3,2.9,2.8,3.6,8.8,-,57%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Edge, KR,49,26.5%,2.8,2.6,2.0,3.2,9.1,384,69.6%,25.2,432,-,0.45,0.17,0.13,-168,-7,-122,22.4%,12.2%,0,5,2017 Spring
Edward, AM,18,61.1%,3.2,0.9,2.9,8.3,1.0,277,67.4%,11.6,254,-,1.41,0.51,0.32,-61,-1,-303,11.1%,5.6%,0,-,2017 Spring
Eimy,,28,39.3%,2.6,1.8,2.8,5.5,4.2,-,57.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Ekka,,14,14.3%,1.5,3.1,3.6,2.3,7.8,354,57.1%,29.2,485,-,0.39,0.09,0.06,-688,-17,-661,0%,21.4%,0,6,2017 Spring
Emp, CL,6,16.7%,1.8,3.2,4.0,4.0,8.1,362,60.5%,21.9,420,-,0.59,0.15,0.2,-782,-6,-610,16.7%,33.3%,0,2,2017 Spring
Empt2y,,3,33.3%,5.3,2.0,1.0,3.3,4.1,-,73.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Endless,,20,35%,2.4,2.5,2.6,3.7,8.2,-,56%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Envy, BR,18,66.7%,3.8,3.6,2.1,4.5,8.9,417,62.9%,27.1,449,-,0.45,0.18,0.12,209,6,262,0%,16.7%,0,11,2017 Spring
Epic, HK,13,7.7%,1.9,2.6,3.3,3.8,4.2,309,72.6%,16.6,235,-,0.99,0.27,0.32,-388,-14,-346,38.5%,15.4%,0,1,2017 Spring
Evi, JP,6,16.7%,2,2.0,3.3,4.7,6.3,325,56.2%,20.3,364,-,0.52,0.09,0.1,-262,-16,-244,33.3%,50%,0,2,2017 Spring
Exile,,44,63.6%,3,4.9,3.4,5.4,8.1,409,69.1%,26.5,537,-,0.45,0.18,0.13,-22,-2,-76,18.2%,15.9%,0,18,2017 Spring
Expect, KR,70,64.3%,4.4,2.6,1.9,5.8,8.3,385,62.8%,21.7,440,-,0.49,0.13,0.1,62,-2,9,24.3%,12.9%,0,16,2017 Spring
Expession,,45,44.4%,2.8,1.8,2.5,5.0,8.3,373,58.5%,21.1,407,-,0.47,0.09,0.06,20,-1,-30,20%,20%,0,5,2017 Spring
FIRees,,14,42.9%,3.6,1.9,2.1,5.6,7.8,356,45.5%,15.1,309,-,0.5,0.14,0.12,-266,-9,-32,14.3%,14.3%,0,1,2017 Spring
Fabbbyyy,,13,38.5%,4.4,3.9,1.8,4.2,8.4,387,73%,28.5,605,-,0.37,0.13,0.1,501,6,321,15.4%,0%,0,3,2017 Spring
Faker, KR,62,79%,4.7,4.5,2.1,5.3,9.2,439,62.3%,25.1,547,-,0.38,0.22,0.09,122,3,199,19.4%,16.1%,0,24,2017 Spring
Febiven, NL,43,62.8%,4.4,4.4,2.1,5.1,8.8,417,63.9%,25.2,531,-,0.47,0.16,0.13,269,6,192,20.9%,7%,0,24,2017 Spring
FeniX, KR,32,65.6%,3.3,3.8,2.6,4.8,9.0,409,67.4%,30.5,623,-,0.35,0.14,0.06,418,16,516,18.8%,3.1%,0,27,2017 Spring
Fireloli,,44,65.9%,4.1,2.8,2.5,7.3,4.1,-,66.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Five,,51,51%,3.1,1.1,3.5,9.7,0.8,-,72.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Flame, KR,44,47.7%,2.6,1.8,2.8,5.5,8.1,373,51.4%,18.4,369,-,0.51,0.11,0.11,150,3,-4,15.9%,11.4%,0,9,2017 Spring
Flandre, CN,38,44.7%,2.3,1.7,2.7,4.6,9.0,-,51.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Flawless, KR,13,38.5%,2.7,3.5,2.9,4.5,5.1,-,62.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Fly, KR,45,44.4%,3.5,3.2,2.2,4.3,8.8,396,63.7%,25.3,493,-,0.56,0.2,0.13,-143,-7,-71,20%,13.3%,0,12,2017 Spring
FoFo, TW,39,61.5%,5.1,4.0,1.8,4.9,9.0,410,68.1%,26.3,504,-,0.52,0.16,0.18,185,5,178,10.3%,7.7%,0,9,2017 Spring
Fox, SE,25,56%,3,3.9,2.9,4.8,8.4,399,63.8%,27.7,597,-,0.37,0.13,0.07,-60,-1,-20,20%,8%,0,13,2017 Spring
Freeze, CZ,14,50%,6.5,2.5,0.9,3.5,9.8,415,61.2%,30.3,551,-,0.35,0.22,0.07,223,8,237,7.1%,0%,0,-,2017 Spring
Froggen, DK,43,34.9%,3.9,3.6,2.5,6.2,8.8,404,69.6%,31.4,622,-,0.43,0.2,0.15,353,8,402,20.9%,9.3%,0,15,2017 Spring
Funny,,22,31.8%,1.5,2.5,4.1,3.8,7.8,-,60.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
GBM, KR,3,33.3%,1.6,3.3,4.0,3.0,8.0,365,55.1%,31,591,-,0.34,0.15,0.13,473,14,585,33.3%,0%,0,2,2017 Spring
GODV,,36,38.9%,2.3,3.8,3.6,4.6,8.9,-,62.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Gate, US,43,34.9%,2.4,1.2,3.7,7.5,0.9,267,62.2%,11.2,216,-,1.47,0.34,0.43,142,1,-7,18.6%,4.7%,0,1,2017 Spring
Gear,,33,48.5%,4.2,4.2,2.1,4.5,9.6,412,71.5%,27.8,508,-,0.5,0.17,0.11,22,-2,31,21.2%,3%,0,11,2017 Spring
Gemini, TW,22,31.8%,2,2.0,3.3,4.5,4.4,317,61.9%,15.4,280,-,0.95,0.43,0.41,-262,0,80,31.8%,13.6%,0,4,2017 Spring
Genthix, AR,6,66.7%,5.1,0.2,1.8,9.2,0.9,262,74%,9.6,143,-,1.39,0.42,0.32,22,-1,333,50%,0%,0,-,2017 Spring
Ghost, KR,44,36.4%,3.2,2.6,2.2,4.4,9.0,386,66.7%,26.1,465,-,0.38,0.2,0.09,-320,-7,-168,11.4%,6.8%,0,4,2017 Spring
Gilius, DE,25,56%,2.3,2.8,3.7,5.8,4.4,338,57.3%,16.1,353,-,0.77,0.3,0.14,-427,-12,-431,32%,16%,0,6,2017 Spring
GimGoon, KR,38,28.9%,2.4,2.6,2.9,4.6,8.1,-,55.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
GodKwai,,37,43.2%,3.6,2.2,2.0,4.9,8.0,360,60.4%,24.4,431,-,0.38,0.19,0.11,-378,-10,-187,24.3%,5.4%,0,2,2017 Spring
Goldenglue, US,26,34.6%,2.4,3.1,3.2,4.3,8.3,378,58.8%,23.9,457,-,0.49,0.23,0.12,-594,-11,-500,3.8%,3.8%,0,6,2017 Spring
GorillA, KR,45,44.4%,2.5,0.6,3.0,6.7,0.8,256,64%,11.9,237,-,1.45,0.42,0.35,-60,-1,98,24.4%,6.7%,0,2,2017 Spring
Griffin, US,13,38.5%,2.3,2.3,3.1,4.7,4.6,332,59.6%,13.7,287,-,0.69,0.32,0.21,86,2,35,30.8%,30.8%,0,1,2017 Spring
GuGer, KR,45,26.7%,2.2,0.4,2.7,5.4,0.9,248,66.3%,13.6,234,-,1.58,0.49,0.4,-148,-2,-119,24.4%,13.3%,0,1,2017 Spring
Gumbeq,,14,21.4%,2.2,1.4,3.3,5.9,4.0,307,60.4%,13.5,269,-,0.7,0.42,0.19,-410,-12,-268,42.9%,7.1%,0,-,2017 Spring
H1IVA,,12,0%,1,0.2,5.0,4.6,0.8,229,54.3%,10.7,194,-,1.25,0.34,0.47,-224,-4,-284,0%,16.7%,0,-,2017 Spring
Hai, US,56,48.2%,2.3,3.9,3.7,4.6,8.2,394,64.8%,29.6,574,-,0.45,0.22,0.12,76,-4,-126,28.6%,12.5%,1,32,2017 Spring
Hakuho, US,58,36.2%,3.7,1.2,2.2,6.7,0.8,272,61.4%,15.5,303,-,1.27,0.48,0.31,128,-4,235,22.4%,5.2%,0,-,2017 Spring
Hans sama, FR,43,53.5%,5.3,3.2,1.6,5.3,8.5,391,67.5%,25,448,-,0.37,0.29,0.13,-87,-2,-74,23.3%,0%,0,4,2017 Spring
HappyY,,13,46.2%,4,3.1,1.8,4.2,9.0,-,64.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Haru, KR,32,71.9%,3.9,3.5,2.0,4.2,5.8,383,65.8%,16,300,-,0.75,0.36,0.23,401,5,336,53.1%,15.6%,0,12,2017 Spring
Hatrixx, NO,14,50%,2.9,2.6,2.4,4.4,8.7,386,56.5%,26.4,477,-,0.48,0.2,0.17,-348,-6,-398,14.3%,21.4%,0,3,2017 Spring
Hauntzer, US,71,62%,3.8,3.3,2.5,6.3,8.5,400,66.4%,24.2,451,-,0.54,0.14,0.08,235,5,196,22.5%,14.1%,0,33,2017 Spring
HeaQ,,42,28.6%,2.8,2.4,2.3,4.1,8.5,371,60.9%,23.2,402,-,0.49,0.21,0.18,-110,-4,-175,11.9%,4.8%,0,1,2017 Spring
Hetong,,30,36.7%,2.6,0.7,2.7,6.5,0.8,-,67.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2017 Spring
Hjarnan, SE,31,45.2%,3.6,3.2,2.2,4.8,9.2,401,65.6%,30.4,601,-,0.37,0.22,0.06,-70,-2,93,19.4%,9.7%,0,1,2017 Spring
Huhi, KR,49,49%,2.8,4.3,3.5,5.3,8.3,394,64.6%,28.4,562,-,0.58,0.21,0.13,-131,-6,-32,24.5%,10.2%,0,22,2017 Spring
Huni, KR,53,79.2%,4.5,2.6,2.0,6.5,9.2,422,55.9%,24.2,536,-,0.47,0.12,0.06,112,-1,168,26.4%,13.2%,0,29,2017 Spring
