"Tournament,Team1,Team2,WinTeam,LossTeam,Team1Players,Team2Players,Team1Dragons,Team2Dragons,Team1Barons,Team2Barons,Team1Towers,Team2Towers,Team1RiftHeralds,Team2RiftHeralds,Team1Inhibitors,Team2Inhibitors,MatchHistory"
"""LVP SL 2022 Spring"",""Movistar Riders"",""MAD Lions Madrid"",""Movistar Riders"",""MAD Lions Madrid"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",""Gaethan,Hadess,Knighter,DenVoksne,Lilipp"",4,2,1,0,10,3,1,1,2,0,"
"""LVP SL 2022 Spring"",""Movistar Riders"",""MAD Lions Madrid"",""Movistar Riders"",""MAD Lions Madrid"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",""Gaethan,Hadess,Knighter,DenVoksne,Lilipp"",4,1,1,0,11,5,1,1,3,0,"
"""LVP SL 2022 Spring"",""Movistar Riders"",""Team Heretics"",""Team Heretics"",""Movistar Riders"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",2,2,0,2,4,10,1,1,0,3,"
"""LVP SL 2022 Spring"",""Movistar Riders"",""UCAM Tokiers"",""Movistar Riders"",""UCAM Tokiers"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",""Rubi0o,Nji,Xaky,Afm,Homi"",4,0,1,0,11,0,2,0,3,0,"
"""LVP SL 2022 Spring"",""Team Heretics"",""BISONS ECLUB"",""BISONS ECLUB"",""Team Heretics"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Myrwn,Albetrayber,Random,Guubi,Oscure"",3,3,0,2,4,7,2,0,0,1,"
"""LVP SL 2022 Spring"",""Team Heretics"",""Fnatic TQ"",""Fnatic TQ"",""Team Heretics"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Oscarinin,MAXI,Baca,BEAN,Rhuckz"",2,4,1,1,7,11,2,0,2,3,"
"""LVP SL 2022 Spring"",""Team Heretics"",""G2 Arctic"",""Team Heretics"",""G2 Arctic"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Color,Alexx,Fresskowy,Supa,Efias"",3,0,1,0,8,2,0,2,1,0,"
"""LVP SL 2022 Spring"",""Team Heretics"",""Giants (Spanish Team)"",""Team Heretics"",""Giants (Spanish Team)"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Th3Antonio,Maxlore,Milica,Attila,Stend"",4,1,1,0,9,0,2,0,1,0,"
"""LVP SL 2022 Spring"",""Team Heretics"",""KOI (Spanish Team)"",""Team Heretics"",""KOI (Spanish Team)"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""SLT,Koldo,Hatrixx,Rafitta,seaz"",3,2,0,1,8,5,1,1,1,0,"
"""LVP SL 2022 Spring"",""Team Heretics"",""Movistar Riders"",""Team Heretics"",""Movistar Riders"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",3,1,0,1,10,2,2,0,2,0,"
"""LVP SL 2022 Spring"",""Team Heretics"",""UCAM Tokiers"",""UCAM Tokiers"",""Team Heretics"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",""Rubi0o,Nji,Xaky,Afm,Homi"",1,4,0,2,2,10,1,1,0,1,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Barça eSports"",""Barça eSports"",""UCAM Tokiers"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Dreedy,LeBron,twohoyrz,Deadly,Lucky (Luca Santos)"",1,3,0,1,2,11,1,1,0,3,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Barça eSports"",""Barça eSports"",""UCAM Tokiers"",""Rubi0o,Boukada,Xaky,Afm,Homi"",""Dreedy,LeBron,twohoyrz,Deadly,Lucky (Luca Santos)"",1,4,0,2,1,11,2,0,0,3,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""BISONS ECLUB"",""BISONS ECLUB"",""UCAM Tokiers"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Myrwn,Albetrayber,Random,Guubi,Oscure"",3,2,0,1,2,8,0,2,0,1,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Fnatic TQ"",""Fnatic TQ"",""UCAM Tokiers"",""Rubi0o,Boukada,Xaky,Afm,Homi"",""Oscarinin,MAXI,Baca,BEAN,Rhuckz"",1,4,0,1,2,9,0,2,0,2,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""G2 Arctic"",""G2 Arctic"",""UCAM Tokiers"",""Rubi0o,Boukada,Xaky,Afm,Homi"",""Color,Alexx,Fresskowy,Supa,Efias"",1,3,0,2,2,10,2,0,0,1,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Giants (Spanish Team)"",""Giants (Spanish Team)"",""UCAM Tokiers"",""Rubi0o,Boukada,Xaky,Afm,Homi"",""Th3Antonio,Maxlore,Milica,Attila,Stend"",2,3,0,2,5,11,0,2,0,1,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""MAD Lions Madrid"",""UCAM Tokiers"",""MAD Lions Madrid"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Gaethan,Hadess,Knighter,DenVoksne,Lilipp"",6,3,1,2,10,8,1,1,2,2,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""MAD Lions Madrid"",""UCAM Tokiers"",""MAD Lions Madrid"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Gaethan,Hadess,Knighter,DenVoksne,Tore"",4,2,1,0,9,6,2,0,1,0,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Movistar Riders"",""Movistar Riders"",""UCAM Tokiers"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Marky (Pedro José Serrano),Kadir,xKenzuke,Tazaku,Pyrka"",2,3,0,1,3,7,2,0,0,1,"
"""LVP SL 2022 Spring"",""UCAM Tokiers"",""Team Heretics"",""Team Heretics"",""UCAM Tokiers"",""Rubi0o,Nji,Xaky,Afm,Homi"",""Satorius,bluerzor,Zwyroo,Jackspektra,whiteinn"",1,4,0,1,3,8,0,2,0,1,"
