Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Afroboi, DE,18,22.2%,3.6,3.3,2.5,5.7,5.3,336,72.8%,17.7,374,1.19,0.26,0.35,0.23,-350,-11,-475,50%,0%,0,4,2022 Summer
Aggress1on, RO,9,11.1%,1.5,2.0,3.7,3.4,8.2,370,58%,27.7,492,0.79,0.37,0.17,0.08,-366,5,-144,22.2%,0%,0,1,2022 Summer
Agresivoo, PL,18,16.7%,1.9,1.7,2.9,4.0,8.0,349,51.3%,23.1,422,0.94,0.39,0.17,0.17,-532,-7,-198,16.7%,11.1%,0,2,2022 Summer
Ahn, CN,29,44.8%,2.9,3.7,3.1,5.2,9.1,439,72.5%,27.0,551,-,-,-,-,0,0,0,-,-,-,-,2022 Summer
Aiming, KR,55,52.7%,5.4,4.2,1.6,4.2,9.8,454,69.1%,29.0,594,1.54,0.52,0.5,0.16,186,2,149,16.4%,7.3%,1,2,2022 Summer
Air, SE,23,47.8%,4.5,2.8,2.1,6.5,8.3,400,80.1%,26.8,536,1.09,0.38,0.25,0.14,399,8,153,30.4%,13%,0,1,2022 Summer
Airren, US,2,0%,1.4,3.0,5.5,4.5,5.3,349,72.2%,19.9,371,1.58,0.72,0.19,0.13,-1307,-15,-383,0%,0%,0,-,2022 Summer
Aithusa, BR,24,58.3%,6.3,4.4,1.9,7.8,8.2,404,70%,27.8,602,1.15,0.53,0.16,0.19,-92,-10,-118,20.8%,12.5%,0,1,2022 Summer
Aizhon, ES,25,48%,4.9,0.8,2.0,9.0,0.8,231,76%,7.0,140,2.4,1.29,0.3,0.47,-51,1,-8,24%,8%,0,-,2022 Summer
Akaadian, US,42,26.2%,2.5,3.1,3.5,5.9,5.6,343,70.1%,16.7,370,1.26,0.28,0.32,0.27,-74,-1,-79,33.3%,9.5%,0,4,2022 Summer
Akabane, FR,46,67.4%,5.4,4.0,2.2,7.9,5.9,367,70.6%,12.9,309,1.27,0.45,0.3,0.36,549,10,393,41.3%,6.5%,0,11,2022 Summer
Aladoric, AU,33,81.8%,5.8,0.9,2.3,12.6,1.2,266,78.9%,8.5,203,2.62,1.67,0.27,0.44,369,3,211,33.3%,9.1%,0,1,2022 Summer
Alan, FR,18,44.4%,2.6,3.2,3.3,5.5,9.0,419,68.9%,27.8,632,1.02,0.36,0.23,0.13,278,11,172,16.7%,5.6%,0,6,2022 Summer
Alby, NL,36,52.8%,4.5,3.6,2.2,6.3,5.5,346,71.1%,15.7,346,1.37,0.21,0.43,0.21,133,-2,17,33.3%,8.3%,0,6,2022 Summer
Ale, CN,56,51.8%,2.3,2.7,3.0,4.3,8.3,395,53.2%,22.9,480,-,-,-,-,-,-,-,-,-,-,-,2022 Summer
Alex, TW,22,27.3%,2.8,2.4,2.8,5.4,5.4,326,72.5%,14.7,277,1.4,0.35,0.44,0.34,81,1,25,36.4%,4.5%,0,1,2022 Summer
Alexandazar, BG,3,33.3%,2.7,5.0,3.7,5.0,8.4,426,50.4%,23.8,588,0.48,0.17,0.19,0.01,-725,-11,76,0%,33.3%,0,2,2022 Summer
Alexx, SE,23,52.2%,3.2,2.7,2.9,6.7,5.1,319,72.8%,11.4,273,1.28,0.25,0.37,0.28,-218,-6,-152,26.1%,4.3%,0,2,2022 Summer
Algos, TR,1,100%,12,0.0,1.0,12.0,1.5,261,80%,5.7,120,2.31,1.4,0.3,0.53,278,22,-605,100%,0%,0,-,2022 Summer
Ali G, AU,19,31.6%,2,0.7,3.7,6.6,1.8,243,59.1%,9.7,202,1.88,1.16,0.2,0.27,-344,-4,-118,5.3%,21.1%,0,1,2022 Summer
Alive, KR,18,33.3%,2.4,3.1,3.1,4.3,9.2,427,68.1%,25.9,490,1.13,0.37,0.32,0.12,283,6,328,22.2%,27.8%,0,1,2022 Summer
Alix, TR,8,12.5%,2.4,4.3,4.3,5.9,5.8,344,67.5%,17.7,380,1.11,0.19,0.36,0.21,133,3,478,62.5%,0%,0,5,2022 Summer
Alleex, RS,3,0%,1.4,0.3,3.7,4.7,0.7,211,73.5%,11.4,212,2.17,1.43,0.29,0.42,-430,-9,-101,0%,0%,0,-,2022 Summer
Alois, NL,39,56.4%,3.8,2.8,2.3,5.7,8.7,422,61.2%,22.5,498,0.95,0.3,0.19,0.15,219,6,167,10.3%,10.3%,0,21,2022 Summer
Aloned, CL,30,50%,3.5,2.8,2.4,5.8,8.6,398,67%,26.2,585,1.33,0.45,0.33,0.16,-27,0,30,16.7%,10%,0,7,2022 Summer
Alphari, GB,19,47.4%,3.5,2.2,1.9,4.6,8.4,393,46.1%,23.2,515,1.07,0.45,0.18,0.13,716,13,242,26.3%,10.5%,0,3,2022 Summer
Alternative, PT,36,61.1%,3.4,1.3,3.4,10.5,1.3,266,73.1%,12.4,297,2.38,1.19,0.36,0.32,129,-6,47,36.1%,8.3%,0,2,2022 Summer
Alvanai, AL,14,35.7%,2.7,2.5,2.9,5.2,8.3,386,64%,23.0,448,1.05,0.39,0.14,0.09,-274,-4,22,7.1%,0%,0,5,2022 Summer
Alvaro, ES,23,52.2%,3.5,1.3,3.1,9.5,1.0,253,78%,10.7,256,2.68,1.68,0.32,0.47,152,-9,-83,39.1%,21.7%,0,1,2022 Summer
Amazing, DE,23,43.5%,2.5,2.0,3.7,7.1,5.0,310,67.3%,11.0,228,1.17,0.25,0.27,0.18,-503,-9,-343,34.8%,0%,0,1,2022 Summer
AnDa, CA,26,42.3%,2.2,2.0,2.9,4.3,5.4,321,60.7%,11.6,230,1.5,0.31,0.46,0.3,297,2,43,19.2%,3.8%,0,1,2022 Summer
Ancrath, BR,2,50%,1.3,1.0,6.0,6.5,4.9,302,67%,13.7,290,1.14,0.19,0.32,0.21,-1320,-19,-1682,0%,50%,0,-,2022 Summer
Andariel, TR,22,50%,3.5,2.9,2.1,4.5,8.9,422,60%,23.7,478,1.22,0.38,0.37,0.13,-229,-1,-39,9.1%,0%,0,-,2022 Summer
Anex, TW,11,18.2%,2.7,3.5,3.0,4.7,8.9,396,66.3%,26.8,569,1.41,0.43,0.47,0.14,-950,-8,-718,0%,0%,0,1,2022 Summer
Angel, CN,45,53.3%,4.5,2.6,1.9,5.9,8.6,405,68.1%,25.5,579,-,-,-,-,-,-,-,-,-,-,-,2022 Summer
Anonymouss, AT,21,57.1%,3.3,3.2,2.9,6.3,5.6,345,65.4%,14.6,303,1.36,0.38,0.33,0.32,180,-2,62,52.4%,14.3%,0,3,2022 Summer
Anthrax, BE,9,44.4%,5.1,0.7,2.1,10.0,0.5,236,80.7%,7.0,148,2.22,1.41,0.17,0.36,202,-8,326,33.3%,0%,0,-,2022 Summer
Anyyy, BR,21,38.1%,3,2.9,2.4,4.3,8.5,377,67.4%,28.0,544,0.94,0.49,0.14,0.18,-64,-1,-65,4.8%,9.5%,0,2,2022 Summer
Apex, TW,13,23.1%,2.9,2.5,2.5,4.8,7.9,359,75.6%,29.3,514,0.98,0.45,0.2,0.17,-202,-2,87,7.7%,7.7%,0,2,2022 Summer
Aphromoo, US,28,46.4%,3.6,0.9,2.3,7.3,0.9,230,75.5%,6.0,116,2.3,1.33,0.27,0.4,-90,-0,106,21.4%,14.3%,0,-,2022 Summer
Apii, CN,21,42.9%,3.2,2.5,2.4,5.1,8.3,379,67.6%,24.7,502,0.9,0.24,0.25,0.08,-338,-5,-151,23.8%,4.8%,0,2,2022 Summer
Aras, TR,18,38.9%,3.3,3.2,3.5,8.2,5.8,352,78.4%,20.2,403,1.12,0.26,0.26,0.2,213,1,61,38.9%,0%,0,3,2022 Summer
Arashi, MY,18,11.1%,1.6,2.4,3.3,2.9,5.5,325,71%,17.3,299,1.42,0.47,0.4,0.43,-286,0,-68,16.7%,11.1%,0,3,2022 Summer
ArcaneTeddy, IE,32,56.3%,3.2,3.9,3.1,6.0,7.8,414,63.9%,24.9,557,1,0.36,0.17,0.12,58,1,-148,21.9%,15.6%,0,15,2022 Summer
Aria, KR,9,33.3%,4.1,2.7,1.8,4.7,9.0,394,72.1%,24.7,507,1.82,0.78,0.38,0.33,-338,-10,-67,33.3%,0%,0,1,2022 Summer
Ariana, PL,26,46.2%,3.3,3.4,2.3,4.2,8.5,395,73%,30.3,567,0.69,0.27,0.12,0.04,-275,-5,17,7.7%,3.8%,0,9,2022 Summer
Armao, US,61,75.4%,5.1,2.7,2.1,8.1,5.4,342,64.3%,12.9,331,1.17,0.24,0.24,0.21,156,3,162,37.7%,6.6%,0,11,2022 Summer
Armut, TR,39,53.8%,2.9,2.3,2.8,5.6,7.9,389,57.4%,24.3,482,1.12,0.48,0.19,0.19,315,5,185,23.1%,17.9%,0,6,2022 Summer
Array, US,42,26.2%,2.7,3.5,3.2,5.2,7.5,395,63.3%,23.4,540,1.22,0.46,0.32,0.13,-149,-4,-115,23.8%,9.5%,0,4,2022 Summer
Arrietty, VN,37,51.4%,3.5,4.0,2.7,5.5,8.6,432,63.2%,24.4,563,1.53,0.58,0.43,0.16,50,5,97,29.7%,13.5%,0,1,2022 Summer
Arrow, KR,53,45.3%,3.6,4.4,2.9,6.1,7.8,414,66.5%,25.8,606,1.32,0.5,0.34,0.17,-19,0,32,20.8%,13.2%,1,6,2022 Summer
Artemis, VN,34,50%,4.2,5.5,2.6,5.4,9.5,480,71.1%,29.1,674,1.29,0.44,0.43,0.12,498,10,252,26.5%,8.8%,0,-,2022 Summer
Artenes, TR,18,38.9%,3.5,5.3,2.9,4.9,8.2,416,66.1%,25.0,485,0.93,0.32,0.25,0.04,141,2,339,38.9%,5.6%,0,3,2022 Summer
Artifact, VN,46,54.3%,5.1,3.7,1.9,6.1,8.8,417,61.7%,27.3,639,1.07,0.4,0.23,0.21,115,3,275,8.7%,0%,0,13,2022 Summer
Assum, CN,39,35.9%,2.4,3.5,3.2,4.2,9.1,434,67%,31.2,603,-,-,-,-,0,0,0,-,-,-,-,2022 Summer
Asza, NL,18,38.9%,3.4,4.3,2.3,3.6,8.8,420,74.7%,27.7,519,1.16,0.38,0.38,0.12,152,2,150,44.4%,0%,0,-,2022 Summer
Atlen, TW,10,50%,3.2,2.1,2.0,4.3,5.8,358,67.8%,19.3,379,1.67,0.74,0.38,0.23,-183,-13,155,20%,0%,0,-,2022 Summer
Attila, PT,43,65.1%,6,5.1,1.8,5.9,9.8,481,69.5%,30.1,770,1.33,0.33,0.37,0.09,388,9,164,27.9%,0%,1,4,2022 Summer
Avarosa, TR,23,65.2%,6.1,3.7,1.7,6.6,8.9,429,69.2%,28.8,619,0.87,0.33,0.18,0.11,323,6,182,17.4%,0%,0,5,2022 Summer
Avra, DE,31,58.1%,3.7,4.9,2.9,6.1,8.4,435,64%,26.0,595,1.43,0.47,0.37,0.18,-182,-6,-62,32.3%,3.2%,0,4,2022 Summer
Awful, TR,16,62.5%,2.8,2.3,2.9,5.9,5.2,327,64.8%,14.3,282,1.23,0.35,0.3,0.34,-431,-6,-274,6.3%,25%,0,1,2022 Summer
Axin, TW,14,7.1%,1.1,0.9,4.3,3.9,4.2,270,67.7%,15.9,276,1.44,0.85,0.25,0.33,-723,3,-224,7.1%,21.4%,0,1,2022 Summer
Aytekn, TR,18,61.1%,3.8,2.6,1.9,4.6,8.6,399,46%,23.6,476,0.78,0.27,0.16,0.1,-69,10,161,5.6%,22.2%,0,8,2022 Summer
Azitorr, FI,16,37.5%,3.2,4.3,2.7,4.3,8.9,433,71.1%,25.5,503,1.1,0.38,0.34,0.14,183,4,45,25%,6.3%,0,1,2022 Summer
AzizYildirm, TR,8,25%,1.8,1.9,4.5,6.1,5.0,306,59.6%,13.0,259,1.13,0.24,0.32,0.21,-758,-10,-471,50%,37.5%,0,1,2022 Summer
Azog, US,3,33.3%,2.2,2.3,3.0,4.3,9.0,403,67.1%,15.0,295,1.12,0.36,0.36,0.03,-1462,-22,-871,33.3%,33.3%,0,-,2022 Summer
BAO, KR,26,57.7%,5.6,4.9,1.9,5.9,9.6,460,76.9%,30.7,628,1.43,0.59,0.43,0.14,614,7,46,34.6%,3.8%,0,1,2022 Summer
BBA, TR,2,0%,0.9,2.0,5.0,2.5,4.7,286,69%,14.7,279,0.56,0.24,0.1,0.15,168,4,521,0%,0%,0,-,2022 Summer
BEAAAT, PT,14,14.3%,1.8,0.6,4.0,6.5,1.2,218,57.6%,8.9,185,2.46,1.29,0.31,0.3,-491,1,-475,28.6%,0%,0,-,2022 Summer
BMFX, US,55,61.8%,3.1,2.8,3.0,6.7,7.0,378,64.2%,22.5,515,1.03,0.4,0.26,0.06,-71,-8,-6,16.4%,14.5%,0,1,2022 Summer
BOSS, RU,23,43.5%,2.5,2.6,2.8,4.4,7.7,376,58.6%,23.5,489,0.97,0.41,0.15,0.14,-144,-4,-233,13%,8.7%,0,1,2022 Summer
Baca, PT,18,44.4%,3.7,3.4,2.3,5.2,8.5,397,72.5%,25.4,497,1.07,0.45,0.2,0.16,-118,-5,-195,16.7%,0%,0,4,2022 Summer
Backlund, SE,39,66.7%,4.4,3.7,2.0,5.2,8.4,407,60.3%,25.3,545,0.97,0.36,0.22,0.11,209,2,36,17.9%,12.8%,0,12,2022 Summer
Badlulu, FR,25,36%,2.2,1.9,2.4,3.4,8.2,377,53.7%,21.4,396,0.89,0.37,0.16,0.12,-37,-0,101,16%,16%,0,2,2022 Summer
Badlyyga, PL,26,46.2%,2.5,1.5,3.0,6.0,4.9,302,70.8%,11.0,205,1.25,0.31,0.35,0.31,-589,-10,-412,19.2%,7.7%,0,1,2022 Summer
Bako, GR,29,51.7%,2.7,3.1,3.0,5.0,8.0,397,50%,24.6,577,0.96,0.34,0.18,0.07,173,5,-19,13.8%,3.4%,0,8,2022 Summer
BalKhan, KR,36,61.1%,3.7,4.9,3.5,8.1,6.4,410,78.3%,18.8,455,1.57,0.45,0.41,0.25,792,10,510,33.3%,11.1%,0,8,2022 Summer
Baloo, SE,17,52.9%,3.2,0.8,3.2,9.6,0.9,237,74.9%,7.5,172,2.41,1.45,0.31,0.44,-84,-1,-55,41.2%,17.6%,0,-,2022 Summer
Balyy, ES,18,38.9%,3.1,3.4,2.7,5.1,6.4,361,77.5%,23.5,421,1.07,0.16,0.31,0.11,61,8,302,38.9%,27.8%,0,4,2022 Summer
Bananiasty, PL,2,0%,1.1,1.5,3.5,2.5,5.8,307,62.5%,12.9,229,1.2,0.17,0.36,0.21,-1228,-8,-1198,0%,50%,0,-,2022 Summer
Bananitoo, GR,21,61.9%,4.5,4.2,2.2,5.9,8.7,436,67%,25.1,518,1.29,0.46,0.31,0.13,553,7,363,19%,9.5%,0,3,2022 Summer
Banderas, NO,16,37.5%,1.7,2.9,3.6,3.4,8.0,383,46.5%,23.5,470,0.82,0.33,0.13,0.07,-619,-11,-528,12.5%,12.5%,0,7,2022 Summer
BangTwo, TW,18,11.1%,1.8,1.6,2.1,2.2,8.7,372,65.1%,26.9,442,1.13,0.47,0.29,0.2,-597,-10,-306,5.6%,5.6%,0,-,2022 Summer
Bardito, AR,15,33.3%,2.1,0.9,3.2,5.9,1.7,230,66.8%,7.2,139,2.17,1.43,0.28,0.49,-482,4,-273,26.7%,13.3%,0,-,2022 Summer
Batuuu, TR,23,65.2%,4.3,0.8,2.7,11.0,1.5,263,73.3%,7.6,159,2.2,1.22,0.31,0.42,224,1,66,30.4%,13%,0,-,2022 Summer
Baula, CR,18,33.3%,3,0.7,2.4,6.8,1.0,227,69.2%,7.1,132,2.75,1.74,0.39,0.46,-154,-1,-56,22.2%,5.6%,0,-,2022 Summer
Baut, KR,36,30.6%,3.3,0.7,2.5,7.8,1.4,231,71.2%,7.7,149,2.51,1.65,0.32,0.53,9,3,276,27.8%,22.2%,0,1,2022 Summer
Baybror, DK,22,40.9%,4.5,4.0,2.0,5.2,9.0,430,69.7%,26.4,587,1.08,0.36,0.26,0.1,59,3,31,18.2%,18.2%,1,2,2022 Summer
Bayonetta, TR,25,64%,4.1,2.9,2.1,5.7,7.8,395,55.1%,23.2,451,1.01,0.33,0.14,0.07,-16,-3,-32,20%,20%,0,5,2022 Summer
Bdd, KR,42,33.3%,3.3,2.6,2.3,5.0,8.5,386,65.9%,28.7,562,1.14,0.5,0.23,0.26,-84,-2,-109,11.9%,11.9%,1,6,2022 Summer
Bean, DE,18,44.4%,3.6,3.4,2.4,5.1,8.7,413,67.9%,24.4,495,1.19,0.37,0.32,0.14,-215,-6,-216,27.8%,11.1%,0,-,2022 Summer
BeanJ, VN,56,53.6%,3.7,3.3,2.7,6.6,5.3,349,67.8%,16.2,362,1.29,0.43,0.32,0.36,337,4,244,41.1%,10.7%,0,16,2022 Summer
Bebe Rexha, TR,8,62.5%,2.2,0.4,4.1,8.8,0.7,229,59.1%,8.5,167,2.12,1.31,0.21,0.34,-486,-2,-232,0%,25%,0,-,2022 Summer
Beenie, BR,24,58.3%,5.5,4.2,2.1,7.5,8.6,431,65.9%,24.1,521,1.62,0.55,0.47,0.21,146,1,50,16.7%,4.2%,0,3,2022 Summer
Beichuan, CN,41,43.9%,3.3,2.5,2.6,6.2,5.5,327,68.9%,15.1,290,-,-,-,-,-,-,-,-,-,-,-,2022 Summer
Ben3k, PL,18,33.3%,1.5,2.2,3.9,3.8,5.4,311,66.8%,13.3,240,1.49,0.35,0.44,0.34,-114,0,-136,38.9%,11.1%,0,2,2022 Summer
Benaset, FR,22,50%,4.4,0.5,2.5,10.4,0.8,240,76.9%,8.9,191,2.89,1.59,0.43,0.45,1,-6,22,31.8%,27.3%,0,-,2022 Summer
Benvi, AU,13,53.8%,4.3,1.2,3.2,12.3,0.6,248,75.8%,10.1,228,2.11,1.17,0.29,0.34,331,-3,324,23.1%,0%,0,1,2022 Summer
Berserker, KR,38,63.2%,5,4.0,1.8,5.1,9.4,443,65.1%,26.5,559,1.11,0.44,0.28,0.14,171,3,49,18.4%,5.3%,1,4,2022 Summer
BeryL, KR,85,56.5%,3.2,0.8,2.8,8.2,1.4,248,69.5%,9.5,204,2.53,1.53,0.39,0.47,28,-2,68,21.2%,12.9%,0,4,2022 Summer
Betao, BR,22,59.1%,3.1,3.4,2.6,4.7,8.8,424,61%,24.0,518,1.33,0.5,0.28,0.19,-263,2,-83,9.1%,22.7%,0,11,2022 Summer
Betty, TW,37,43.2%,4,3.4,2.3,5.8,7.8,404,70.7%,26.3,539,-,-,-,-,0,0,0,-,-,-,-,2022 Summer
Bible, KR,43,55.8%,3.1,0.6,2.8,8.2,1.1,240,69.1%,7.8,162,2.49,1.64,0.34,0.49,-51,2,0,20.9%,16.3%,0,1,2022 Summer
Bie, VN,44,65.9%,5.3,1.2,2.1,9.8,1.1,253,71.3%,7.9,174,2.75,1.73,0.34,0.48,46,2,60,27.3%,11.4%,0,-,2022 Summer
Biel, BR,12,8.3%,1.4,1.3,3.1,3.0,7.6,349,37.4%,18.8,365,0.86,0.41,0.12,0.1,-899,-17,-666,8.3%,16.7%,0,1,2022 Summer
Biggi, VN,10,20%,1.3,3.6,6.3,4.7,5.1,332,64.9%,17.4,357,1.44,0.4,0.42,0.32,-1209,-6,-652,30%,20%,0,3,2022 Summer
Bin, CN,46,43.5%,2.4,2.7,2.7,3.8,8.8,426,56.2%,25.8,540,-,-,-,-,-,-,-,-,-,-,-,2022 Summer
Bini, KR,18,38.9%,3.1,3.7,2.7,4.7,8.2,413,65.3%,26.2,512,1.26,0.48,0.35,0.16,311,5,135,38.9%,5.6%,0,2,2022 Summer
BioPanther, AU,32,53.1%,4.1,1.9,1.9,6.0,8.1,382,56.3%,21.0,430,1.18,0.5,0.15,0.17,26,-0,17,9.4%,3.1%,0,5,2022 Summer
Biob, VN,32,25%,2.2,1.0,3.7,7.1,2.0,250,63.7%,9.1,198,2.22,1.34,0.32,0.3,-376,-2,-348,34.4%,18.8%,0,2,2022 Summer
Biofrost, CA,18,16.7%,3.1,0.6,1.9,5.4,1.5,229,71.3%,8.5,140,2.53,1.51,0.35,0.4,-107,-2,-41,27.8%,0%,0,-,2022 Summer
Biubiu, CN,27,22.2%,2,1.8,3.1,4.4,8.2,375,56.1%,23.8,427,-,-,-,-,-,-,-,-,-,-,-,2022 Summer
Bjergsen, DK,37,59.5%,7,3.0,1.3,6.3,8.6,406,67.7%,25.5,543,1.04,0.39,0.17,0.17,257,4,269,18.9%,8.1%,0,5,2022 Summer
Blaber, US,41,58.5%,3.3,2.2,2.7,6.7,6.0,342,73.2%,16.4,337,1.46,0.3,0.4,0.23,261,9,315,39%,7.3%,0,3,2022 Summer
Blacky, BR,24,58.3%,3.3,2.7,2.8,6.4,8.2,386,65.7%,24.7,534,1.15,0.44,0.27,0.17,137,6,33,12.5%,8.3%,0,4,2022 Summer
Blazes, VN,33,24.2%,1.7,2.2,3.8,4.5,8.7,387,50.9%,25.8,577,0.9,0.33,0.18,0.15,-76,2,-217,12.1%,0%,0,8,2022 Summer
Blazze, US,5,20%,1.9,2.8,3.6,4.2,7.2,352,63.9%,23.5,499,0.86,0.36,0.16,0.16,88,-17,4,60%,0%,0,-,2022 Summer
Blessing, KR,4,50%,3.8,1.0,2.5,8.5,0.9,241,63.4%,9.4,181,2.41,1.52,0.38,0.59,-447,-1,-254,25%,0%,0,-,2022 Summer
Blink, ES,25,48%,3.8,3.6,2.5,6.0,8.7,406,71.6%,25.5,520,1.19,0.37,0.35,0.11,-195,0,-148,20%,8%,0,2,2022 Summer
Blue, BE,18,16.7%,2.7,2.6,2.0,2.9,9.3,396,68.3%,27.0,456,1.08,0.43,0.24,0.11,-256,-3,-63,11.1%,11.1%,0,3,2022 Summer
Blueknight, DE,2,0%,0.5,1.5,5.0,1.0,6.6,305,26.8%,16.7,298,0.8,0.38,0.08,0.08,-1026,-32,-582,50%,0%,0,1,2022 Summer
Boal, BR,8,75%,3,2.9,2.6,5.0,8.0,398,49.7%,21.0,427,0.97,0.4,0.16,0.16,-397,-2,93,12.5%,0%,0,5,2022 Summer
