hist_id,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team,Player
4872,South Korea,12,58.3,4.1,3.6,2.5,6.7,8.5,413.0,56.8,24.3,534.0,1.29,0.49,0.41,0.17,-500.0,-8.0,-220.0,16.7,0.0,0.0,2.0,4,,213
4873,Vietnam,42,76.2,6.4,7.2,2.1,6.1,9.9,510.0,69.6,29.1,688.0,1.12,0.36,0.36,0.11,1050.0,10.0,387.0,35.7,2.4,1.0,20.0,4,,217
4874,Vietnam,5,0.0,1.2,2.6,4.0,2.0,7.7,344.0,52.9,25.9,465.0,1.0,0.48,0.17,0.22,-813.0,-10.0,-880.0,40.0,0.0,0.0,,4,,219
4875,France,17,29.4,1.8,2.2,4.5,5.6,5.3,313.0,60.8,16.6,352.0,1.44,0.48,0.31,0.41,-365.0,-4.0,-127.0,23.5,23.5,0.0,2.0,4,,228
4876,South Korea,18,27.8,2.6,0.8,3.2,7.3,1.2,227.0,68.2,7.3,139.0,2.69,1.53,0.39,0.49,13.0,-0.0,44.0,27.8,11.1,0.0,,4,,232
4877,Brasil,26,76.9,7.7,3.5,1.4,7.5,6.2,365.0,65.9,15.9,323.0,1.38,0.43,0.31,0.38,131.0,5.0,158.0,26.9,3.8,0.0,2.0,4,,235
4878,Netherlands,25,52.0,4.1,3.4,2.4,6.3,8.4,407.0,75.4,27.9,509.0,0.94,0.33,0.26,0.09,-435.0,-7.0,28.0,20.0,8.0,0.0,4.0,4,,239
4879,Taiwan,31,64.5,5.6,3.5,1.7,6.2,8.6,414.0,63.5,27.3,560.0,1.2,0.53,0.28,0.19,127.0,0.0,183.0,12.9,12.9,0.0,2.0,4,,243
4880,Portugal,41,53.7,5.3,4.4,1.7,4.8,10.0,459.0,66.9,28.6,625.0,1.43,0.44,0.42,0.13,305.0,6.0,251.0,31.7,2.4,0.0,3.0,4,12,245
4881,Spain,18,27.8,3.4,3.9,2.8,5.5,7.7,394.0,60.0,21.7,437.0,1.06,0.45,0.18,0.17,-97.0,-5.0,-217.0,0.0,0.0,0.0,3.0,4,,246
4882,Brasil,20,55.0,4.2,4.0,2.7,7.3,8.0,390.0,69.3,20.8,435.0,1.11,0.47,0.19,0.24,238.0,0.0,18.0,20.0,5.0,0.0,7.0,4,,252
4883,North Macedonia,16,68.8,4.4,4.8,2.7,7.0,7.5,405.0,62.8,24.0,532.0,0.86,0.36,0.17,0.07,-204.0,-15.0,-422.0,31.3,0.0,0.0,3.0,4,,258
4884,Taiwan,20,30.0,2.0,3.0,3.2,3.5,7.9,377.0,49.0,23.5,453.0,1.06,0.37,0.21,0.16,-173.0,-1.0,-136.0,0.0,5.0,0.0,5.0,4,,264
4885,Portugal,43,65.1,4.6,2.3,1.8,6.0,7.3,371.0,56.1,18.7,375.0,1.06,0.45,0.16,0.17,180.0,5.0,257.0,7.0,4.7,0.0,7.0,4,,265
4886,Tunisia,18,22.2,1.9,2.6,4.2,5.5,5.7,331.0,68.2,16.9,328.0,1.32,0.26,0.32,0.19,-333.0,-5.0,-193.0,38.9,11.1,0.0,1.0,4,,270
4887,Australia,4,25.0,1.7,3.5,5.5,5.8,3.5,305.0,64.3,12.5,268.0,1.39,0.64,0.14,0.25,-486.0,-18.0,-772.0,0.0,25.0,0.0,2.0,4,,272
4888,South Korea,35,28.6,3.2,2.6,1.9,3.5,9.9,411.0,59.6,27.0,479.0,1.12,0.45,0.36,0.12,-49.0,4.0,-204.0,11.4,2.9,0.0,2.0,4,,277
4889,Portugal,31,41.9,2.1,0.5,5.5,10.9,1.3,239.0,63.6,7.4,152.0,2.61,1.41,0.34,0.41,-130.0,0.0,-196.0,16.1,22.6,0.0,,4,,281
4890,Russia,33,60.6,3.6,3.4,2.4,5.1,7.4,391.0,56.7,22.5,449.0,0.9,0.41,0.14,0.14,143.0,5.0,122.0,12.1,24.2,0.0,10.0,4,,284
4891,Australia,43,60.5,4.1,3.9,2.7,7.2,5.7,358.0,74.3,18.4,352.0,1.13,0.27,0.29,0.25,23.0,-6.0,-326.0,37.2,2.3,0.0,4.0,4,,289
4892,Portugal,39,53.8,3.1,3.1,2.8,5.7,7.6,367.0,63.2,21.3,446.0,1.06,0.47,0.19,0.19,-207.0,-2.0,-160.0,15.4,12.8,0.0,10.0,4,25,290
4893,France,18,55.6,3.1,4.3,3.2,5.7,7.7,396.0,56.9,23.7,511.0,0.96,0.45,0.14,0.18,505.0,9.0,241.0,22.2,11.1,0.0,13.0,4,,293
4894,Greece,59,55.9,3.0,3.8,3.4,6.3,7.0,385.0,53.6,23.2,524.0,0.96,0.39,0.21,0.11,306.0,7.0,115.0,15.3,11.9,0.0,41.0,4,,302
4895,Ukraine,14,28.6,2.7,2.9,3.3,5.9,5.0,319.0,67.9,16.9,348.0,1.0,0.24,0.2,0.33,-107.0,-1.0,-37.0,42.9,0.0,0.0,1.0,4,,304
4896,Sweden,16,18.8,1.4,0.4,4.3,5.4,1.2,214.0,58.2,7.9,126.0,2.65,1.6,0.36,0.57,-177.0,-0.0,-123.0,25.0,18.8,0.0,1.0,4,,306
4897,Greece,54,64.8,5.5,5.3,2.1,6.6,8.7,439.0,61.6,27.6,629.0,1.23,0.47,0.3,0.11,155.0,2.0,202.0,22.2,5.6,0.0,12.0,4,,312
4898,Brasil,18,44.4,3.8,3.9,2.4,5.5,8.4,408.0,68.8,24.9,474.0,1.09,0.46,0.17,0.17,21.0,2.0,81.0,27.8,5.6,0.0,10.0,4,,317
4899,China,4,50.0,2.1,0.5,3.8,7.3,1.3,222.0,78.8,7.8,152.0,,1.71,0.31,0.62,,,,,,0.0,,4,,318
4900,South Korea,19,42.1,3.1,1.0,2.8,7.7,1.6,236.0,72.7,7.0,131.0,2.59,1.59,0.39,0.5,58.0,3.0,176.0,21.1,15.8,0.0,1.0,4,,331
4901,South Korea,17,58.8,3.5,2.2,2.6,6.8,7.7,363.0,68.7,21.8,360.0,1.07,0.47,0.17,0.19,-458.0,-9.0,-227.0,29.4,11.8,0.0,2.0,4,,332
4902,Denmark,16,43.8,4.1,4.5,2.4,5.6,9.3,447.0,71.8,26.3,506.0,1.11,0.47,0.33,0.12,155.0,-1.0,-33.0,31.3,6.3,0.0,1.0,4,,333
4903,South Korea,66,57.6,4.1,2.9,2.2,5.9,8.2,386.0,65.2,26.0,471.0,1.11,0.45,0.23,0.21,147.0,4.0,203.0,27.3,9.1,0.0,13.0,4,,335
4904,Sweden,4,100.0,4.9,1.8,2.8,11.8,3.5,309.0,65.3,11.2,278.0,1.49,0.77,0.25,0.4,-246.0,-4.0,-516.0,50.0,0.0,0.0,,4,,336
4905,Germany,65,60.0,5.8,5.0,1.9,6.1,8.8,443.0,67.1,27.2,583.0,1.12,0.37,0.27,0.14,504.0,4.0,229.0,26.2,9.2,0.0,9.0,4,,337
4906,Vietnam,33,45.5,2.8,3.0,3.9,7.8,5.0,334.0,70.3,15.1,322.0,1.51,0.54,0.38,0.38,-232.0,-13.0,-271.0,36.4,9.1,0.0,4.0,4,,338
4907,Estonia,17,41.2,3.3,2.8,2.8,6.4,6.9,361.0,57.9,19.7,399.0,0.98,0.45,0.18,0.16,-426.0,-8.0,-280.0,11.8,5.9,0.0,2.0,4,,339
4908,Australia,29,55.2,3.0,0.8,3.4,9.7,1.1,232.0,68.3,7.2,143.0,2.46,1.37,0.28,0.44,-70.0,0.0,-187.0,24.1,10.3,0.0,1.0,4,,343
4909,France,26,30.8,2.8,4.3,3.5,5.6,8.5,400.0,63.3,30.6,630.0,1.2,0.45,0.25,0.14,-91.0,10.0,212.0,23.1,3.8,0.0,14.0,4,,344
4910,Brasil,2,50.0,2.1,4.0,4.0,4.5,9.0,416.0,62.8,34.2,839.0,1.18,0.4,0.21,0.1,63.0,-9.0,154.0,0.0,50.0,0.0,,4,,348
4911,Poland,13,23.1,1.9,3.2,4.0,4.5,5.7,327.0,76.9,18.5,297.0,1.4,0.4,0.35,0.28,-280.0,2.0,-113.0,23.1,7.7,0.0,1.0,4,,355
4912,France,22,81.8,4.4,1.0,3.0,12.0,1.1,249.0,72.1,8.8,196.0,2.77,1.51,0.37,0.42,-8.0,3.0,-112.0,27.3,18.2,0.0,,4,,357
4913,Czech Republic,3,66.7,6.5,2.7,1.3,6.0,8.7,400.0,49.9,20.0,341.0,1.32,0.42,0.13,0.17,-102.0,-5.0,-312.0,33.3,0.0,0.0,1.0,4,,358
4914,Denmark,31,58.1,5.3,3.9,2.0,6.5,8.3,406.0,64.8,25.4,533.0,1.22,0.42,0.22,0.19,215.0,3.0,-51.0,16.1,9.7,0.0,14.0,4,,359
4915,South Korea,18,27.8,3.9,3.1,1.8,4.1,9.9,418.0,62.8,28.9,542.0,1.19,0.43,0.37,0.13,203.0,5.0,-91.0,22.2,5.6,0.0,2.0,4,,367
4916,South Korea,69,71.0,3.4,0.8,2.7,8.4,1.5,248.0,62.1,8.7,175.0,3.04,1.76,0.55,0.54,121.0,1.0,58.0,18.8,10.1,0.0,1.0,4,,368
4917,Mexico,6,16.7,1.8,1.0,4.7,7.5,1.0,220.0,66.1,5.9,125.0,2.11,1.32,0.24,0.5,-834.0,-19.0,-976.0,16.7,16.7,0.0,,4,,370
4918,Brasil,25,64.0,3.7,3.0,2.3,5.5,8.1,398.0,63.9,25.6,477.0,1.54,0.6,0.26,0.31,452.0,11.0,255.0,24.0,8.0,0.0,13.0,4,,371
4919,Taiwan,30,43.3,4.2,3.4,2.5,7.0,8.7,401.0,75.2,27.5,556.0,,0.35,0.31,0.1,,,,,,0.0,,4,,374
4920,Belgium,10,0.0,2.2,3.6,3.0,3.0,8.0,399.0,64.6,28.9,484.0,0.81,0.27,0.23,0.09,190.0,0.0,85.0,30.0,10.0,0.0,4.0,4,,375
4921,South Korea,13,53.8,2.1,0.7,4.0,7.8,1.2,230.0,62.2,7.8,141.0,2.61,1.59,0.42,0.58,-88.0,-0.0,-123.0,0.0,23.1,0.0,,4,,378
4922,Vietnam,39,71.8,5.1,1.2,2.4,11.2,1.2,258.0,65.9,8.3,191.0,2.73,1.67,0.32,0.51,207.0,3.0,197.0,20.5,7.7,0.0,,4,,380
4923,China,47,55.3,3.2,3.5,2.4,4.1,8.6,408.0,58.0,24.3,451.0,,0.48,0.17,0.21,,,,,,0.0,,4,,385
4924,South Korea,20,45.0,3.6,2.6,2.3,5.8,7.9,378.0,65.4,24.5,454.0,1.24,0.61,0.27,0.17,-387.0,-15.0,-90.0,30.0,0.0,0.0,2.0,4,,386
4925,Australia,27,66.7,4.1,2.3,2.3,7.0,7.5,370.0,59.2,19.1,372.0,1.17,0.48,0.13,0.18,-99.0,5.0,-28.0,18.5,14.8,0.0,6.0,4,,387
4926,Poland,4,0.0,1.3,2.5,3.0,1.5,8.3,355.0,39.1,27.5,459.0,0.77,0.32,0.19,0.13,-990.0,-22.0,-204.0,25.0,25.0,0.0,,4,,390
4927,China,44,54.5,2.8,2.6,3.0,6.0,8.0,391.0,60.7,22.1,439.0,,0.44,0.19,0.2,,,,,,0.0,,4,,394
4928,Taiwan,16,43.8,2.7,2.8,3.7,7.1,7.2,366.0,73.7,19.6,374.0,1.13,0.57,0.22,0.31,-1.0,-5.0,-80.0,12.5,18.8,0.0,2.0,4,,395
4929,USA,64,54.7,4.2,3.1,2.5,7.2,6.5,360.0,70.9,18.3,357.0,1.5,0.38,0.4,0.28,231.0,10.0,419.0,48.4,12.5,0.0,12.0,4,,397
4930,Turkey,24,62.5,4.1,3.3,2.0,4.8,9.2,424.0,68.4,31.0,608.0,1.11,0.51,0.29,0.17,351.0,0.0,-39.0,25.0,8.3,0.0,2.0,4,,398
4931,Czech Republic,1,0.0,1.7,2.0,3.0,3.0,8.1,396.0,62.5,23.6,382.0,1.04,0.38,0.28,0.09,-1631.0,-18.0,-656.0,0.0,0.0,0.0,,4,,399
4932,Sweden,36,66.7,5.0,4.1,2.3,7.3,9.0,443.0,63.9,25.2,535.0,1.21,0.38,0.33,0.14,541.0,4.0,-122.0,16.7,11.1,0.0,2.0,4,,400
4933,Brasil,27,51.9,3.3,4.0,3.0,5.9,8.0,398.0,66.3,24.5,514.0,1.19,0.47,0.22,0.2,186.0,1.0,-18.0,18.5,18.5,0.0,10.0,4,,401
4934,Singapore,15,26.7,2.9,2.9,2.7,4.9,9.0,400.0,60.4,26.0,518.0,1.09,0.49,0.26,0.14,-788.0,-13.0,-434.0,20.0,0.0,0.0,1.0,4,,408
4935,Vietnam,42,54.8,3.2,4.0,3.4,6.7,8.5,425.0,61.5,25.5,610.0,1.07,0.44,0.2,0.18,93.0,6.0,115.0,21.4,14.3,0.0,12.0,4,,409
4936,North Macedonia,4,0.0,1.3,1.0,3.3,3.3,8.8,358.0,65.5,19.7,274.0,1.14,0.49,0.25,0.18,-346.0,-10.0,-414.0,0.0,25.0,0.0,,4,,415
4937,Portugal,29,55.2,4.8,4.0,2.5,7.8,7.7,386.0,74.3,24.1,493.0,1.18,0.44,0.19,0.15,-99.0,2.0,61.0,27.6,0.0,0.0,10.0,4,,418
4938,Belgium,15,33.3,2.8,3.1,2.5,3.9,9.3,406.0,71.4,26.4,459.0,1.12,0.44,0.27,0.12,-469.0,0.0,-287.0,13.3,26.7,0.0,4.0,4,,422
4939,Brasil,26,76.9,4.8,4.2,2.2,6.2,7.8,413.0,64.2,24.9,518.0,1.01,0.44,0.17,0.23,268.0,2.0,488.0,26.9,15.4,0.0,21.0,4,,427
4940,Mexico,2,0.0,1.1,1.5,3.5,2.5,7.9,343.0,47.9,33.0,514.0,1.53,0.73,0.35,0.26,-40.0,-7.0,186.0,50.0,0.0,0.0,,4,,433
4941,Turkey,34,73.5,7.1,3.6,1.7,8.2,8.2,404.0,68.3,23.5,492.0,1.12,0.5,0.12,0.19,211.0,3.0,226.0,20.6,5.9,0.0,4.0,4,,435
4942,Serbia and Montenegro,15,13.3,1.5,0.7,4.4,5.9,1.1,215.0,71.1,7.5,111.0,2.37,1.43,0.28,0.44,-79.0,-1.0,104.0,40.0,0.0,0.0,,4,,437
4943,Croatia,15,6.7,1.7,1.3,3.2,4.2,6.4,315.0,47.8,21.4,374.0,0.9,0.36,0.16,0.12,-964.0,-24.0,-732.0,6.7,13.3,0.0,2.0,4,,442
4944,France,24,25.0,2.4,2.4,3.5,6.0,5.0,309.0,70.8,15.8,295.0,1.27,0.34,0.36,0.3,-112.0,0.0,-124.0,50.0,4.2,0.0,1.0,4,,445
4945,Brasil,24,79.2,4.1,0.7,2.7,10.3,1.2,242.0,63.4,7.5,153.0,2.78,1.64,0.4,0.53,17.0,-3.0,-120.0,16.7,8.3,0.0,,4,,446
4946,Greece,7,0.0,1.1,1.3,4.4,3.4,6.2,304.0,50.7,19.1,318.0,0.61,0.3,0.12,0.04,-1450.0,-34.0,-701.0,0.0,14.3,0.0,2.0,4,,449
4947,USA,12,58.3,3.7,4.9,2.8,5.7,8.9,444.0,57.6,28.0,598.0,0.84,0.34,0.14,0.1,426.0,5.0,-67.0,16.7,25.0,0.0,6.0,4,,450
4948,Brasil,6,50.0,5.1,4.3,2.2,6.7,7.8,392.0,64.1,26.9,607.0,1.01,0.42,0.28,0.18,172.0,-3.0,-113.0,16.7,0.0,0.0,1.0,4,,452
4949,USA,12,58.3,2.7,4.2,3.7,5.6,7.9,402.0,57.5,23.1,496.0,1.0,0.48,0.14,0.19,326.0,5.0,-2.0,16.7,16.7,0.0,,4,,453
4950,Sweden,2,0.0,2.0,1.0,4.0,7.0,1.3,222.0,68.5,7.3,181.0,3.19,1.59,0.57,0.58,704.0,10.0,592.0,50.0,0.0,0.0,,4,,454
4951,Peru,4,50.0,3.2,2.8,2.3,4.5,7.5,358.0,56.4,23.0,467.0,1.03,0.45,0.18,0.2,224.0,0.0,176.0,25.0,25.0,0.0,,4,,456
4952,China,69,52.2,3.2,3.8,2.8,5.1,8.2,408.0,63.3,22.9,459.0,,0.45,0.19,0.24,,,,,,0.0,,4,,458
4953,USA,7,28.6,2.2,0.6,4.0,8.1,1.2,220.0,71.4,7.6,132.0,2.57,1.35,0.41,0.44,-43.0,-1.0,-104.0,14.3,14.3,0.0,1.0,4,,460
4954,South Korea,19,42.1,4.0,4.0,2.5,6.2,6.2,365.0,78.9,21.3,391.0,1.55,0.47,0.4,0.34,416.0,5.0,263.0,52.6,10.5,0.0,5.0,4,,464
4955,Czech Republic,4,0.0,1.5,1.5,5.5,7.0,6.4,321.0,62.5,19.4,412.0,0.98,0.34,0.12,0.11,-692.0,-9.0,-631.0,0.0,25.0,0.0,1.0,4,,467
4956,Germany,18,16.7,2.2,1.9,2.6,3.8,7.9,366.0,63.1,25.3,439.0,0.98,0.5,0.17,0.26,-94.0,3.0,51.0,16.7,22.2,0.0,5.0,4,,468
4957,Turkey,19,42.1,3.0,0.6,3.0,8.3,1.3,232.0,66.6,8.2,144.0,3.05,1.71,0.5,0.49,71.0,4.0,173.0,36.8,0.0,0.0,1.0,4,,469
4958,Denmark,27,25.9,3.1,2.3,2.3,4.9,5.5,318.0,72.1,17.0,282.0,1.39,0.44,0.35,0.33,-467.0,-10.0,-323.0,29.6,3.7,0.0,6.0,4,,473
4959,Poland,36,61.1,3.8,2.9,2.6,6.8,5.6,341.0,69.6,15.6,296.0,1.43,0.41,0.38,0.34,-0.0,-1.0,-67.0,30.6,2.8,0.0,1.0,4,,477
4960,Uruguay,23,65.2,4.1,3.7,2.3,5.7,8.3,407.0,60.6,25.2,520.0,0.85,0.35,0.18,0.1,317.0,7.0,134.0,21.7,13.0,0.0,11.0,4,,482
4961,South Korea,26,50.0,2.9,3.5,3.5,6.6,5.9,346.0,75.5,18.8,351.0,1.39,0.38,0.41,0.37,-257.0,-5.0,-341.0,38.5,19.2,0.0,4.0,4,,484
4962,South Korea,11,63.6,5.9,3.5,1.6,6.2,8.8,427.0,65.0,24.6,453.0,1.59,0.67,0.43,0.14,279.0,3.0,411.0,18.2,27.3,0.0,,4,,485
4963,South Korea,7,71.4,8.0,3.6,1.6,9.0,7.8,403.0,71.0,22.3,535.0,1.45,0.66,0.28,0.31,264.0,0.0,3.0,42.9,0.0,0.0,1.0,4,,487
4964,Russia,13,15.4,1.5,2.5,3.8,3.4,6.0,327.0,69.3,21.3,333.0,1.0,0.19,0.21,0.23,-518.0,2.0,4.0,15.4,7.7,0.0,2.0,4,,489
4965,Austria,18,27.8,2.8,3.3,2.6,3.9,8.5,396.0,57.4,24.6,493.0,1.31,0.55,0.26,0.18,-353.0,-6.0,-63.0,16.7,11.1,0.0,4.0,4,,491
4966,South Korea,9,55.6,1.9,4.1,4.3,4.2,8.1,413.0,64.6,24.5,432.0,0.81,0.27,0.2,0.11,-497.0,-19.0,-532.0,22.2,33.3,0.0,7.0,4,,495
4967,Taiwan,4,0.0,3.2,4.0,3.0,5.5,7.9,386.0,71.1,25.7,554.0,1.12,0.53,0.23,0.17,156.0,-17.0,45.0,50.0,25.0,0.0,,4,,496
4968,Denmark,32,62.5,3.8,3.8,2.5,5.9,8.4,412.0,65.3,27.3,599.0,1.46,0.57,0.33,0.18,356.0,11.0,328.0,21.9,6.3,0.0,9.0,4,,500
4969,South Korea,27,59.3,5.0,4.9,2.3,6.8,9.0,435.0,74.3,29.9,631.0,1.69,0.77,0.45,0.13,650.0,12.0,357.0,22.2,7.4,0.0,4.0,4,,506
4970,Belgium,46,54.3,3.8,3.6,3.2,8.5,6.0,363.0,69.8,19.3,404.0,1.4,0.42,0.32,0.39,349.0,10.0,391.0,30.4,4.3,0.0,12.0,4,,507
4971,Brasil,18,16.7,2.6,3.2,2.4,3.3,8.0,381.0,65.8,26.8,444.0,1.2,0.61,0.24,0.15,132.0,6.0,58.0,38.9,5.6,0.0,2.0,4,,508
4972,South Korea,9,44.4,1.9,2.4,3.6,4.4,5.2,311.0,58.5,12.5,246.0,1.19,0.39,0.28,0.3,-38.0,1.0,57.0,44.4,0.0,0.0,1.0,4,,510
4973,Vietnam,28,39.3,2.2,1.2,4.1,7.7,1.1,238.0,63.7,7.7,150.0,2.36,1.43,0.31,0.44,-46.0,-3.0,-8.0,25.0,25.0,0.0,1.0,4,,512
4974,France,50,68.0,4.1,4.0,2.6,6.7,7.7,405.0,62.9,21.8,481.0,0.92,0.38,0.17,0.19,563.0,10.0,411.0,16.0,12.0,0.0,13.0,4,,520
4975,Brasil,7,14.3,0.8,0.7,5.3,3.3,7.0,337.0,47.4,23.2,383.0,0.79,0.39,0.18,0.14,-730.0,-13.0,-674.0,0.0,57.1,0.0,,4,,522
4976,Portugal,11,36.4,3.4,0.7,2.4,7.3,1.6,237.0,66.7,9.8,197.0,2.25,1.16,0.34,0.36,133.0,4.0,358.0,27.3,27.3,0.0,,4,,533
4977,Brasil,3,33.3,2.4,1.0,3.3,7.0,6.4,304.0,64.5,21.2,340.0,0.97,0.44,0.17,0.2,-355.0,-14.0,-69.0,0.0,0.0,0.0,,4,,537
4978,Germany,25,56.0,4.0,3.7,2.6,6.6,6.1,370.0,62.6,15.3,329.0,1.13,0.27,0.26,0.26,-172.0,6.0,165.0,24.0,8.0,0.0,6.0,4,,539
4979,South Korea,74,60.8,3.4,3.2,2.3,4.6,8.4,406.0,64.2,26.3,482.0,1.1,0.4,0.26,0.23,450.0,6.0,181.0,36.5,12.2,0.0,32.0,4,,540
4980,South Korea,69,71.0,4.9,3.3,2.1,7.0,6.0,361.0,69.9,17.5,360.0,1.34,0.48,0.29,0.34,112.0,-1.0,63.0,37.7,11.6,0.0,10.0,4,,541
4981,Denmark,27,55.6,3.1,3.6,3.0,5.9,8.4,402.0,66.1,23.6,474.0,1.02,0.38,0.19,0.17,101.0,5.0,210.0,22.2,25.9,0.0,9.0,4,,545
4982,China,2,0.0,1.0,0.5,4.0,3.5,7.5,335.0,45.6,21.9,426.0,,0.33,0.33,0.16,,,,,,0.0,,4,,547
4983,Brasil,23,69.6,3.9,4.0,3.3,8.7,6.0,370.0,69.0,19.0,439.0,1.36,0.45,0.35,0.38,-35.0,3.0,85.0,47.8,8.7,0.0,5.0,4,,553
4984,Greece,23,34.8,2.9,4.4,4.0,7.1,5.2,341.0,65.1,16.6,379.0,1.0,0.32,0.23,0.26,-91.0,0.0,6.0,39.1,0.0,0.0,6.0,4,,555
4985,Czech Republic,40,62.5,3.6,4.4,2.9,6.0,8.8,428.0,62.1,26.8,572.0,1.29,0.46,0.36,0.09,-220.0,-6.0,-55.0,20.0,12.5,0.0,3.0,4,,559
4986,South Korea,17,35.3,2.0,3.1,4.5,6.1,6.7,357.0,79.5,21.4,438.0,1.01,0.35,0.2,0.3,121.0,16.0,522.0,17.6,11.8,0.0,4.0,4,,560
4987,South Korea,27,48.1,3.3,2.6,2.3,4.7,7.6,372.0,58.0,20.9,374.0,1.13,0.52,0.24,0.36,-276.0,-5.0,-16.0,14.8,0.0,0.0,7.0,4,,562
4988,Brasil,10,80.0,5.9,0.6,2.1,11.8,1.6,245.0,72.6,7.9,158.0,2.9,1.62,0.44,0.63,-77.0,-2.0,-135.0,10.0,10.0,0.0,,4,,567
4989,Russia,5,0.0,1.3,0.6,5.6,6.8,1.8,230.0,60.0,11.6,253.0,2.04,0.96,0.34,0.3,-62.0,-5.0,-16.0,0.0,0.0,0.0,,4,,570
4990,Denmark,32,62.5,4.7,3.5,2.2,6.7,6.2,363.0,68.1,17.6,382.0,1.61,0.46,0.34,0.35,253.0,7.0,285.0,31.3,6.3,0.0,6.0,4,,571
4991,France,9,22.2,2.6,2.8,2.8,4.4,7.6,357.0,61.8,25.2,489.0,0.86,0.43,0.15,0.25,-155.0,-2.0,-51.0,11.1,0.0,0.0,1.0,4,,572
4992,Vietnam,3,66.7,2.2,1.7,3.7,6.3,7.5,370.0,58.7,20.3,459.0,1.15,0.49,0.25,0.23,-1440.0,-9.0,-860.0,33.3,0.0,0.0,1.0,4,,574
4993,Vietnam,32,34.4,3.0,4.2,2.8,4.3,8.9,422.0,58.4,24.8,483.0,1.07,0.37,0.33,0.11,-240.0,-2.0,-240.0,15.6,9.4,0.0,4.0,4,,577
4994,Argentina,18,55.6,5.7,5.6,1.8,4.9,9.1,432.0,72.9,27.2,551.0,1.23,0.45,0.36,0.14,178.0,2.0,-92.0,27.8,11.1,1.0,2.0,4,,580
4995,Brasil,21,47.6,3.1,0.7,3.1,9.0,1.2,228.0,69.0,7.0,140.0,2.45,1.55,0.29,0.58,-101.0,-5.0,-142.0,47.6,9.5,0.0,1.0,4,,581
4996,France,18,44.4,2.3,1.3,3.8,7.4,1.6,239.0,54.6,7.7,147.0,2.27,1.27,0.33,0.46,-191.0,-4.0,-177.0,33.3,5.6,0.0,,4,,583
4997,USA,18,66.7,4.0,4.1,3.2,8.5,5.0,352.0,66.4,15.3,345.0,1.07,0.26,0.23,0.28,92.0,-5.0,-213.0,44.4,11.1,0.0,5.0,4,,588
4998,Denmark,10,60.0,4.2,4.6,2.5,6.0,8.5,452.0,50.0,20.3,507.0,0.67,0.28,0.11,0.08,1030.0,18.0,453.0,10.0,20.0,0.0,12.0,4,,589
4999,Romania,3,0.0,2.0,3.3,4.3,5.3,5.4,322.0,74.8,17.1,257.0,0.97,0.34,0.18,0.16,-417.0,5.0,328.0,0.0,33.3,0.0,,4,,592
5000,Netherlands,19,42.1,3.3,4.1,3.2,6.6,7.2,374.0,65.0,25.9,516.0,1.01,0.42,0.19,0.27,-260.0,-6.0,-272.0,15.8,0.0,0.0,4.0,4,,594
5001,Japan,9,55.6,2.4,1.2,4.7,9.9,1.2,239.0,71.3,7.6,138.0,2.83,1.75,0.44,0.57,-151.0,-4.0,-558.0,22.2,33.3,0.0,,4,,597
5002,South Korea,18,38.9,3.4,3.4,2.4,4.6,8.4,408.0,70.3,29.2,518.0,1.08,0.38,0.24,0.26,279.0,9.0,-137.0,22.2,16.7,0.0,6.0,4,,599
5003,China,3,0.0,1.2,1.0,3.0,2.7,8.1,339.0,45.7,22.2,318.0,0.78,0.37,0.16,0.05,-1057.0,-12.0,-500.0,0.0,33.3,0.0,,4,,601
5004,Australia,27,66.7,5.9,4.4,1.8,6.1,8.8,429.0,67.5,23.3,443.0,0.99,0.38,0.19,0.19,242.0,2.0,155.0,22.2,18.5,0.0,10.0,4,,602
5005,United Kingdom,16,31.3,3.2,2.8,3.1,7.3,7.6,367.0,70.0,24.6,517.0,1.0,0.44,0.13,0.16,-202.0,-12.0,-225.0,25.0,6.3,0.0,4.0,4,,609
5006,South Korea,19,42.1,3.6,3.8,2.2,4.3,9.5,429.0,70.2,31.9,589.0,1.16,0.55,0.3,0.14,233.0,4.0,92.0,15.8,15.8,0.0,3.0,4,,613
5007,South Korea,2,50.0,4.0,3.0,2.0,5.0,5.7,333.0,70.0,15.8,342.0,1.42,0.44,0.5,0.3,682.0,22.0,484.0,50.0,0.0,0.0,,4,,615
5008,Canada,30,36.7,2.4,0.7,3.6,8.2,1.2,226.0,72.6,7.5,150.0,2.72,1.45,0.43,0.47,-212.0,2.0,-153.0,16.7,6.7,0.0,3.0,4,,617
5009,Costa Rica,2,0.0,1.7,1.5,5.5,8.0,1.4,235.0,66.8,8.4,165.0,2.39,1.1,0.48,0.46,-52.0,3.0,-72.0,0.0,0.0,0.0,,4,,620
5010,Lithuania,2,50.0,1.8,3.5,6.0,7.0,6.8,376.0,56.9,16.7,352.0,0.83,0.34,0.18,0.12,1281.0,40.0,854.0,0.0,0.0,0.0,,4,,623
