hist_id,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team,Player
11458,South Korea,41,56.1,3.6,1.5,1.9,5.1,5.3,321.0,65.8,10.1,159.0,1.85,0.67,0.55,0.34,-6.0,-3.0,99.0,46.3,7.3,0.0,,8,,2773
11459,China,6,50.0,3.0,1.0,3.0,8.0,4.4,290.0,66.0,10.6,177.0,,0.51,0.27,0.29,,,,0.0,0.0,0.0,,8,,2781
11460,Croatia,50,68.0,4.3,4.7,2.3,5.4,9.7,468.0,59.7,25.8,509.0,1.11,0.39,0.32,0.13,353.0,14.0,575.0,26.0,2.0,0.0,4.0,8,,2789
11461,Unknown,3,0.0,0.7,2.7,6.0,1.3,5.4,321.0,70.8,26.7,447.0,0.48,0.35,0.0,0.17,-1842.0,-43.0,-1239.0,0.0,33.3,0.0,,8,,2798
11462,Sweden,20,50.0,3.7,2.7,2.8,7.5,7.4,365.0,62.5,23.8,442.0,0.85,0.36,0.15,0.16,-366.0,-0.0,-52.0,20.0,0.0,0.0,5.0,8,,2801
11463,Russia,17,52.9,2.8,3.8,3.4,5.6,8.3,412.0,66.1,28.3,541.0,1.0,0.43,0.22,0.18,366.0,3.0,221.0,29.4,23.5,0.0,5.0,8,,2807
11464,Slovakia,20,70.0,3.8,3.6,2.2,4.6,9.0,428.0,59.4,23.8,427.0,1.0,0.38,0.21,0.17,136.0,-1.0,-29.0,35.0,0.0,0.0,,8,,2816
11465,South Korea,34,70.6,6.0,4.2,1.6,5.2,10.0,453.0,67.7,28.2,496.0,1.27,0.42,0.28,0.14,101.0,12.0,58.0,35.3,5.9,0.0,4.0,8,,2828
11466,South Korea,12,25.0,1.7,1.8,3.7,4.3,8.5,368.0,59.7,25.5,394.0,1.22,0.51,0.32,0.23,-871.0,-12.0,-557.0,33.3,8.3,0.0,,8,,2838
11467,Taiwan,37,45.9,2.3,1.9,2.8,4.5,7.4,358.0,54.1,22.1,373.0,0.97,0.48,0.16,0.17,-306.0,-7.0,-189.0,13.5,10.8,0.0,5.0,8,,2844
11468,Portugal,23,82.6,7.7,1.6,1.6,10.4,0.7,289.0,73.8,15.7,320.0,2.26,1.07,0.34,0.33,642.0,-6.0,683.0,30.4,13.0,0.0,,8,,2847
11469,Unknown,3,0.0,1.2,2.0,4.3,3.3,8.6,374.0,47.5,15.5,276.0,0.94,0.42,0.2,0.21,-101.0,-4.0,-52.0,0.0,33.3,0.0,1.0,8,,2849
11470,Chile,28,60.7,2.7,3.0,2.6,4.0,7.7,364.0,46.7,22.1,410.0,1.1,0.5,0.19,0.2,-256.0,-6.0,-175.0,14.3,7.1,0.0,17.0,8,,2852
11471,South Korea,25,76.0,6.9,1.0,1.5,9.2,1.5,279.0,62.8,10.3,207.0,2.35,1.2,0.33,0.37,623.0,6.0,318.0,20.0,4.0,0.0,,8,,2854
11472,USA,22,27.3,2.4,1.8,2.5,4.2,9.2,390.0,67.8,29.1,419.0,1.13,0.45,0.3,0.21,-58.0,-0.0,-183.0,36.4,4.5,0.0,1.0,8,,2855
11473,Unknown,15,6.7,0.7,2.0,5.8,2.2,6.9,332.0,42.5,22.0,362.0,0.78,0.43,0.09,0.17,-1585.0,-14.0,-1122.0,0.0,20.0,0.0,3.0,8,,2861
11474,South Korea,35,51.4,2.5,1.9,3.0,5.6,7.4,363.0,50.2,18.2,352.0,,0.44,0.13,0.22,,,,0.0,0.0,0.0,,8,,2872
11475,Unknown,26,26.9,2.2,1.8,3.3,5.6,4.3,294.0,69.0,13.3,227.0,1.67,0.68,0.41,0.39,-453.0,-11.0,-552.0,23.1,15.4,0.0,3.0,8,,2874
11476,Unknown,14,14.3,1.3,2.1,4.4,3.7,7.3,341.0,51.7,23.4,370.0,0.77,0.37,0.1,0.07,-552.0,-13.0,-515.0,21.4,14.3,0.0,3.0,8,,2875
11477,Unknown,17,23.5,1.7,0.9,5.2,7.8,1.1,242.0,56.2,12.5,268.0,2.08,1.07,0.29,0.36,-234.0,1.0,-7.0,23.5,11.8,0.0,,8,,2876
11478,Unknown,2,0.0,2.3,2.0,4.0,7.0,7.4,366.0,60.3,24.4,584.0,0.95,0.42,0.12,0.18,-722.0,0.0,-12.0,50.0,0.0,0.0,,8,,2879
11479,Germany,35,57.1,4.1,3.2,1.9,4.7,8.9,408.0,62.3,27.6,493.0,1.13,0.52,0.26,0.21,28.0,1.0,193.0,28.6,8.6,0.0,11.0,8,,2884
11480,Unknown,44,36.4,2.7,2.3,2.2,3.6,9.6,419.0,58.1,26.1,393.0,1.28,0.49,0.41,0.16,-222.0,-2.0,69.0,25.0,2.3,0.0,3.0,8,,2888
11481,Australia,21,4.8,2.6,2.1,2.2,3.6,9.5,414.0,66.7,31.2,490.0,1.03,0.43,0.23,0.18,-113.0,4.0,31.0,14.3,4.8,0.0,4.0,8,,2890
11482,Australia,21,38.1,2.6,1.4,2.8,5.9,4.3,301.0,66.7,12.7,201.0,1.69,0.71,0.41,0.4,-230.0,-5.0,-171.0,33.3,9.5,0.0,,8,,2891
11483,Greece,18,61.1,5.4,3.2,1.5,4.9,8.4,392.0,71.1,28.4,514.0,1.19,0.46,0.29,0.19,164.0,10.0,242.0,44.4,0.0,0.0,5.0,8,17,2897
11484,France,13,53.8,2.8,0.6,2.4,6.1,1.1,241.0,73.1,10.6,159.0,2.14,1.25,0.35,0.47,-61.0,-3.0,139.0,30.8,15.4,0.0,,8,17,2900
11485,USA,30,70.0,4.4,4.0,2.4,6.8,8.8,418.0,70.2,26.1,534.0,1.04,0.45,0.25,0.26,-506.0,-7.0,5.0,16.7,10.0,0.0,5.0,8,,2904
11486,Unknown,12,33.3,3.2,1.9,2.0,4.5,7.5,347.0,56.4,20.7,325.0,0.93,0.44,0.15,0.13,-520.0,-15.0,-302.0,33.3,0.0,0.0,3.0,8,,2908
11487,China,38,28.9,3.1,3.2,2.2,3.7,10.3,450.0,69.7,31.2,540.0,,0.36,0.47,0.08,,,,0.0,0.0,0.0,,8,,2919
11488,Poland,29,55.2,5.1,4.6,1.8,4.7,9.3,448.0,66.5,31.4,575.0,1.22,0.44,0.32,0.16,259.0,2.0,149.0,41.4,0.0,0.0,13.0,8,,2921
11489,Vietnam,2,0.0,1.3,3.5,6.0,4.5,7.6,379.0,41.4,17.7,297.0,0.87,0.51,0.1,0.2,-590.0,-1.0,-1288.0,0.0,50.0,0.0,,8,,2926
11490,South Korea,1,0.0,1.0,1.0,2.0,1.0,5.0,281.0,100.0,14.7,146.0,1.38,0.66,0.33,0.55,-228.0,1.0,-180.0,0.0,0.0,0.0,,8,,2928
11491,Ukraine,20,75.0,3.4,5.5,3.3,5.7,7.4,426.0,64.8,29.7,622.0,0.99,0.4,0.17,0.1,918.0,16.0,590.0,30.0,15.0,0.0,18.0,8,,2933
11492,Unknown,16,25.0,2.3,0.6,3.5,7.3,1.3,234.0,68.5,9.6,196.0,,1.33,0.32,0.39,,,,,,0.0,,8,,2934
11493,Poland,14,21.4,1.7,0.9,3.2,4.5,1.2,244.0,58.4,12.1,168.0,1.97,1.23,0.21,0.36,67.0,2.0,303.0,7.1,14.3,0.0,1.0,8,,2936
11494,Chile,21,33.3,2.3,2.6,3.7,5.9,4.9,319.0,70.1,15.0,277.0,1.61,0.58,0.4,0.4,94.0,6.0,103.0,33.3,4.8,0.0,6.0,8,,2939
11495,Malaysia,23,47.8,2.8,2.8,3.4,6.6,5.3,346.0,66.1,16.5,313.0,1.44,0.58,0.26,0.29,-110.0,-0.0,-7.0,34.8,17.4,0.0,6.0,8,,2943
11496,China,13,61.5,3.9,1.3,2.9,10.1,1.3,267.0,66.7,9.2,181.0,,1.6,0.36,0.46,,,,,,0.0,,8,,2949
11497,Sweden,3,0.0,1.4,1.0,5.0,6.0,7.5,346.0,56.7,22.9,415.0,0.87,0.49,0.17,0.28,-1507.0,-18.0,-1049.0,0.0,33.3,0.0,1.0,8,,2958
11498,Poland,18,66.7,4.1,2.9,2.4,6.8,8.4,402.0,59.1,24.9,474.0,0.94,0.49,0.09,0.18,333.0,10.0,170.0,38.9,5.6,0.0,5.0,8,,2961
11499,Unknown,22,31.8,2.0,0.8,3.5,6.2,1.7,245.0,72.0,9.5,145.0,,1.43,0.24,0.43,,,,0.0,0.0,0.0,,8,,2964
11500,New Zeland,24,66.7,5.4,4.4,1.9,5.7,10.1,482.0,64.7,28.0,527.0,1.23,0.43,0.37,0.2,1054.0,22.0,498.0,29.2,12.5,0.0,6.0,8,,2976
11501,Portugal,9,33.3,2.5,0.4,2.4,5.6,0.9,215.0,58.0,8.6,146.0,1.79,0.97,0.25,0.32,-579.0,-7.0,-641.0,0.0,11.1,0.0,,8,26,2977
11502,Spain,1,0.0,3.7,1.0,3.0,10.0,9.6,388.0,78.6,20.3,422.0,1.0,0.31,0.39,0.18,-434.0,-9.0,-228.0,0.0,0.0,0.0,,8,22,2980
11503,Turkey,25,56.0,3.0,3.5,2.9,5.2,7.7,391.0,51.9,23.8,461.0,0.97,0.45,0.19,0.14,259.0,3.0,209.0,4.0,8.0,0.0,8.0,8,,2981
11504,Unknown,21,38.1,3.0,2.4,2.0,3.7,10.0,437.0,58.8,25.0,393.0,0.79,0.38,0.2,0.13,-297.0,-1.0,-296.0,19.0,9.5,0.0,3.0,8,,2985
11505,Japan,21,33.3,2.4,1.0,3.0,6.4,1.5,245.0,67.9,8.8,142.0,2.38,1.4,0.39,0.41,313.0,3.0,78.0,33.3,9.5,0.0,1.0,8,,2989
11506,South Korea,5,0.0,2.3,2.8,2.4,2.8,7.2,338.0,62.3,25.4,374.0,1.13,0.69,0.17,0.29,-218.0,-19.0,-508.0,60.0,0.0,0.0,1.0,8,,2990
11507,Unknown,25,52.0,3.4,2.8,3.2,8.2,5.3,350.0,71.8,17.2,333.0,1.45,0.6,0.3,0.39,315.0,9.0,489.0,40.0,20.0,1.0,6.0,8,,2992
11508,Japan,3,33.3,2.4,2.7,3.0,4.7,7.0,343.0,50.6,19.2,361.0,1.12,0.5,0.17,0.23,-652.0,-17.0,-540.0,0.0,0.0,0.0,,8,,3004
11509,Czech Republic,31,74.2,5.3,4.9,1.9,5.3,8.5,426.0,65.6,25.1,498.0,1.11,0.45,0.2,0.21,424.0,7.0,473.0,29.0,0.0,1.0,18.0,8,,3007
11510,Brasil,25,68.0,4.5,3.0,2.3,7.4,5.7,364.0,71.9,16.9,342.0,1.71,0.6,0.41,0.31,271.0,4.0,133.0,44.0,12.0,0.0,6.0,8,,3009
11511,Portugal,20,55.0,3.1,2.8,2.3,4.2,7.9,374.0,49.5,22.3,417.0,0.81,0.39,0.15,0.11,7.0,-6.0,-22.0,5.0,10.0,0.0,5.0,8,,3010
11512,South Korea,62,54.8,2.9,2.8,2.5,4.7,8.4,395.0,63.2,21.3,364.0,1.05,0.52,0.19,0.21,-254.0,-6.0,-143.0,33.9,16.1,0.0,22.0,8,,3015
11513,Unknown,27,25.9,2.1,2.3,3.1,4.2,8.9,388.0,68.8,27.0,439.0,1.09,0.43,0.3,0.15,-130.0,-1.0,-278.0,25.9,25.9,1.0,2.0,8,,3018
11514,Sweden,27,66.7,4.0,3.9,2.9,7.8,5.5,374.0,73.1,19.1,388.0,1.38,0.39,0.33,0.24,337.0,4.0,214.0,33.3,18.5,0.0,12.0,8,,3022
11515,Sweden,3,0.0,1.6,2.0,4.0,4.3,4.0,279.0,83.3,13.8,186.0,1.14,0.49,0.27,0.39,-1012.0,-19.0,-667.0,33.3,33.3,0.0,,8,,3023
11516,Poland,37,64.9,4.0,0.9,2.7,9.9,1.3,254.0,72.0,10.9,221.0,2.27,1.18,0.31,0.31,-137.0,-3.0,-269.0,18.9,8.1,0.0,1.0,8,,3024
11517,Japan,21,52.4,3.0,2.8,2.4,4.5,7.6,385.0,54.4,22.5,420.0,0.81,0.39,0.11,0.09,74.0,1.0,-206.0,14.3,19.0,0.0,5.0,8,,3027
11518,Spain,22,45.5,3.2,2.5,2.2,4.5,8.5,400.0,68.8,29.5,529.0,1.05,0.44,0.25,0.24,-401.0,-4.0,-256.0,27.3,4.5,0.0,2.0,8,8,3028
11519,Spain,38,76.3,4.0,3.0,2.6,7.5,4.9,343.0,68.0,15.9,303.0,2.06,0.89,0.41,0.34,77.0,2.0,-23.0,28.9,5.3,0.0,2.0,8,12,3031
11520,Brasil,30,53.3,3.7,0.6,2.4,8.2,1.6,261.0,62.3,11.2,195.0,2.59,1.61,0.39,0.52,128.0,1.0,137.0,26.7,6.7,0.0,,8,,3041
11521,Sweden,48,68.8,5.4,3.8,2.0,6.8,9.4,451.0,63.6,23.3,470.0,1.43,0.53,0.43,0.17,-69.0,0.0,79.0,25.0,2.1,0.0,7.0,8,,3053
11522,Unknown,16,43.8,3.8,2.1,1.8,4.6,7.7,367.0,49.8,17.8,323.0,0.99,0.52,0.16,0.19,-174.0,-3.0,-78.0,18.8,12.5,0.0,,8,,3058
11523,Unknown,11,0.0,1.3,2.0,3.6,2.5,7.5,348.0,51.1,27.0,438.0,0.54,0.38,0.06,0.16,-1046.0,-1.0,-806.0,9.1,0.0,0.0,5.0,8,,3061
11524,Peru,27,51.9,3.4,3.9,2.5,4.8,9.2,434.0,64.4,29.6,554.0,1.27,0.48,0.31,0.15,-212.0,-5.0,-131.0,11.1,14.8,0.0,3.0,8,,3065
11525,Taiwan,41,73.2,2.7,2.6,2.3,3.6,8.6,413.0,52.7,23.6,436.0,0.9,0.39,0.14,0.12,496.0,7.0,261.0,22.0,12.2,0.0,17.0,8,,3069
11526,Portugal,21,33.3,2.1,4.7,4.6,5.1,8.4,418.0,57.6,25.6,482.0,0.86,0.28,0.2,0.07,27.0,8.0,85.0,19.0,19.0,0.0,3.0,8,,3071
11527,South Korea,3,33.3,4.0,0.7,2.7,10.0,3.7,302.0,67.8,17.8,252.0,1.99,1.32,0.31,0.38,-410.0,5.0,-177.0,33.3,33.3,0.0,,8,,3073
11528,USA,7,14.3,1.9,4.1,4.1,3.9,7.2,365.0,69.5,30.7,548.0,0.96,0.45,0.2,0.18,-530.0,-11.0,-432.0,28.6,0.0,0.0,7.0,8,,3074
11529,Italy,20,50.0,3.5,4.6,3.2,6.6,8.1,414.0,71.4,26.3,509.0,1.22,0.38,0.3,0.14,-229.0,-2.0,86.0,35.0,5.0,0.0,,8,,3083
11530,Portugal,26,50.0,3.7,1.0,2.8,9.5,1.1,247.0,79.3,10.6,182.0,2.44,1.52,0.32,0.46,98.0,1.0,-127.0,11.5,3.8,0.0,,8,18,3088
11531,South Korea,5,40.0,1.4,1.6,3.6,3.4,7.7,351.0,59.0,20.0,314.0,1.21,0.47,0.34,0.15,-1231.0,-28.0,-604.0,40.0,20.0,0.0,2.0,8,,3093
11532,Unknown,18,44.4,3.3,2.3,3.4,9.1,1.3,287.0,65.6,11.8,266.0,2.01,1.09,0.23,0.29,334.0,-1.0,347.0,27.8,16.7,0.0,,8,,3094
11533,USA,16,25.0,4.4,3.6,1.9,4.6,8.8,407.0,75.5,24.0,437.0,0.86,0.33,0.21,0.11,-269.0,3.0,-32.0,6.3,6.3,0.0,2.0,8,,3100
11534,Brasil,2,0.0,3.5,2.5,2.0,4.5,8.9,386.0,63.3,24.1,320.0,0.74,0.45,0.08,0.19,-584.0,-15.0,-536.0,0.0,0.0,0.0,,8,,3111
11535,South Korea,30,60.0,3.3,2.4,2.5,5.7,5.3,338.0,68.1,16.5,289.0,1.84,0.75,0.41,0.38,214.0,3.0,226.0,46.7,3.3,0.0,7.0,8,,3113
11536,South Korea,4,75.0,6.3,1.8,0.8,3.0,9.3,406.0,43.4,20.0,306.0,1.17,0.47,0.27,0.22,-498.0,0.0,470.0,0.0,0.0,0.0,1.0,8,,3117
11537,Turkey,10,70.0,2.7,2.1,3.7,7.8,4.5,314.0,66.6,12.6,238.0,1.62,0.45,0.51,0.3,-506.0,-7.0,-340.0,30.0,20.0,0.0,,8,,3122
11538,Brasil,34,67.6,2.6,3.2,2.8,4.2,7.9,402.0,52.2,25.0,464.0,1.02,0.47,0.15,0.15,-34.0,-1.0,-100.0,26.5,20.6,0.0,17.0,8,,3123
11539,Taiwan,18,44.4,2.8,2.0,2.3,4.3,7.4,354.0,64.9,20.2,332.0,0.93,0.46,0.16,0.17,-360.0,-19.0,-135.0,22.2,22.2,0.0,1.0,8,,3124
11540,Thailand,25,76.0,4.1,3.2,2.0,5.0,8.7,427.0,47.3,21.1,424.0,0.96,0.46,0.15,0.13,1022.0,18.0,562.0,20.0,20.0,0.0,20.0,8,,3125
11541,Unknown,18,33.3,2.3,2.6,3.2,4.9,7.2,360.0,58.0,23.8,442.0,0.85,0.4,0.14,0.15,-457.0,-5.0,-238.0,11.1,27.8,0.0,3.0,8,,3128
11542,Australia,25,60.0,4.7,0.9,2.3,9.8,1.2,254.0,68.6,9.5,180.0,2.39,1.6,0.31,0.52,81.0,2.0,136.0,12.0,8.0,0.0,1.0,8,,3130
11543,Poland,36,58.3,6.4,3.1,1.4,6.1,8.8,403.0,72.8,29.5,550.0,0.85,0.36,0.18,0.09,-92.0,-5.0,-59.0,30.6,8.3,0.0,4.0,8,19,3133
11544,Japan,21,52.4,2.8,3.0,2.9,5.0,8.1,380.0,63.4,22.5,428.0,0.99,0.41,0.25,0.18,-237.0,-2.0,9.0,19.0,9.5,0.0,1.0,8,,3135
11545,Vietnam,32,28.1,1.9,0.6,3.1,5.3,1.2,222.0,51.5,7.4,118.0,2.27,1.55,0.35,0.43,-334.0,3.0,-404.0,6.3,6.3,0.0,1.0,8,,3139
11546,Romania,8,62.5,4.2,2.9,2.4,7.0,4.0,324.0,61.4,16.3,307.0,2.02,1.01,0.41,0.41,338.0,30.0,589.0,25.0,12.5,0.0,3.0,8,,3140
11547,South Korea,60,53.3,3.5,4.1,3.0,6.4,7.9,394.0,63.6,25.5,554.0,1.16,0.44,0.26,0.23,266.0,8.0,44.0,3.3,1.7,0.0,6.0,8,,3142
11548,Turkey,10,30.0,3.2,2.4,2.6,5.8,4.8,322.0,70.4,16.6,240.0,1.0,0.35,0.23,0.2,241.0,5.0,157.0,30.0,0.0,0.0,3.0,8,,3148
11549,South Korea,49,14.3,2.5,2.7,2.3,2.9,9.9,423.0,69.4,29.3,453.0,1.4,0.5,0.46,0.21,72.0,-1.0,-81.0,20.4,6.1,0.0,4.0,8,,3149
11550,Unknown,2,50.0,0.5,0.0,6.5,3.5,3.7,243.0,19.4,10.9,161.0,1.19,0.47,0.28,0.31,-1268.0,-18.0,-943.0,0.0,0.0,0.0,,8,,3153
11551,Czech Republic,15,40.0,2.8,0.8,4.0,10.5,1.4,253.0,69.4,9.9,193.0,2.11,1.39,0.19,0.49,96.0,3.0,78.0,26.7,0.0,0.0,,8,,3165
11552,South Korea,37,56.8,2.3,2.7,3.1,4.4,8.0,394.0,54.5,25.4,465.0,1.09,0.54,0.19,0.23,45.0,-0.0,-24.0,18.9,35.1,0.0,12.0,8,,3166
11553,South Korea,44,54.5,5.3,3.2,1.3,3.9,10.4,456.0,76.8,31.6,489.0,1.71,0.55,0.55,0.21,265.0,3.0,-55.0,43.2,2.3,0.0,1.0,8,,3167
11554,Germany,14,42.9,3.1,2.9,2.4,4.4,5.5,352.0,68.5,17.9,296.0,1.58,0.52,0.36,0.27,438.0,4.0,518.0,50.0,7.1,0.0,7.0,8,,3168
11555,Unknown,6,16.7,1.5,0.8,4.2,5.5,4.8,301.0,72.0,9.7,168.0,1.58,0.63,0.4,0.23,-359.0,-1.0,-296.0,16.7,0.0,0.0,1.0,8,,3172
11556,Turkey,14,28.6,2.5,2.9,2.4,3.1,9.1,417.0,66.0,30.5,472.0,0.89,0.35,0.22,0.12,230.0,-1.0,38.0,14.3,7.1,0.0,2.0,8,,3176
11557,Australia,25,60.0,4.0,4.5,2.5,5.4,9.2,427.0,64.0,26.6,495.0,0.94,0.31,0.22,0.19,222.0,9.0,392.0,20.0,8.0,0.0,7.0,8,,3177
11558,Poland,29,55.2,3.7,1.8,2.6,8.0,4.4,316.0,70.8,9.5,168.0,1.69,0.58,0.43,0.4,-81.0,-5.0,-22.0,55.2,17.2,0.0,2.0,8,,3180
11559,Portugal,16,12.5,1.2,2.4,4.6,3.0,7.0,333.0,41.8,20.9,351.0,0.67,0.35,0.09,0.13,-648.0,-10.0,-553.0,18.8,18.8,0.0,4.0,8,,3182
11560,Unknown,19,47.4,2.7,3.1,2.5,3.8,8.4,388.0,67.1,25.7,445.0,1.07,0.51,0.22,0.24,-246.0,-11.0,-133.0,15.8,5.3,0.0,3.0,8,,3186
11561,Serbia and Montenegro,14,28.6,2.7,2.1,2.7,5.3,4.5,311.0,69.6,14.7,239.0,1.61,0.76,0.3,0.39,-94.0,-13.0,-378.0,50.0,0.0,0.0,2.0,8,,3190
11562,Sweden,19,47.4,3.5,5.7,3.3,5.6,9.4,468.0,67.5,28.1,569.0,1.19,0.38,0.32,0.13,634.0,17.0,163.0,52.6,5.3,0.0,3.0,8,,3205
11563,Russia,24,62.5,6.1,1.8,1.8,9.1,1.8,291.0,66.6,11.1,223.0,2.26,1.23,0.37,0.35,426.0,7.0,161.0,16.7,4.2,0.0,1.0,8,,3214
11564,Croatia,19,36.8,2.8,2.3,2.2,3.8,8.2,378.0,52.5,22.2,410.0,1.04,0.56,0.17,0.24,-184.0,-3.0,-112.0,15.8,5.3,0.0,2.0,8,,3217
11565,Italy,1,100.0,3.3,7.0,6.0,13.0,7.4,514.0,45.5,19.8,816.0,0.47,0.2,0.17,0.0,-180.0,-17.0,-2364.0,100.0,0.0,0.0,1.0,8,,3223
11566,France,28,57.1,4.2,4.5,2.4,5.5,8.4,421.0,63.3,25.9,470.0,1.14,0.52,0.2,0.3,868.0,8.0,517.0,32.1,14.3,0.0,20.0,8,,3233
11567,Spain,7,42.9,3.7,2.4,1.9,4.4,8.9,410.0,57.0,24.1,374.0,1.11,0.4,0.34,0.15,258.0,3.0,112.0,14.3,0.0,0.0,1.0,8,17,3236
11568,Spain,18,33.3,3.1,3.4,2.1,3.0,9.5,425.0,61.2,25.5,448.0,0.9,0.34,0.24,0.11,-176.0,4.0,-10.0,0.0,0.0,0.0,,8,26,3239
11569,South Korea,52,42.3,4.5,2.8,1.5,3.7,10.0,431.0,62.4,29.9,487.0,1.16,0.34,0.36,0.12,-103.0,2.0,13.0,19.2,9.6,0.0,,8,,3243
11570,Denmark,22,27.3,4.0,1.9,1.7,5.0,4.8,304.0,82.5,14.6,204.0,1.73,0.66,0.44,0.3,121.0,6.0,221.0,68.2,4.5,0.0,1.0,8,,3245
11571,Lithuania,21,76.2,4.0,4.7,2.3,4.4,9.3,451.0,54.4,23.9,490.0,1.19,0.41,0.29,0.13,657.0,9.0,92.0,14.3,4.8,0.0,11.0,8,,3254
11572,Czech Republic,13,38.5,3.7,3.3,3.1,8.1,4.7,329.0,76.9,15.8,303.0,1.95,0.81,0.39,0.3,154.0,-3.0,35.0,23.1,0.0,0.0,,8,,3263
11573,Germany,23,43.5,2.3,2.6,2.3,2.6,7.8,380.0,50.2,20.3,355.0,0.83,0.4,0.13,0.18,37.0,-3.0,-186.0,13.0,4.3,0.0,3.0,8,8,3265
11574,Austria,15,40.0,2.8,3.0,2.7,4.6,8.6,395.0,63.8,29.1,574.0,0.83,0.39,0.15,0.17,-14.0,1.0,-140.0,0.0,0.0,0.0,5.0,8,,3266
11575,South Korea,35,37.1,2.6,1.5,2.7,5.7,4.5,302.0,66.9,12.9,196.0,1.95,0.86,0.44,0.35,-79.0,-2.0,5.0,45.7,11.4,0.0,,8,,3272
11576,South Korea,44,59.1,4.4,3.7,2.0,5.1,8.5,410.0,63.2,26.5,486.0,,0.48,0.34,0.19,,,,0.0,0.0,0.0,,8,,3274
11577,Slovakia,12,50.0,4.5,3.0,2.6,8.7,4.6,334.0,73.8,15.8,301.0,1.76,0.65,0.37,0.29,338.0,8.0,453.0,25.0,0.0,0.0,2.0,8,,3281
11578,Poland,16,43.8,3.3,3.6,2.7,5.4,8.9,411.0,65.4,26.1,461.0,1.07,0.44,0.21,0.15,307.0,19.0,464.0,0.0,0.0,0.0,7.0,8,,3288
11579,South Korea,7,71.4,3.6,0.9,2.4,8.0,1.4,255.0,69.5,7.3,123.0,2.45,1.64,0.42,0.51,152.0,-4.0,489.0,42.9,0.0,0.0,,8,,3293
11580,Unknown,15,26.7,1.7,3.5,4.5,4.3,6.6,358.0,45.9,20.1,424.0,0.94,0.46,0.13,0.21,-337.0,-16.0,110.0,20.0,13.3,0.0,9.0,8,,3298
11581,South Korea,5,20.0,1.4,1.6,3.0,2.6,4.6,289.0,84.6,17.5,265.0,1.52,0.81,0.31,0.42,-496.0,-14.0,-458.0,0.0,0.0,0.0,1.0,8,,3299
11582,Unknown,18,44.4,3.0,3.3,3.7,8.0,5.3,358.0,65.1,15.8,360.0,1.21,0.38,0.29,0.29,382.0,9.0,579.0,22.2,11.1,0.0,7.0,8,,3300
11583,Poland,37,64.9,3.8,3.8,2.4,5.4,9.4,436.0,59.9,28.5,573.0,1.16,0.44,0.22,0.19,222.0,11.0,296.0,10.8,10.8,0.0,18.0,8,,3301
11584,Poland,19,36.8,3.1,1.9,2.6,6.3,4.8,311.0,68.0,14.0,259.0,1.55,0.62,0.4,0.36,-117.0,1.0,-38.0,42.1,0.0,0.0,2.0,8,,3302
11585,Denmark,4,25.0,2.7,2.8,2.3,3.3,7.8,363.0,44.7,19.3,324.0,1.02,0.42,0.15,0.16,189.0,-16.0,-697.0,0.0,0.0,0.0,2.0,8,,3309
11586,Spain,12,75.0,4.0,2.6,2.1,5.8,7.7,390.0,55.4,23.5,487.0,1.21,0.53,0.17,0.2,178.0,-1.0,-187.0,0.0,8.3,0.0,2.0,8,,3310
11587,South Korea,3,33.3,2.4,1.0,1.7,3.0,5.5,312.0,60.6,14.3,169.0,1.5,0.53,0.45,0.36,-218.0,1.0,-104.0,66.7,0.0,0.0,,8,,3314
11588,China,18,83.3,3.8,5.3,2.9,5.7,8.2,474.0,62.8,29.2,621.0,0.76,0.34,0.14,0.06,1680.0,15.0,748.0,22.2,16.7,0.0,22.0,8,,3330
11589,Italy,9,55.6,3.2,3.6,2.9,5.6,5.7,354.0,62.9,18.9,369.0,1.7,0.43,0.63,0.44,75.0,5.0,-2.0,33.3,0.0,0.0,,8,,3331
11590,Argentina,26,53.8,4.4,0.5,1.9,7.9,1.2,250.0,68.8,9.7,177.0,2.21,1.36,0.24,0.47,176.0,-2.0,321.0,38.5,0.0,0.0,,8,,3332
11591,Norway,14,64.3,4.6,1.9,2.1,7.6,4.3,312.0,68.9,10.9,226.0,1.8,0.89,0.35,0.39,179.0,-4.0,-125.0,64.3,14.3,0.0,2.0,8,17,3345
11592,Italy,14,14.3,2.2,0.9,3.2,6.3,0.7,225.0,69.8,9.3,147.0,1.98,1.11,0.26,0.31,-145.0,2.0,-199.0,42.9,7.1,0.0,,8,,3348
11593,France,28,57.1,4.8,2.5,1.7,5.6,7.0,362.0,51.2,18.8,333.0,0.93,0.48,0.11,0.2,17.0,-6.0,-78.0,17.9,0.0,0.0,8.0,8,,3353
11594,Czech Republic,20,65.0,4.5,3.5,2.0,5.6,8.1,395.0,55.9,27.3,528.0,0.95,0.31,0.2,0.12,-57.0,-6.0,67.0,10.0,15.0,0.0,11.0,8,,3359
11595,Taiwan,35,31.4,3.0,0.7,2.6,7.1,1.6,243.0,71.9,9.5,159.0,2.35,1.55,0.28,0.47,16.0,1.0,117.0,28.6,2.9,0.0,,8,,3360
