Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Akeno, VN,29,41.4%,2,1.1,4.6,8.2,1.3,270,61.5%,13.7,293,2.37,1.18,0.37,0.36,-94,-5,-182,17.2%,17.2%,0,-,2018 Summer
Akunma, PE,26,61.5%,4.2,2.4,1.7,4.9,8.8,386,51.2%,20.1,423,1.13,0.43,0.18,0.15,-24,1,-143,7.7%,11.5%,0,7,2018 Summer
Albis, TW,27,29.6%,2.3,0.6,2.6,5.4,1.4,232,65.7%,9.9,170,2.9,1.44,0.54,0.48,-82,-5,-311,11.1%,18.5%,0,-,2018 Summer
Alex, TW,36,47.2%,3.7,2.7,2.5,6.5,5.3,332,72%,14.6,257,-,0.39,0.47,0.33,-,-,-,-,-,0,-,2018 Summer
Alois, NL,3,33.3%,2.1,2.7,3.3,4.3,6.5,320,37%,15.2,338,1.16,0.56,0.18,0.23,201,17,343,0%,0%,0,1,2018 Summer
Aloned, CL,27,51.9%,3.3,2.5,2.0,4.2,8.6,382,58%,25.8,423,1.31,0.58,0.24,0.29,107,-0,32,25.9%,3.7%,0,12,2018 Summer
Alphari, GB,34,52.9%,4.1,2.0,1.7,4.9,7.7,361,59%,22.7,364,1.07,0.52,0.11,0.19,61,-5,-149,8.8%,11.8%,0,8,2018 Summer
Alps,,25,36%,3,2.9,2.5,4.6,8.1,368,65.6%,25.0,481,1.24,0.47,0.23,0.13,-491,-15,-358,12%,4%,0,-,2018 Summer
Altec, CA,14,57.1%,2.6,2.6,2.6,4.1,9.3,403,52.5%,23.1,490,1.08,0.46,0.23,0.12,326,28,222,7.1%,0%,1,-,2018 Summer
Alternative, PT,12,91.7%,7.3,5.4,1.3,4.3,10.0,477,58.8%,32.8,628,1.25,0.45,0.21,0.18,1044,18,691,41.7%,0%,0,2,2018 Summer
Amazing, DE,37,56.8%,2.9,1.6,2.5,5.8,4.6,308,63.3%,11.0,190,1.72,0.63,0.4,0.32,-241,-13,-251,45.9%,2.7%,0,2,2018 Summer
AmazingJ, HK,48,37.5%,2.2,1.5,3.0,5.1,8.5,370,61.9%,23.4,428,-,0.46,0.13,0.13,-,-,-,-,-,0,-,2018 Summer
Ambition, KR,32,53.1%,2.7,1.1,2.0,4.3,5.1,307,70.6%,9.9,156,1.61,0.45,0.47,0.32,-29,1,56,25%,9.4%,0,1,2018 Summer
AnDa, CA,39,51.3%,3.7,2.5,2.3,6.0,5.5,341,69.3%,14.2,260,1.76,0.53,0.46,0.36,60,2,38,41%,5.1%,0,3,2018 Summer
Anderu,,7,42.9%,1.6,2.7,3.6,3.1,8.1,372,51.4%,20.3,368,0.66,0.31,0.14,0.12,-987,-19,-572,0%,28.6%,0,1,2018 Summer
Andreus,,7,14.3%,1.5,0.6,3.6,4.7,7.3,325,57.8%,22.7,353,1.14,0.57,0.12,0.19,-846,-17,-226,0%,42.9%,0,1,2018 Summer
Andybendy, US,6,33.3%,4.3,3.0,1.7,4.2,9.4,405,54.9%,29.4,530,1.16,0.45,0.34,0.14,15,-7,-222,16.7%,0%,0,2,2018 Summer
Anechek, UA,14,14.3%,1.4,1.9,4.1,3.9,4.9,303,63%,14.5,268,1.3,0.55,0.29,0.29,-624,-11,-492,21.4%,14.3%,0,4,2018 Summer
Anex, TW,32,28.1%,3.1,2.2,1.8,3.4,9.8,402,58.1%,28.7,488,1.37,0.48,0.28,0.17,-268,4,108,12.5%,15.6%,0,2,2018 Summer
Angel, CN,36,55.6%,4.2,3.5,2.1,5.4,9.1,398,59.1%,22.6,404,-,0.63,0.24,0.35,-,-,-,-,-,1,-,2018 Summer
Anyyy, BR,22,40.9%,3.7,3.0,1.8,3.8,9.3,395,55.5%,23.1,377,1.05,0.5,0.13,0.2,188,22,472,13.6%,4.5%,0,3,2018 Summer
Aodi, CN,41,24.4%,1.7,2.2,3.8,4.2,8.3,361,58.3%,22.3,382,-,0.5,0.16,0.18,-,-,-,-,-,0,-,2018 Summer
Aoi Haru, RU,14,14.3%,1.4,1.4,3.4,3.4,8.1,350,55.7%,23.6,444,0.87,0.41,0.1,0.08,-257,-2,-218,0%,14.3%,0,2,2018 Summer
Apex, TW,24,29.2%,2.6,2.4,2.3,3.5,9.0,373,67.5%,25.2,435,1.09,0.48,0.22,0.22,-95,-3,59,4.2%,8.3%,0,5,2018 Summer
Aphromoo, US,42,50%,2.9,0.7,2.9,7.7,1.3,238,66.7%,7.2,127,2.33,1.26,0.35,0.44,-23,0,97,14.3%,7.1%,0,1,2018 Summer
Apollo, US,21,38.1%,3.1,3.4,2.3,3.9,9.3,406,62.6%,25.5,469,1.29,0.49,0.32,0.16,-245,-6,-245,19%,9.5%,0,3,2018 Summer
Arce,,40,62.5%,4.3,0.8,2.4,9.4,1.6,260,74.5%,8.0,161,2.5,1.34,0.35,0.46,212,0,142,30%,12.5%,0,2,2018 Summer
Archie, VN,35,54.3%,3.5,1.4,3.0,9.1,1.8,262,64.3%,8.6,167,2.06,1.01,0.32,0.24,133,2,342,17.1%,8.6%,0,-,2018 Summer
Archie2b, RU,14,14.3%,2,0.4,2.7,5.1,1.6,222,62.7%,8.5,158,2.3,1.33,0.33,0.41,-116,-1,-199,28.6%,0%,0,-,2018 Summer
Argpetr,,2,0%,0.3,0.0,4.5,1.5,0.4,194,37.5%,14.0,223,1.7,1.01,0.22,0.24,-217,-8,51,0%,0%,0,-,2018 Summer
Armao, US,41,53.7%,3.9,1.7,2.0,6.0,4.9,317,67.2%,9.4,182,1.28,0.47,0.24,0.34,-222,-6,-134,39%,9.8%,0,3,2018 Summer
Armut, TR,33,51.5%,3,3.0,2.6,4.7,8.5,390,62.7%,26.6,454,1.17,0.49,0.17,0.12,301,6,352,24.2%,12.1%,0,12,2018 Summer
ArrHedge,,16,37.5%,4.1,2.9,2.3,6.3,8.2,379,62.1%,24.9,497,1.15,0.51,0.18,0.21,-35,-3,380,6.3%,0%,0,7,2018 Summer
Arrow, KR,18,50%,4.6,2.0,1.2,3.7,8.7,384,52.5%,23.7,442,1.6,0.48,0.43,0.19,7,-6,-80,11.1%,5.6%,0,-,2018 Summer
Art, KR,15,26.7%,2.9,2.6,1.8,2.6,9.2,386,63.6%,28.3,479,1.15,0.36,0.3,0.15,149,3,-31,26.7%,6.7%,0,-,2018 Summer
Artifact, VN,36,61.1%,3.1,4.2,3.0,5.1,9.3,434,60.9%,26.5,513,0.95,0.4,0.12,0.12,271,9,77,22.2%,19.4%,0,19,2018 Summer
Asper, KR,1,0%,3,1.0,2.0,5.0,2.0,263,60%,4.4,65,3.31,1.98,0.6,0.7,-579,20,146,0%,0%,0,-,2018 Summer
Athena, KR,11,27.3%,3.7,2.5,2.1,5.2,8.9,383,75%,30.4,644,-,0.43,0.25,0.2,-,-,-,-,-,0,-,2018 Summer
Atom,,23,56.5%,3.7,2.4,2.5,7.0,7.7,368,51.3%,20.9,415,1.26,0.5,0.17,0.16,219,6,213,13%,8.7%,0,8,2018 Summer
Attila, PT,34,61.8%,5,3.9,1.8,5.1,9.7,444,66.1%,28.2,523,1.53,0.35,0.46,0.1,152,4,-3,14.7%,2.9%,0,-,2018 Summer
Awaker, CZ,1,100%,1.5,3.0,4.0,3.0,5.8,350,37.5%,13.8,337,0.74,0.39,0.04,0.07,-755,-31,-283,0%,100%,0,-,2018 Summer
Aziado, PT,9,55.6%,4.3,1.4,1.8,6.2,7.0,348,54.3%,17.1,354,0.99,0.45,0.09,0.15,404,2,378,22.2%,0%,0,2,2018 Summer
BIG, US,18,50%,2.7,0.2,2.0,5.2,1.2,226,49.2%,7.3,130,2.44,1.51,0.3,0.53,-93,-4,73,11.1%,11.1%,0,-,2018 Summer
BOSS, RU,23,56.5%,3.9,3.1,1.9,4.4,8.5,389,61.2%,21.4,403,1.17,0.48,0.21,0.17,179,8,82,4.3%,13%,0,5,2018 Summer
Babip, AU,35,71.4%,5.4,2.9,2.2,8.8,5.5,362,70.4%,14.7,279,1.36,0.38,0.34,0.24,127,7,220,40%,8.6%,0,11,2018 Summer
Baca, PT,12,50%,5.6,3.3,1.5,5.0,9.2,409,61%,27.1,502,1.29,0.64,0.26,0.24,466,5,365,16.7%,0%,0,4,2018 Summer
Backlund, SE,15,53.3%,3.2,3.8,2.3,3.5,10.0,428,59.5%,26.0,535,0.99,0.44,0.16,0.13,469,16,451,13.3%,0%,0,16,2018 Summer
Badmilk,,21,19%,2.8,0.8,2.5,6.0,1.4,229,67.7%,10.4,158,2.22,1.35,0.31,0.54,-103,-0,-159,33.3%,4.8%,0,1,2018 Summer
Baiano,,24,50%,2.8,1.3,3.3,8.2,1.7,262,69%,10.9,194,2.09,1.18,0.32,0.33,-137,-7,-76,25%,8.3%,0,1,2018 Summer
Bananitoo, GR,6,50%,5.6,1.8,1.5,6.5,9.7,415,64.4%,26.8,466,1.18,0.38,0.29,0.12,-494,-11,-223,0%,33.3%,0,-,2018 Summer
Bang, KR,50,46%,5.5,2.3,1.1,4.1,9.8,414,68.5%,32.2,551,1.29,0.52,0.27,0.17,4,-2,70,24%,2%,0,6,2018 Summer
Baolan, CN,79,72.2%,4.6,1.0,2.2,9.1,1.7,262,68.4%,8.1,163,2.34,1.5,0.28,0.6,86,2,161,5.1%,2.5%,0,-,2018 Summer
Bara,,18,38.9%,2.7,2.9,3.6,6.8,5.2,358,65.2%,15.2,318,1.41,0.48,0.31,0.3,-211,-6,-310,27.8%,27.8%,0,2,2018 Summer
Barcode, EE,28,17.9%,3,2.8,2.2,3.7,9.0,389,57.2%,26.1,474,1.15,0.38,0.3,0.11,-261,-5,-232,14.3%,3.6%,0,1,2018 Summer
Baula, CR,18,61.1%,5,0.4,1.5,7.1,1.6,251,73.2%,8.3,144,2.51,1.74,0.31,0.61,-8,0,-94,22.2%,16.7%,0,-,2018 Summer
Bdd, KR,54,55.6%,4,2.8,1.7,3.9,9.1,392,61.2%,24.9,429,1.07,0.51,0.15,0.2,82,4,39,16.7%,1.9%,0,16,2018 Summer
Beeone,,14,7.1%,1.6,1.8,3.9,4.4,8.8,365,52.1%,28.7,448,0.95,0.41,0.16,0.11,-394,6,2,14.3%,7.1%,0,2,2018 Summer
Ben, KR,11,54.5%,3.4,0.5,2.2,6.9,1.5,248,69.3%,10.2,188,-,1.24,0.22,0.4,-,-,-,-,-,0,-,2018 Summer
Benji,,18,22.2%,3.1,3.4,2.6,4.8,9.1,403,73.7%,29.9,504,0.79,0.27,0.19,0.06,172,2,-103,27.8%,5.6%,0,1,2018 Summer
Benny,,3,0%,0.9,1.7,4.0,2.0,4.3,275,60.2%,10.0,160,1.22,0.53,0.25,0.28,236,1,-178,33.3%,0%,0,-,2018 Summer
Beo,,5,20%,1.7,0.8,3.8,5.6,4.1,283,57.2%,12.9,195,1.6,0.78,0.31,0.38,-1422,-28,-1425,20%,20%,0,-,2018 Summer
Berentt,,8,50%,3.6,2.6,2.3,5.5,7.0,354,61.7%,25.8,476,0.96,0.46,0.14,0.15,339,32,1188,0%,0%,0,3,2018 Summer
Betsy,,18,27.8%,1.9,2.4,3.2,3.8,9.1,380,63.8%,27.7,481,0.95,0.4,0.14,0.15,-219,6,-121,0%,5.6%,0,3,2018 Summer
Betty, TW,44,81.8%,6.9,3.6,1.4,6.3,9.5,444,67.9%,30.2,578,1.32,0.47,0.32,0.18,493,6,292,29.5%,6.8%,0,6,2018 Summer
Bie, VN,5,60%,3.6,1.0,2.8,9.0,0.9,261,68.7%,6.8,119,2.55,1.76,0.3,0.55,-45,-3,-561,0%,0%,0,-,2018 Summer
BigKoro, VN,44,70.5%,5,3.9,1.9,5.7,9.2,431,55%,23.7,514,1.51,0.59,0.29,0.22,408,7,222,20.5%,2.3%,0,5,2018 Summer
BioPanther, AU,37,75.7%,4.8,2.6,1.6,5.2,8.6,394,51.5%,21.1,411,1.1,0.5,0.13,0.15,-57,1,138,13.5%,10.8%,0,7,2018 Summer
Biofrost, CA,18,38.9%,3.6,0.8,2.2,6.9,1.4,242,71.5%,8.6,132,2.56,1.42,0.41,0.44,134,-1,-179,22.2%,5.6%,0,-,2018 Summer
Bismal,,14,7.1%,1.8,0.3,3.4,5.9,0.9,221,60.1%,9.7,143,1.81,1.05,0.22,0.32,-385,-6,-274,0%,14.3%,0,2,2018 Summer
Bjergsen, DK,41,53.7%,5,3.7,1.7,4.5,9.3,405,70.1%,25.2,481,0.95,0.42,0.14,0.17,117,4,187,26.8%,7.3%,1,12,2018 Summer
Blaber, US,32,78.1%,4,2.8,2.4,6.9,5.4,361,77.2%,16.9,333,1.69,0.47,0.39,0.29,238,-5,-26,43.8%,12.5%,0,4,2018 Summer
Blaire,,1,0%,0.5,0.0,6.0,3.0,5.3,263,50%,13.5,198,0.8,0.28,0.08,0.04,-1443,-60,-1984,0%,0%,0,-,2018 Summer
Blanc,,18,38.9%,3.3,2.1,2.4,5.9,8.7,379,66.6%,23.4,399,1.14,0.53,0.17,0.28,16,2,64,44.4%,0%,0,1,2018 Summer
Blazes, VN,35,54.3%,3.6,4.2,2.9,6.4,9.1,422,66.7%,28.9,566,1.15,0.59,0.15,0.19,31,-0,-142,25.7%,17.1%,0,11,2018 Summer
Blizz, PT,12,66.7%,7.3,3.6,1.6,8.0,8.4,400,71%,26.8,535,1.25,0.58,0.21,0.24,-115,-4,-111,25%,8.3%,0,7,2018 Summer
Bloody, FR,10,80%,5.4,1.1,2.0,9.6,4.4,317,75.4%,10.1,196,1.25,0.47,0.26,0.39,-259,-13,-530,40%,10%,0,-,2018 Summer
Blossom,,5,20%,1.5,2.0,3.0,2.4,6.6,348,65.9%,20.5,311,1.41,0.31,0.42,0.25,-28,8,118,60%,0%,0,-,2018 Summer
BoBo, TW,10,50%,3.8,2.1,1.7,4.4,8.2,364,49.1%,22.5,393,1.13,0.46,0.18,0.16,54,-3,-19,10%,20%,0,4,2018 Summer
Brandini, US,27,48.1%,1.8,2.1,3.4,4.1,8.4,382,51.2%,26.0,468,1.11,0.51,0.13,0.18,22,2,-38,22.2%,11.1%,0,7,2018 Summer
Bravo,,6,16.7%,1.2,1.8,4.0,2.8,8.1,349,66.3%,28.1,437,0.62,0.36,0.06,0.08,-335,-4,-96,0%,0%,0,2,2018 Summer
Breaker,,52,44.2%,2.9,2.0,3.0,6.6,4.7,310,69.8%,12.3,210,1.84,0.62,0.52,0.4,-97,0,-80,34.6%,9.6%,0,6,2018 Summer
Breeze,,47,51.1%,5.3,3.0,1.4,4.1,9.6,421,67.2%,31.4,547,1.23,0.4,0.33,0.07,-17,-2,165,19.1%,0%,0,2,2018 Summer
Brizz22, IT,5,60%,11,1.4,0.8,7.4,1.4,246,75.8%,6.7,108,2.5,1.54,0.38,0.49,-89,6,138,60%,0%,0,-,2018 Summer
Broeki,,8,62.5%,4.2,2.0,1.8,5.4,8.9,410,64.8%,26.5,615,0.95,0.37,0.18,0.07,-108,-6,-83,12.5%,12.5%,0,1,2018 Summer
Brokenblade, DE,41,75.6%,3.7,2.9,2.5,6.1,8.3,394,56.5%,20.5,435,1.25,0.62,0.16,0.28,286,7,274,24.4%,17.1%,0,17,2018 Summer
Brook,,1,0%,3.5,3.0,2.0,4.0,8.8,410,70%,24.4,359,1.49,0.47,0.42,0.1,771,16,-38,100%,0%,0,-,2018 Summer
Brosak,,13,69.2%,4.9,1.8,1.5,5.4,7.0,335,51.9%,17.9,360,1.12,0.44,0.15,0.12,-433,-18,-309,7.7%,7.7%,0,1,2018 Summer
Broxah, DK,48,72.9%,7.4,2.8,1.4,7.5,5.3,360,71.7%,11.9,235,1.4,0.47,0.28,0.24,11,-3,141,35.4%,6.3%,0,7,2018 Summer
Brucer, BR,23,47.8%,3.1,2.4,2.8,6.1,8.2,382,61.7%,24.4,441,1.09,0.44,0.21,0.17,-281,3,318,13%,8.7%,0,1,2018 Summer
Brudex, PT,2,100%,11.5,1.5,1.0,10.0,7.6,379,51.7%,18.1,421,1.1,0.41,0.25,0.08,-184,-17,-534,0%,0%,0,-,2018 Summer
Bruno,,8,50%,2,0.6,2.9,5.1,6.9,322,39.1%,19.6,354,0.93,0.4,0.12,0.1,-200,-2,-52,12.5%,12.5%,0,-,2018 Summer
Buggax, UY,29,65.5%,3.5,2.3,2.1,4.9,9.4,410,56.1%,24.7,433,0.91,0.39,0.09,0.11,529,15,204,17.2%,10.3%,0,12,2018 Summer
Bugi, KR,28,53.6%,2.9,2.4,2.3,4.3,5.5,334,66.3%,17.1,278,1.52,0.32,0.45,0.25,155,1,294,35.7%,7.1%,0,8,2018 Summer
Bullet, PL,5,60%,7.7,5.2,1.2,4.0,9.3,430,78.5%,27.2,502,0.72,0.32,0.19,0.11,6,-5,-280,60%,0%,0,-,2018 Summer
Butter,,6,33.3%,1.9,0.8,3.7,6.2,4.7,289,56.3%,11.6,200,1.41,0.51,0.37,0.37,-1079,-22,-1104,33.3%,16.7%,0,-,2018 Summer
Bwipo, BE,37,73%,3.5,3.5,2.7,5.7,8.4,415,61.6%,27.1,525,1.09,0.49,0.15,0.17,165,-0,287,27%,10.8%,0,13,2018 Summer
Bydeki, BR,2,0%,1.2,2.0,4.5,3.5,8.0,348,45.6%,18.7,306,0.74,0.28,0.11,0.06,-204,-2,-280,0%,50%,0,-,2018 Summer
C0ldenfeet,,14,57.1%,5.2,4.5,1.9,5.5,9.2,424,67.9%,28.8,518,1.2,0.47,0.25,0.18,49,1,11,14.3%,14.3%,0,-,2018 Summer
CAT,,55,47.3%,2.6,0.9,3.1,7.1,2.1,257,63.1%,8.2,142,-,1.51,0.43,0.44,-,-,-,-,-,0,-,2018 Summer
CBL, VN,27,14.8%,1.9,1.4,3.7,5.4,1.4,233,56.5%,11.0,177,2.27,1.17,0.35,0.37,-225,-2,-141,22.2%,11.1%,0,2,2018 Summer
CIearG,,19,26.3%,2.9,3.3,2.9,5.2,8.4,400,61.4%,27.0,535,1.04,0.4,0.17,0.09,-0,5,-7,0%,0%,0,6,2018 Summer
Cabochard, FR,34,61.8%,4.4,3.0,2.1,6.1,8.1,387,65.5%,21.1,393,1.12,0.52,0.14,0.22,527,9,413,20.6%,17.6%,0,5,2018 Summer
Cabu, BR,22,40.9%,2.6,1.3,2.9,6.1,1.3,241,78.5%,11.8,178,2.03,1.1,0.28,0.35,-1,-3,209,31.8%,13.6%,0,2,2018 Summer
Caedrel, GB,8,25%,2.1,1.8,3.1,4.8,5.3,325,77%,15.6,242,1.37,0.52,0.31,0.32,-177,-2,-172,25%,25%,0,1,2018 Summer
Cake,,6,33.3%,1.9,1.2,3.2,4.8,7.7,331,48.5%,28.6,593,0.92,0.4,0.13,0.16,-616,-14,-345,0%,33.3%,0,1,2018 Summer
Calm, VN,12,58.3%,3.2,3.6,3.5,7.7,6.8,373,56%,20.9,454,0.89,0.42,0.1,0.09,-50,-14,-126,0%,8.3%,0,6,2018 Summer
Candy, KR,47,48.9%,3.7,3.1,2.2,5.0,8.9,389,67.5%,24.5,434,1.24,0.48,0.24,0.16,174,5,244,27.7%,0%,0,13,2018 Summer
Cao, US,18,33.3%,2.6,3.3,2.7,3.8,9.2,401,63.4%,28.7,479,1.2,0.43,0.25,0.19,114,8,153,16.7%,11.1%,0,2,2018 Summer
Caos, BR,9,11.1%,1.6,1.7,3.3,3.6,4.8,295,60.9%,12.7,189,1.57,0.41,0.48,0.33,-630,-9,-266,11.1%,11.1%,0,1,2018 Summer
Caps, DK,48,72.9%,3.7,4.6,2.6,5.3,9.0,433,67.5%,27.3,522,1.23,0.44,0.25,0.13,456,11,449,25%,8.3%,0,29,2018 Summer
Carbono, ES,18,55.6%,4.9,4.4,2.1,5.6,6.5,407,76.8%,20.9,392,1.5,0.5,0.35,0.27,444,10,467,50%,0%,0,5,2018 Summer
Cariok, BR,22,40.9%,2.4,1.6,2.9,5.3,5.1,315,68.4%,13.2,204,1.58,0.52,0.44,0.44,-542,-22,-901,27.3%,22.7%,0,1,2018 Summer
Carzzy, CZ,33,54.5%,4.8,3.8,1.9,5.5,8.8,409,67.9%,30.2,599,1.13,0.37,0.28,0.18,-249,-9,-327,6.1%,6.1%,0,1,2018 Summer
Caveman,,33,18.2%,2,1.1,3.6,6.0,1.6,234,65.5%,10.6,181,-,1.3,0.37,0.37,-,-,-,-,-,0,-,2018 Summer
Ceikey,,2,0%,1.5,3.5,5.5,5.0,4.5,302,69.9%,15.4,305,1.51,0.36,0.45,0.3,-442,-10,-718,0%,0%,0,-,2018 Summer
Celebrity, VN,36,61.1%,3.9,3.7,2.3,5.3,9.3,435,57.6%,23.9,471,1.01,0.42,0.18,0.13,30,2,-129,19.4%,5.6%,1,5,2018 Summer
Ceros, JP,37,70.3%,4.2,2.6,1.9,5.4,8.8,401,58.3%,28.2,574,1.02,0.58,0.13,0.27,259,10,208,10.8%,13.5%,0,8,2018 Summer
Chapapi, NL,3,33.3%,2.4,6.3,4.7,5.0,7.8,397,76.6%,30.9,654,1.16,0.58,0.09,0.27,155,-1,-389,33.3%,0%,0,3,2018 Summer
Charca, CZ,18,44.4%,2.7,4.8,3.9,5.7,8.5,429,64.4%,31.6,626,0.91,0.33,0.2,0.16,216,11,-113,27.8%,0%,0,5,2018 Summer
Chaser,,16,31.3%,3.6,2.5,2.5,6.6,4.6,313,69.5%,13.7,248,1.42,0.58,0.32,0.38,-306,-19,-547,37.5%,6.3%,0,3,2018 Summer
Chelly, CN,29,31%,2.9,3.4,2.6,4.3,9.1,402,62%,27.0,470,-,0.32,0.34,0.1,-,-,-,-,-,0,-,2018 Summer
Chieftain, KR,35,42.9%,2.7,1.5,2.5,5.3,5.0,317,68.4%,10.4,181,-,0.57,0.45,0.47,-,-,-,-,-,0,-,2018 Summer
Chippys, NZ,24,37.5%,4,3.8,2.2,5.0,9.0,433,65.3%,27.3,511,1.06,0.42,0.11,0.1,185,1,284,12.5%,12.5%,0,9,2018 Summer
ChosenOne, LT,3,33.3%,2.4,1.7,2.3,4.0,7.1,336,68.9%,25.7,437,1.24,0.56,0.16,0.26,553,19,831,33.3%,0%,0,2,2018 Summer
Chovy, KR,48,62.5%,8.2,3.3,1.0,4.9,9.8,416,67.3%,26.4,459,1.17,0.48,0.27,0.13,38,2,153,10.4%,6.3%,0,6,2018 Summer
Chrisberg, DK,3,0%,1.9,6.0,5.7,5.0,9.1,411,83.7%,35.8,869,0.86,0.24,0.27,0.05,-153,13,-241,33.3%,33.3%,0,1,2018 Summer
Ciela,,10,40%,1.9,2.5,3.0,3.1,8.7,382,43.2%,27.2,478,0.99,0.48,0.15,0.17,-347,-4,-345,10%,0%,0,1,2018 Summer
Cinkrof, PL,33,69.7%,4.4,1.8,2.3,8.3,4.2,315,68.3%,11.6,223,1.69,0.64,0.36,0.42,-159,-11,-460,60.6%,0%,0,4,2018 Summer
Claire, AU,37,51.4%,3,4.5,3.3,5.4,8.7,410,70.4%,29.0,575,1.13,0.5,0.18,0.19,99,6,-35,27%,18.9%,0,30,2018 Summer
Claws HD, PT,10,10%,0.9,1.7,4.6,2.6,4.3,285,63.9%,12.0,215,1.31,0.43,0.34,0.3,-1206,-16,-1134,30%,20%,0,1,2018 Summer
ClearLove, CN,32,68.8%,4.9,2.2,1.8,6.9,4.7,327,64.7%,11.9,209,1.49,0.52,0.36,0.36,124,-6,48,3.1%,0%,0,3,2018 Summer
Clever,,1,0%,4,3.0,2.0,5.0,9.3,426,80%,28.6,421,1.25,0.5,0.1,0.05,54,1,-726,0%,0%,0,-,2018 Summer
Clid, KR,70,60%,3.4,2.2,2.4,6.1,5.1,334,67.6%,14.6,272,-,0.58,0.51,0.35,-,-,-,-,-,0,-,2018 Summer
Closer, TR,41,75.6%,4.4,3.8,2.5,7.2,5.7,372,69.1%,16.9,362,1.56,0.52,0.32,0.26,169,-2,79,29.3%,19.5%,0,13,2018 Summer
CoCo,,13,15.4%,1.7,2.4,3.2,3.2,8.5,362,62.4%,23.0,364,-,0.5,0.13,0.19,-,-,-,-,-,0,-,2018 Summer
