Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Aesenar, ES,14,42.9%,3,0.6,3.0,8.3,0.8,218,75.2%,8.9,134,2.54,1.66,0.24,0.56,-92,-3,-25,35.7%,21.4%,0,-,2021 Spring
Aesthetic, SE,23,60.9%,4,3.5,2.6,6.9,6.4,361,66.6%,15.9,332,1.23,0.33,0.28,0.33,149,4,222,43.5%,13%,0,3,2021 Spring
Afm, PT,22,40.9%,5.1,5.5,2.3,6.2,7.7,422,81.8%,31.0,550,1.27,0.45,0.31,0.14,728,5,74,50%,9.1%,0,6,2021 Spring
Agentas, GB,12,33.3%,4.6,3.3,2.6,8.6,6.0,356,73.6%,20.7,402,1.17,0.25,0.34,0.22,7,4,201,50%,16.7%,0,2,2021 Spring
Agnar, NO,9,11.1%,1.4,1.0,5.4,6.7,1.7,241,52.5%,12.3,205,2.0,1.28,0.2,0.34,-517,-2,-126,33.3%,33.3%,0,-,2021 Spring
Agresivoo, PL,35,62.9%,3.4,2.7,2.4,5.5,7.7,380,55.2%,20.9,420,1.04,0.45,0.17,0.22,195,3,86,14.3%,5.7%,0,9,2021 Spring
Aiming, KR,37,43.2%,3,3.5,2.4,3.6,9.6,430,63.2%,25.1,473,1.41,0.55,0.4,0.12,-112,0,-59,27%,5.4%,0,4,2021 Spring
Air, SE,11,9.1%,2,3.2,3.9,4.6,7.9,369,65.6%,24.5,456,0.79,0.27,0.17,0.12,-265,-4,-14,45.5%,0%,0,6,2021 Spring
Aithusa, BR,23,56.5%,4.6,3.8,2.1,6.0,8.1,390,68.8%,28.8,575,1.22,0.48,0.16,0.2,-180,-3,-54,26.1%,0%,0,2,2021 Spring
Aix, CN,4,50%,2.5,1.3,2.5,5.0,6.7,345,66.4%,15.4,291,1.62,0.58,0.36,0.27,536,12,553,50%,25%,0,-,2021 Spring
Akaadian, US,17,47.1%,5.2,3.5,2.2,7.8,6.5,362,77.8%,20.0,375,1.38,0.39,0.35,0.27,-26,-7,-183,58.8%,0%,0,3,2021 Spring
Aladoric, AU,31,61.3%,5.2,1.0,2.3,11.1,1.1,245,74.6%,9.3,182,2.65,1.56,0.3,0.54,210,0,116,45.2%,6.5%,0,-,2021 Spring
Alby, NL,24,54.2%,4.5,3.0,2.1,6.6,6.6,358,67.5%,17.6,333,1.53,0.43,0.42,0.28,141,0,93,29.2%,4.2%,0,4,2021 Spring
Alchemy, JP,17,41.2%,2,0.4,3.9,7.5,1.2,218,65.2%,7.1,127,2.62,1.68,0.37,0.55,-452,-1,-337,23.5%,5.9%,0,1,2021 Spring
Ale, CN,7,28.6%,2.2,1.6,3.0,5.1,8.0,367,68.3%,23.9,428,0.95,0.36,0.22,0.12,-261,-5,-90,28.6%,42.9%,0,3,2021 Spring
Alexx, SE,18,44.4%,3.1,2.9,2.7,5.4,6.2,340,60.6%,17.7,304,1.38,0.42,0.35,0.26,688,8,471,55.6%,11.1%,0,3,2021 Spring
Alielie, CN,6,0%,0.6,1.3,5.2,2.0,7.8,348,72.8%,29.7,431,0.63,0.31,0.11,0.14,-314,5,-224,0%,66.7%,0,-,2021 Spring
Alive, KR,17,52.9%,3.2,4.3,2.8,4.8,9.5,449,70%,27.5,496,1.26,0.4,0.32,0.15,626,8,38,29.4%,5.9%,0,1,2021 Spring
Alois, NL,21,52.4%,2.1,2.8,3.4,4.4,7.9,390,47.8%,22.0,414,0.96,0.39,0.18,0.12,-235,2,-33,9.5%,9.5%,0,9,2021 Spring
Aloned, CL,23,47.8%,3.7,2.7,2.3,6.1,8.3,385,57.7%,26.0,558,1.3,0.39,0.3,0.13,95,1,-110,21.7%,0%,0,7,2021 Spring
Alphari, GB,49,65.3%,4.3,3.5,2.1,5.4,8.1,413,63.5%,27.1,520,1.15,0.5,0.18,0.18,674,13,311,22.4%,22.4%,0,20,2021 Spring
Alternative, PT,26,84.6%,5.6,5.7,2.0,5.6,8.1,454,72.9%,33.9,657,1.55,0.59,0.37,0.2,950,12,534,34.6%,7.7%,2,3,2021 Spring
AnDa, CA,17,76.5%,5.2,2.4,2.0,8.1,7.1,376,67.8%,13.6,280,1.6,0.43,0.44,0.36,324,4,317,58.8%,5.9%,0,1,2021 Spring
Andariel, TR,12,41.7%,2.8,2.8,2.5,4.3,8.2,378,56.8%,20.8,341,1.15,0.42,0.28,0.13,-737,-12,-322,8.3%,16.7%,0,-,2021 Spring
Anduril, TR,14,0%,1.2,1.9,4.4,3.5,5.4,313,68.7%,17.6,254,1.41,0.42,0.37,0.3,-750,-9,-610,28.6%,21.4%,0,3,2021 Spring
Andybendy, US,6,50%,4.9,4.8,2.3,6.5,8.3,415,63.4%,22.6,504,1.19,0.41,0.32,0.16,336,11,-57,16.7%,0%,0,1,2021 Spring
Anex, TW,19,26.3%,1.7,1.8,3.0,3.4,8.6,372,57.1%,21.3,334,0.99,0.43,0.22,0.12,-550,-2,-317,10.5%,10.5%,0,1,2021 Spring
Angel, CN,42,66.7%,7.4,2.7,1.4,7.5,8.3,390,67.7%,23.1,478,1.09,0.46,0.22,0.2,-48,-3,-79,23.8%,2.4%,1,6,2021 Spring
Annyeong, CZ,14,21.4%,1.9,1.3,4.4,7.1,1.0,232,63.1%,9.7,182,2.34,1.38,0.27,0.48,-17,-4,-19,42.9%,14.3%,0,-,2021 Spring
Anthrax, BE,24,54.2%,2.7,0.5,3.5,8.8,1.0,230,67.6%,7.1,133,2.47,1.48,0.25,0.45,168,2,-37,25%,12.5%,0,-,2021 Spring
Anyyy, BR,18,27.8%,3.2,3.0,2.3,4.6,8.7,390,69.4%,27.4,468,0.95,0.48,0.13,0.19,-309,-1,-125,22.2%,16.7%,0,4,2021 Spring
Aodi, CN,6,50%,3.2,2.3,3.0,7.2,7.0,357,70.6%,23.2,464,0.77,0.37,0.08,0.26,109,-7,33,33.3%,16.7%,0,2,2021 Spring
Apex, TW,19,26.3%,2.8,2.5,2.4,4.1,7.7,361,73.7%,24.5,392,1.03,0.49,0.2,0.22,-409,-12,-328,15.8%,10.5%,0,2,2021 Spring
Aphromoo, US,25,48%,3.1,0.8,3.2,8.9,1.2,231,73.6%,7.3,131,2.3,1.18,0.31,0.42,-271,-2,93,28%,20%,0,1,2021 Spring
Apii, CN,31,61.3%,4.5,2.5,2.1,6.9,6.9,363,56.7%,18.4,366,1.02,0.34,0.24,0.17,335,3,47,19.4%,6.5%,0,11,2021 Spring
Apples, SI,10,30%,2.8,2.0,2.9,6.0,7.3,340,68.8%,22.4,454,1.13,0.47,0.19,0.16,-493,-8,-268,0%,0%,0,-,2021 Spring
Aria, KR,25,72%,7.8,4.1,1.3,5.9,8.6,412,67.3%,25.1,466,1.06,0.43,0.22,0.18,448,11,416,20%,12%,0,6,2021 Spring
Ariana, PL,2,100%,24,4.5,0.5,7.5,7.7,411,63.9%,19.9,375,0.78,0.29,0.14,0.17,-5,-1,1080,0%,0%,0,3,2021 Spring
Armao, US,25,56%,3.6,1.8,2.3,6.6,6.2,334,65.1%,12.6,237,1.18,0.31,0.26,0.25,-73,0,120,20%,8%,0,2,2021 Spring
Armut, TR,52,59.6%,3.5,3.0,2.6,6.0,7.6,386,56.8%,21.3,427,1.16,0.49,0.23,0.19,78,1,15,19.2%,3.8%,0,14,2021 Spring
Arrietty, VN,44,59.1%,3.8,4.6,2.9,6.2,8.6,433,63.5%,23.7,501,1.39,0.56,0.35,0.15,382,3,94,29.5%,13.6%,0,10,2021 Spring
Artemis, VN,45,55.6%,4.1,6.6,2.9,5.5,9.6,471,71.8%,28.4,626,1.24,0.37,0.43,0.12,512,7,186,26.7%,0%,1,13,2021 Spring
Artifact, VN,45,48.9%,4.1,3.7,2.3,5.8,8.3,399,63.8%,26.4,524,1.03,0.42,0.18,0.14,173,1,51,13.3%,2.2%,0,19,2021 Spring
Arverr, NL,6,16.7%,2.5,4.7,3.3,3.5,8.9,427,63%,29.2,485,0.81,0.28,0.24,0.1,-38,12,-136,16.7%,0%,0,-,2021 Spring
Aslan, BR,27,63%,5.1,3.1,2.0,6.8,8.2,392,66%,28.3,545,1.22,0.45,0.16,0.15,163,2,194,18.5%,11.1%,0,6,2021 Spring
Aspect, US,11,36.4%,1.6,1.9,4.0,4.5,8.2,363,58.4%,23.5,374,0.91,0.35,0.21,0.17,-759,-10,-352,9.1%,27.3%,0,5,2021 Spring
Asper, KR,24,87.5%,4.7,0.8,2.8,12.3,1.1,253,71.9%,8.3,167,2.69,1.53,0.4,0.49,18,-1,-22,33.3%,12.5%,0,2,2021 Spring
Asta, BR,24,70.8%,6.4,3.8,1.8,7.9,6.6,373,68.9%,16.1,307,1.52,0.46,0.36,0.37,319,5,395,29.2%,8.3%,0,6,2021 Spring
Asza, NL,17,47.1%,5.1,4.2,2.1,6.6,8.4,417,71.5%,26.1,546,1.1,0.35,0.3,0.11,310,2,228,23.5%,0%,0,2,2021 Spring
Ather, PL,21,47.6%,5.3,3.1,1.4,4.4,8.9,397,61.5%,25.0,422,1.03,0.35,0.26,0.1,-27,-1,9,19%,0%,0,4,2021 Spring
Atlas, NL,13,23.1%,2,1.7,3.4,5.2,7.5,347,54%,20.6,362,0.71,0.29,0.12,0.11,-508,-9,-221,7.7%,0%,0,-,2021 Spring
Atlen, TW,35,71.4%,5.1,4.3,1.9,5.5,9.2,443,59.2%,24.7,510,1.38,0.65,0.36,0.18,241,0,190,28.6%,8.6%,0,1,2021 Spring
Attila, PT,26,53.8%,4.7,5.4,2.0,4.0,9.7,463,73.6%,30.8,552,1.49,0.42,0.42,0.1,710,10,294,34.6%,0%,0,1,2021 Spring
Avenger, BR,26,61.5%,4.7,3.6,2.1,6.1,8.3,397,62.1%,23.0,434,1.21,0.55,0.2,0.27,22,-1,-75,26.9%,3.8%,0,5,2021 Spring
Azeiron, NL,10,0%,1.3,0.9,4.6,5.1,1.5,220,65.3%,11.2,189,1.83,0.88,0.3,0.24,-454,-4,25,20%,40%,0,-,2021 Spring
Azhi, TW,23,34.8%,2.8,2.9,2.7,4.5,7.5,377,62.6%,26.0,446,1.07,0.44,0.21,0.24,198,6,159,34.8%,4.3%,0,2,2021 Spring
Aziado, PT,26,84.6%,4.3,2.2,2.1,6.6,7.3,366,54.2%,19.8,389,1.07,0.47,0.13,0.18,-14,-3,-110,7.7%,11.5%,0,7,2021 Spring
Aziyah, AU,13,23.1%,2.4,1.3,3.5,7.2,1.1,227,70.5%,7.8,140,2.4,1.21,0.35,0.31,-389,1,-273,15.4%,7.7%,0,3,2021 Spring
Azus, AU,13,15.4%,2,3.5,4.0,4.6,6.0,327,73.1%,20.0,364,1.11,0.22,0.18,0.16,-494,-4,-240,15.4%,7.7%,0,1,2021 Spring
BAO, KR,51,43.1%,3.1,3.7,2.3,3.3,9.3,416,58.4%,22.6,434,1.04,0.44,0.34,0.1,-424,-10,-374,17.6%,9.8%,0,3,2021 Spring
BEAAAT, PT,13,61.5%,3.9,0.7,3.2,11.6,1.3,250,66.2%,10.9,219,2.57,1.33,0.31,0.37,1,11,166,30.8%,7.7%,0,-,2021 Spring
BIG, US,17,76.5%,2.9,0.7,2.8,7.4,2.1,257,54.9%,6.6,136,2.22,1.2,0.28,0.43,-137,0,-85,17.6%,5.9%,0,-,2021 Spring
BOSS, RU,32,56.3%,3.1,2.9,3.0,6.3,7.0,367,63.9%,21.0,392,0.94,0.43,0.18,0.14,16,-2,-53,21.9%,6.3%,0,11,2021 Spring
Babayaga, GR,15,53.3%,2.6,1.5,4.5,10.3,1.2,244,68.1%,8.8,183,2.68,1.52,0.37,0.48,-245,0,-365,26.7%,6.7%,0,-,2021 Spring
Babip, AU,23,47.8%,3.1,2.7,3.0,6.4,6.1,339,78%,15.9,282,1.33,0.33,0.35,0.22,-83,-4,-250,30.4%,8.7%,0,-,2021 Spring
Baca, PT,37,73%,6,3.3,1.7,6.8,8.3,394,65.9%,23.7,462,1.12,0.48,0.18,0.18,-20,-6,-51,24.3%,5.4%,0,6,2021 Spring
Backlund, SE,18,33.3%,2.8,2.1,2.7,5.5,8.4,367,58.9%,26.7,460,0.8,0.34,0.15,0.11,-121,2,-79,11.1%,11.1%,0,3,2021 Spring
BaekHo, KR,12,58.3%,4.2,4.3,2.3,5.3,8.7,425,70.1%,22.8,411,1.24,0.42,0.29,0.12,478,6,-110,8.3%,16.7%,0,2,2021 Spring
Baka Prase, RS,6,66.7%,2.3,3.5,5.0,8.2,5.8,353,52.6%,17.2,401,0.7,0.3,0.11,0.01,-282,-12,-366,33.3%,16.7%,0,4,2021 Spring
Bako, GR,18,38.9%,2.3,3.3,3.8,5.7,6.9,363,55.3%,23.5,475,0.78,0.38,0.13,0.11,6,6,350,11.1%,5.6%,0,12,2021 Spring
Balkane, UA,12,25%,1.7,1.4,3.8,5.0,5.2,294,71.2%,13.3,208,0.88,0.22,0.19,0.25,-401,-7,-290,33.3%,8.3%,0,1,2021 Spring
Baloo, SE,16,43.8%,2.3,0.9,3.9,8.1,1.2,229,67.5%,8.4,159,2.9,1.73,0.43,0.53,-144,1,-292,25%,37.5%,0,-,2021 Spring
Balta129, TR,8,25%,1.9,1.6,2.5,3.1,7.6,342,57%,23.4,274,1.0,0.64,0.06,0.35,-678,-7,-492,25%,12.5%,0,-,2021 Spring
Bananitoo, GR,21,66.7%,4.6,6.6,2.8,6.1,8.6,454,60.2%,27.3,607,1.24,0.39,0.34,0.11,265,8,186,19%,14.3%,1,1,2021 Spring
Bando, CH,13,30.8%,1.4,2.8,5.1,4.4,7.2,365,62.6%,26.7,470,0.76,0.34,0.14,0.15,-330,-7,-696,23.1%,7.7%,0,4,2021 Spring
Bang, KR,42,38.1%,3.2,3.6,2.3,3.6,8.8,412,57.7%,22.1,411,1.61,0.76,0.39,0.21,-53,-5,31,23.8%,0%,0,4,2021 Spring
Bankai, BR,18,38.9%,2.4,2.1,2.8,4.7,8.1,374,50.3%,20.7,375,1.12,0.51,0.15,0.22,109,6,46,11.1%,5.6%,0,6,2021 Spring
Baolan, CN,13,53.8%,2.8,0.9,3.5,8.6,1.2,241,67.6%,6.2,124,2.47,1.55,0.35,0.58,-55,0,-177,38.5%,15.4%,0,-,2021 Spring
Barrage, NL,24,54.2%,5.3,5.1,1.8,4.5,8.9,436,70.3%,25.8,489,0.92,0.37,0.19,0.18,77,6,60,25%,4.2%,1,6,2021 Spring
Baula, CR,23,65.2%,4.2,1.1,2.4,9.0,1.2,237,65.9%,7.1,133,2.83,1.82,0.39,0.6,-267,-4,-393,13%,8.7%,0,-,2021 Spring
Baut, KR,31,58.1%,3.4,0.9,2.5,7.6,1.4,238,64.7%,7.7,139,2.37,1.36,0.33,0.45,-79,1,-165,29%,6.5%,0,-,2021 Spring
Bay, KR,47,42.6%,2.7,1.6,2.6,5.5,8.3,363,61.9%,21.6,404,1.0,0.51,0.18,0.25,-641,-15,-370,19.1%,6.4%,0,3,2021 Spring
Bdd, KR,47,66%,5.1,2.9,1.6,5.3,9.1,402,65%,28.7,510,1.09,0.47,0.22,0.2,164,6,174,10.6%,10.6%,0,12,2021 Spring
Bean, DE,31,64.5%,7,5.6,1.7,6.2,9.1,461,73.6%,25.8,529,1.08,0.37,0.24,0.14,359,-1,112,12.9%,3.2%,2,9,2021 Spring
BeanJ, VN,44,59.1%,4.3,4.1,2.8,7.8,6.2,371,70.3%,19.3,408,1.58,0.56,0.39,0.38,540,5,368,29.5%,6.8%,0,16,2021 Spring
Beansu, EE,18,38.9%,2.8,1.9,2.8,5.7,7.7,362,52.4%,19.3,387,1.04,0.47,0.17,0.22,222,11,498,16.7%,5.6%,0,2,2021 Spring
Beats, AU,17,47.1%,2.4,0.6,3.8,8.6,1.0,228,69.8%,9.4,161,2.29,1.34,0.23,0.43,-55,-1,21,41.2%,17.6%,0,-,2021 Spring
Beenie, BR,18,27.8%,2.6,3.2,2.7,3.7,8.1,392,67.7%,23.7,414,1.15,0.48,0.28,0.17,-106,-8,-200,11.1%,5.6%,0,-,2021 Spring
Beichuan, CN,14,50%,4.2,3.4,2.8,8.4,6.8,383,73.9%,20.4,454,1.14,0.3,0.28,0.26,-39,5,151,35.7%,7.1%,0,2,2021 Spring
Ben3k, PL,10,20%,2.6,3.1,3.2,5.3,6.6,351,70.1%,20.3,333,1.35,0.33,0.37,0.3,255,10,585,40%,10%,0,-,2021 Spring
Benda, CZ,19,36.8%,1.9,3.4,4.4,5.0,7.7,373,58.2%,23.4,411,0.77,0.34,0.1,0.14,-478,-8,-164,15.8%,5.3%,0,11,2021 Spring
Bendix, DK,21,66.7%,6,3.3,2.2,9.8,7.7,395,65.2%,21.7,466,1.18,0.45,0.18,0.2,252,10,354,28.6%,0%,0,5,2021 Spring
Berkan, TR,8,0%,1,1.5,4.1,2.6,8.0,341,61.8%,28.0,400,0.77,0.39,0.1,0.13,-915,-12,-596,0%,12.5%,0,-,2021 Spring
Berserker, KR,24,87.5%,8.8,6.7,1.5,6.5,9.8,487,72.6%,27.7,568,1.3,0.52,0.41,0.15,567,8,327,33.3%,4.2%,0,4,2021 Spring
BeryL, KR,75,76%,2.8,1.0,3.4,8.5,1.9,256,63.7%,9.2,200,2.59,1.5,0.47,0.5,96,1,49,28%,18.7%,0,-,2021 Spring
Betao, BR,20,60%,3.7,2.1,2.4,6.6,7.7,374,61.7%,19.1,352,1.41,0.6,0.24,0.3,548,16,435,40%,10%,0,8,2021 Spring
Betty, TW,17,5.9%,2.3,2.4,2.4,3.1,9.2,389,60%,25.1,421,1.29,0.58,0.42,0.08,-588,-8,-98,11.8%,5.9%,0,-,2021 Spring
Bie, VN,39,82.1%,5.9,0.8,1.9,10.5,1.8,268,62.6%,8.4,187,2.41,1.3,0.37,0.4,199,3,164,28.2%,12.8%,0,2,2021 Spring
BigKoro, VN,38,34.2%,2.9,4.2,3.0,4.6,8.6,417,66.7%,24.2,477,1.3,0.51,0.33,0.09,-398,-3,-98,23.7%,10.5%,1,10,2021 Spring
Bin, CN,42,66.7%,4.8,3.3,1.9,5.7,8.1,406,57.1%,23.2,484,0.94,0.47,0.15,0.23,253,4,273,16.7%,11.9%,0,17,2021 Spring
Bini, KR,19,42.1%,5.1,6.1,2.1,4.5,8.5,437,64.8%,27.2,543,1.15,0.48,0.27,0.14,-269,-12,-361,26.3%,0%,0,1,2021 Spring
BioPanther, AU,42,54.8%,3,2.1,2.5,5.5,7.8,365,57.7%,19.3,345,1.11,0.51,0.14,0.18,-393,-3,-125,11.9%,14.3%,0,9,2021 Spring
Biob, VN,32,28.1%,1.9,1.3,4.5,7.2,1.6,245,62%,10.2,209,2.36,1.37,0.36,0.51,-274,0,-225,3.1%,18.8%,0,1,2021 Spring
Biubiu, CN,37,43.2%,1.8,2.3,4.1,5.0,7.7,367,63%,26.0,489,1.01,0.45,0.19,0.19,-302,-8,-345,10.8%,18.9%,0,17,2021 Spring
Biven, TW,25,32%,2.6,2.0,2.9,5.6,8.1,369,68.3%,23.1,445,1.18,0.53,0.22,0.25,82,-3,-9,20%,16%,0,1,2021 Spring
Blaber, US,63,61.9%,5.2,3.2,2.0,7.5,7.1,374,73.1%,19.3,353,1.45,0.35,0.36,0.26,294,9,495,42.9%,6.3%,0,10,2021 Spring
Blacky, BR,3,66.7%,3.1,2.0,3.3,8.3,8.3,370,44.2%,22.3,501,1.56,0.58,0.28,0.31,327,-6,-284,0%,0%,0,1,2021 Spring
Blake, KR,10,30%,2.2,3.0,4.3,6.4,7.9,386,66.2%,27.8,495,1.08,0.44,0.22,0.25,-88,-1,-265,20%,20%,0,4,2021 Spring
Blaze, SG,22,31.8%,2.8,3.6,2.8,4.2,8.3,394,60.9%,24.6,449,1.24,0.47,0.31,0.14,-272,-7,-262,13.6%,13.6%,0,5,2021 Spring
Blazes, VN,34,29.4%,2.3,2.8,3.7,5.6,8.7,391,59.7%,24.8,519,0.99,0.44,0.18,0.17,-225,1,-249,5.9%,14.7%,0,6,2021 Spring
Bless, CN,7,14.3%,1.1,1.0,3.0,2.3,6.2,305,56.9%,18.0,259,1.25,0.25,0.39,0.25,-507,-6,-849,0%,0%,0,-,2021 Spring
Blizz, PT,13,53.8%,3.3,3.8,2.9,5.9,8.2,392,63.6%,25.4,510,0.93,0.38,0.18,0.11,187,9,333,7.7%,15.4%,0,3,2021 Spring
Blue, BE,22,40.9%,3,2.3,2.6,5.4,9.1,400,60.3%,26.5,454,0.95,0.38,0.21,0.1,-215,-2,-177,18.2%,13.6%,0,5,2021 Spring
Bo, CN,10,100%,5.4,6.8,2.4,6.2,7.6,457,68.5%,22.8,523,1.23,0.22,0.34,0.24,751,18,658,40%,0%,0,5,2021 Spring
Boal, BR,18,33.3%,2.5,2.6,2.5,3.7,7.7,371,47.7%,27.2,466,0.89,0.44,0.16,0.19,-45,-2,-78,27.8%,5.6%,0,4,2021 Spring
Bobiistaa, CZ,9,0%,1.5,3.0,4.3,3.7,7.0,355,52.6%,28.0,532,0.97,0.4,0.12,0.1,-518,-1,-623,22.2%,11.1%,0,1,2021 Spring
Bolulu, TR,26,61.5%,6.4,4.0,1.7,6.8,8.5,406,68.5%,29.2,525,1.09,0.48,0.12,0.2,430,10,248,23.1%,3.8%,0,4,2021 Spring
Boomin, NL,1,0%,2,2.0,3.0,4.0,6.9,335,85.7%,13.3,232,0.81,0.44,0.04,0.11,-1893,-44,-687,100%,0%,0,-,2021 Spring
Boukada, FR,18,16.7%,1.8,1.5,3.1,4.1,5.1,293,65.6%,15.0,255,1.21,0.42,0.31,0.27,-822,-15,-926,16.7%,0%,0,4,2021 Spring
Bounty, BR,27,70.4%,3.7,0.9,3.1,10.7,1.2,243,68.4%,8.4,158,2.5,1.46,0.32,0.5,34,-1,-113,33.3%,22.2%,0,1,2021 Spring
Bram, BE,5,80%,4.9,0.8,3.0,13.8,1.0,245,74.8%,6.2,146,2.28,1.24,0.2,0.3,-1,2,465,40%,0%,0,-,2021 Spring
Brance, BR,1,0%,1.2,2.0,6.0,5.0,7.0,351,70%,19.5,298,1.45,0.52,0.29,0.23,-1305,-29,-735,0%,100%,0,-,2021 Spring
Brandini, US,4,25%,2.3,2.3,3.5,5.8,7.5,355,56.6%,24.9,484,0.94,0.43,0.1,0.1,-707,-12,-239,0%,25%,0,2,2021 Spring
Bravado, SE,10,30%,2.8,0.7,3.4,8.7,1.3,224,82.1%,8.0,157,2.5,1.29,0.39,0.44,-80,2,-96,20%,20%,0,-,2021 Spring
Breathe, CN,39,56.4%,4.2,2.6,1.9,5.6,8.1,395,60%,21.2,394,0.98,0.43,0.18,0.21,323,4,132,17.9%,15.4%,0,7,2021 Spring
