Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Flame, KR,4,50%,3.9,3.3,2.0,4.5,6.4,326,60.6%,13.9,254,-,0.53,0.06,0.08,-136,9,585,0%,0%,0,-,2015 Summer
Fury, KR,1,100%,5,3.0,2.0,7.0,9.2,410,71.4%,38.1,852,-,0.11,0.11,0.06,-,-,-,-,-,-,-,2015 Summer
G4, TH,6,0%,1.1,2.2,5.2,3.5,6.8,308,80.5%,28.9,391,-,0.32,0.07,0.03,-1186,-22,-896,0%,16.7%,0,1,2015 Summer
GODV,,8,37.5%,2.5,2.9,3.0,4.8,9.0,381,59.7%,31.1,550,-,0.48,0.12,0.05,-292,-2,60,12.5%,12.5%,0,3,2015 Summer
Ggoong,,3,33.3%,2.1,2.7,3.0,3.7,9.1,385,78.8%,25.2,318,-,0.66,0.17,0.13,76,-1,81,33.3%,0%,0,2,2015 Summer
GorillA, KR,28,64.3%,4.1,0.5,2.8,10.6,0.9,236,72.2%,7.1,135,-,1.51,0.23,0.27,97,-2,384,25%,7.1%,0,1,2015 Summer
Hai, US,7,42.9%,2,2.1,3.9,5.7,3.0,301,67.3%,16.9,276,-,0.87,0.33,0.1,-538,-10,-353,14.3%,28.6%,0,2,2015 Summer
Hjarnan, SE,6,33.3%,3.8,4.2,2.2,4.0,8.0,383,53.8%,27.6,510,-,0.14,0.21,0.03,30,5,635,33.3%,0%,0,-,2015 Summer
Hojin,,28,64.3%,5.8,1.9,1.8,8.4,3.0,298,69.8%,11.4,212,-,1.09,0.28,0.09,-28,-4,-156,21.4%,14.3%,0,-,2015 Summer
Huni, KR,12,58.3%,2.8,3.9,3.9,6.9,7.9,395,69.2%,22.9,438,-,0.66,0.08,0.05,434,8,317,58.3%,8.3%,0,5,2015 Summer
Jensen, DK,7,42.9%,2.8,3.7,3.0,4.7,8.9,382,64.5%,32.3,554,-,0.25,0.21,0.08,-197,11,-141,0%,14.3%,0,5,2015 Summer
KaKAO, KR,14,42.9%,4.1,2.6,2.1,6.2,3.3,280,75.9%,13.7,208,-,0.37,0.39,0.05,-294,-2,-397,21.4%,0%,0,-,2015 Summer
KaSing, GB,6,33.3%,3,1.3,3.0,7.7,0.9,247,77.4%,9.7,159,-,1.23,0.28,0.24,243,-0,382,50%,16.7%,0,-,2015 Summer
Kami, BR,6,33.3%,3.4,2.8,2.7,6.3,8.2,368,82.5%,32.2,495,-,0.54,0.08,0.07,-374,-7,-281,50%,0%,0,-,2015 Summer
Karsa, TW,10,50%,4.3,2.4,2.4,7.9,3.4,306,72.9%,13.4,273,-,1.18,0.48,0.11,119,3,419,50%,10%,0,-,2015 Summer
Kid,,5,20%,2.2,1.8,2.6,3.8,7.8,328,77.8%,23.4,302,-,0.18,0.17,0.04,-508,-13,-378,20%,0%,0,-,2015 Summer
Kitties,,14,42.9%,2.9,0.8,2.6,7.0,0.8,208,71.3%,10.9,158,-,1.24,0.33,0.18,-153,-7,150,7.1%,14.3%,0,-,2015 Summer
Koro1,,3,0%,1.5,4.7,4.7,2.3,6.5,331,70%,18.2,304,-,0.56,0.12,0.05,-440,-13,-576,0%,66.7%,0,1,2015 Summer
Kramer, KR,1,0%,2.3,1.0,3.0,6.0,9.4,383,70%,31.2,595,-,0.17,0.24,0,-959,-33,-126,0%,0%,0,-,2015 Summer
LemonNation,,7,42.9%,1.9,0.3,4.1,7.7,0.8,228,65.4%,10.4,157,-,1.14,0.37,0.15,-53,2,-769,14.3%,14.3%,0,-,2015 Summer
LetMe,,2,50%,3.5,2.5,2.0,4.5,7.5,-,88.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Ley, CN,2,50%,5,0.5,1.5,7.0,0.6,-,91.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Lloyd,,6,0%,1.2,1.7,4.3,3.3,7.0,311,68.8%,25.3,372,-,0.14,0.13,0.02,-1348,-25,-1003,0%,16.7%,0,-,2015 Summer
Looper, KR,2,0%,0.9,1.0,4.0,2.5,6.0,-,43.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Loulex, FR,6,33.3%,2.2,0.8,3.0,5.8,2.8,271,69.2%,15,249,-,0.88,0.35,0.17,-99,-6,-384,33.3%,0%,0,-,2015 Summer
Lustboy, KR,6,16.7%,2.3,0.7,4.0,8.7,1.0,219,87.3%,7.3,124,-,1.3,0.3,0.23,173,4,223,50%,0%,0,-,2015 Summer
MaRin, KR,19,94.7%,4.8,4.6,2.1,5.5,8.8,416,57.6%,24.5,502,-,0.68,0.06,0.07,493,12,713,31.6%,10.5%,0,14,2015 Summer
MadLife, KR,3,0%,1.2,0.0,4.3,5.0,1.0,189,43.9%,5,78,-,1.26,0.45,0.3,-275,13,-398,0%,33.3%,0,-,2015 Summer
Maple, TW,10,50%,6.7,4.7,1.6,6.0,8.4,386,75.5%,29.9,626,-,0.44,0.21,0.07,-0,-1,-132,30%,0%,0,5,2015 Summer
Mithy, ES,13,53.8%,2.6,0.5,3.2,7.7,0.7,215,72.4%,8,142,-,1.29,0.26,0.2,-142,-1,-159,23.1%,7.7%,0,-,2015 Summer
Mlxg,,2,50%,7,1.0,1.0,6.0,3.1,-,88.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Moss,,6,0%,1.9,0.3,3.0,5.3,1.3,200,65%,9.7,134,-,0.94,0.31,0.23,-810,4,-523,0%,33.3%,0,-,2015 Summer
Mountain,,10,40%,2.5,1.6,3.1,6.2,3.4,303,64.1%,14.4,228,-,0.91,0.35,0.1,233,6,378,20%,20%,0,1,2015 Summer
Mylon,,6,33.3%,1.8,2.3,4.2,5.2,6.9,337,76.4%,20.8,333,-,0.58,0.08,0.06,-160,8,-239,50%,16.7%,0,-,2015 Summer
Mystic, KR,2,100%,8.3,5.0,1.5,7.5,8.5,-,85.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
NL,,9,55.6%,4.6,5.0,2.4,6.2,8.3,396,73.9%,35.4,748,-,0.1,0.13,0.03,-152,0,139,33.3%,11.1%,1,1,2015 Summer
Nagne,,18,50%,3.2,3.2,2.4,4.3,8.8,371,62.4%,26,402,-,0.54,0.15,0.09,-28,-0,-85,33.3%,5.6%,0,8,2015 Summer
Odoamne, RO,6,33.3%,3.2,2.8,1.8,3.0,7.9,354,62.7%,21,358,-,0.54,0.09,0.02,671,20,650,16.7%,16.7%,0,1,2015 Summer
Ohq,,3,33.3%,2.3,2.3,3.0,4.7,7.7,356,66.5%,27.1,347,-,0.08,0.08,0,180,5,145,66.7%,0%,0,-,2015 Summer
PawN, KR,9,44.4%,4.1,2.9,2.3,6.7,8.3,380,82%,26.2,436,-,0.54,0.13,0.05,-104,-9,-37,22.2%,11.1%,0,1,2015 Summer
PiccaBoo,,18,50%,3.1,0.4,2.8,8.5,1.3,222,74.5%,7.3,113,-,1.55,0.33,0.17,120,3,-72,44.4%,5.6%,0,-,2015 Summer
Pobelter, US,6,33.3%,2.6,2.3,3.3,6.3,7.9,350,75.4%,27.3,463,-,0.41,0.21,0.1,-186,-1,-453,0%,0%,0,-,2015 Summer
PraY,,28,64.3%,5.3,4.0,1.9,6.2,8.5,398,68.5%,29.7,550,-,0.16,0.22,0.03,167,3,128,10.7%,10.7%,0,1,2015 Summer
Pure,,3,33.3%,3.3,0.3,2.7,8.3,0.7,215,94.2%,10.6,129,-,1.22,0.28,0.24,326,7,-143,100%,0%,0,-,2015 Summer
Pyl,,8,37.5%,2.7,0.1,3.1,8.4,0.9,226,69.4%,9,171,-,1.28,0.41,0.13,-126,-4,-281,12.5%,25%,0,-,2015 Summer
Quan,,8,37.5%,2.1,1.6,3.5,5.8,3.1,285,62.8%,12.7,217,-,0.9,0.34,0.09,-92,0,25,25%,12.5%,0,-,2015 Summer
Reignover,,12,58.3%,3.3,2.6,3.1,7.7,3.3,325,64.4%,14.6,279,-,1.1,0.34,0.1,550,7,357,75%,8.3%,0,-,2015 Summer
Rekkles, SE,12,58.3%,4.1,4.3,2.7,6.7,9.3,427,73.3%,26.7,509,-,0.17,0.22,0.11,222,4,108,16.7%,0%,0,1,2015 Summer
RooKie, KR,14,42.9%,3.7,3.1,2.1,4.9,9.0,369,71.5%,33.3,463,-,0.68,0.09,0.07,17,4,-152,7.1%,0%,0,3,2015 Summer
Ruo,,2,0%,3,0.5,2.0,5.5,0.7,-,70.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Ryu,,6,33.3%,1.8,1.7,3.5,4.7,8.2,361,51.7%,26.6,449,-,0.35,0.11,0.1,469,9,350,16.7%,16.7%,0,-,2015 Summer
Santorin, DK,6,16.7%,2.2,1.0,3.2,6.0,2.6,251,67.2%,11.4,188,-,0.81,0.35,0.11,-18,-4,-408,50%,0%,0,-,2015 Summer
Score, KR,18,50%,3.5,1.4,2.2,6.4,3.2,287,67.3%,13.2,207,-,0.97,0.31,0.12,133,2,269,55.6%,0%,0,1,2015 Summer
Shy, KR,3,0%,2.8,2.0,2.0,3.7,7.6,328,78.9%,20.8,336,-,0.71,0.05,0.04,232,0,54,33.3%,0%,0,1,2015 Summer
SirThulio, BR,6,33.3%,2.1,1.2,3.8,6.8,2.8,270,77.6%,12.8,207,-,0.89,0.29,0.14,-386,-3,131,33.3%,0%,0,-,2015 Summer
SmLz, CN,2,0%,1.3,3.5,4.0,1.5,8.0,-,60.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Smeb, KR,28,64.3%,4.2,3.9,2.5,6.3,7.6,376,72%,23.8,461,-,0.5,0.07,0.06,110,1,105,32.1%,25%,0,11,2015 Summer
Sneaky,,7,42.9%,2.8,2.9,2.7,4.9,7.9,368,62.1%,24,393,-,0.18,0.16,0.07,-348,-3,191,0%,14.3%,0,1,2015 Summer
Soul, KR,1,0%,0.5,0.0,4.0,2.0,6.6,265,50%,26.5,393,-,0.48,0,0,-,-,-,-,-,-,-,2015 Summer
Space,,3,0%,1.4,2.0,3.0,2.3,7.6,324,38.9%,30.7,505,-,0.16,0.24,0.05,-694,-19,-647,0%,33.3%,0,1,2015 Summer
Spirit, KR,2,100%,7,2.5,1.5,8.0,4.2,-,70.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Steak,,10,50%,4.4,1.8,2.2,7.8,6.2,320,67.9%,14.2,291,-,0.55,0.08,0.04,-402,-14,-110,30%,10%,0,-,2015 Summer
SwordArt, TW,10,50%,4.6,0.5,2.3,10.0,0.6,225,74.2%,7.5,157,-,1.28,0.27,0.21,-60,-5,-29,40%,10%,0,-,2015 Summer
Time, CN,9,55.6%,5.1,3.6,1.7,5.0,8.4,446,56.8%,23.7,451,-,0.11,0.13,0.04,-204,-1,-471,0%,0%,0,-,2015 Summer
WarLock,,6,0%,1.5,2.0,3.3,3.0,5.7,280,70%,16.2,224,-,0.46,0.05,0.03,-1344,-28,-1343,0%,33.3%,0,1,2015 Summer
WildTurtle, CA,6,16.7%,2.1,3.3,4.0,5.2,7.7,358,70%,28.5,464,-,0.13,0.22,0.03,112,-10,402,33.3%,0%,0,-,2015 Summer
Wolf, KR,19,94.7%,7.1,0.5,1.7,11.4,1.1,254,68.3%,6.8,140,-,1.22,0.38,0.24,182,-1,-44,15.8%,5.3%,0,-,2015 Summer
Wuxx,,2,50%,2.5,2.0,2.0,3.0,7.7,-,76.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
Xmithie, US,6,33.3%,2.6,1.3,3.2,6.8,3.2,292,73.5%,14.1,232,-,1.01,0.41,0.18,-206,5,-680,0%,0%,0,-,2015 Summer
YellOwStaR, FR,12,58.3%,3.3,0.7,3.1,9.6,1.3,246,69%,5.6,108,-,1.38,0.31,0.19,202,5,266,16.7%,0%,0,-,2015 Summer
Ziv, TW,10,40%,2.4,2.9,3.3,5.0,6.9,338,56.1%,24.8,406,-,0.73,0.06,0.04,-54,4,-40,10%,30%,0,5,2015 Summer
Zven, DK,13,53.8%,4.6,4.8,1.9,4.2,9.1,408,75.8%,32.1,584,-,0.14,0.26,0.01,-26,4,-231,23.1%,0%,0,4,2015 Summer
Zz1tai, CN,14,42.9%,3.3,1.9,2.5,6.3,7.2,319,71.7%,18.6,274,-,0.71,0.07,0.03,-165,6,209,7.1%,7.1%,0,1,2015 Summer
bengi, KR,19,94.7%,5.6,2.6,2.0,8.7,3.0,319,64.2%,12.5,254,-,0.95,0.37,0.09,-9,-1,-82,42.1%,10.5%,0,1,2015 Summer
brTT, BR,6,33.3%,3,3.8,2.8,4.7,6.9,355,86.7%,27.1,440,-,0.06,0.06,0,-1016,-20,-956,50%,0%,0,-,2015 Summer
conan,,2,100%,6.8,1.0,2.0,12.5,0.4,-,92.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
dade,,2,0%,0.9,2.0,5.5,3.0,8.4,-,58.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
dan, KR,1,0%,-,1.0,0.0,2.0,7.0,285,75%,19.4,288,-,0.11,0.31,0.06,-,-,-,-,-,-,-,2015 Summer
do it,,1,0%,3,1.0,1.0,2.0,9.5,333,75%,40.8,604,-,0.26,0.11,0.09,-,-,-,-,-,-,-,2015 Summer
imp, KR,8,37.5%,3,5.1,3.0,3.9,9.0,405,82.9%,32.4,594,-,0.12,0.16,0.02,118,11,-407,12.5%,0%,0,2,2015 Summer
kurO, KR,28,64.3%,6.5,4.5,1.8,6.8,8.4,391,75%,28,534,-,0.48,0.21,0.07,-115,-7,-138,17.9%,0%,0,6,2015 Summer
meiko, CN,9,44.4%,4.3,0.8,2.2,8.7,0.8,230,75.9%,9.3,154,-,1.47,0.32,0.23,122,-4,-65,44.4%,0%,0,-,2015 Summer
sOAZ, FR,13,53.8%,2,2.2,3.2,4.2,6.9,326,59.1%,20.2,348,-,0.64,0.07,0.05,-7,6,-203,15.4%,30.8%,1,3,2015 Summer
ssumday, KR,18,50%,3,3.3,2.5,4.1,7.9,358,60.6%,21.6,341,-,0.79,0.11,0.08,201,-0,109,33.3%,11.1%,0,9,2015 Summer
viviD, KR,1,0%,0.7,0.0,3.0,2.0,0.8,162,50%,3.5,51,-,1.14,0.14,0.17,-,-,-,-,-,-,-,2015 Summer
watch,,3,33.3%,2.5,2.0,2.7,4.7,3.0,289,55.1%,11.7,166,-,0.84,0.45,0.13,8,-6,-657,33.3%,0%,0,-,2015 Summer
westdoor,,10,40%,3,2.8,2.4,4.4,7.9,363,57.9%,24.8,392,-,0.36,0.11,0.04,-349,-23,-259,10%,0%,0,8,2015 Summer
xPeke, ES,13,53.8%,2.3,1.9,2.6,4.0,9.5,383,51.9%,26.1,467,-,0.49,0.16,0.09,-87,1,51,15.4%,23.1%,0,2,2015 Summer
xiaohu, CN,2,50%,2,3.0,2.5,2.0,9.6,-,29.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
xiye, CN,2,100%,10.5,4.5,1.0,6.0,9.2,-,71.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Summer
