Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Cola,,2,0%,0.9,2.0,3.5,1.0,6.4,-,36.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Cool,,2,100%,18,10.0,1.0,8.0,7.3,-,65.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Corn,,2,0%,1.1,2.0,4.0,2.5,8.5,-,63.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Cpt Jack,,2,100%,5,3.0,2.5,9.5,8.3,-,60.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
CuVee, KR,10,40%,2.1,2.0,3.5,5.5,7.7,-,61.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
DanDy, KR,4,75%,5.2,4.3,2.3,7.5,3.6,-,64.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Danger,,2,50%,2.5,1.0,3.0,6.5,2.3,-,52.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Deft, KR,2,100%,30,7.0,0.5,8.0,8.3,-,73.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Dreams, KR,2,50%,3,1.0,3.0,8.0,3.0,-,67.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Duke, KR,5,20%,1.7,1.4,4.2,5.6,8.5,-,55.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Ella,,4,100%,63,0.0,0.3,15.8,0.6,-,86.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Eve,,10,40%,3.6,2.6,2.4,6.0,3.3,-,81.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Faker, KR,3,66.7%,3.7,5.3,3.0,5.7,8.9,-,70.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Fixer,,2,100%,20,0.5,0.5,9.5,0.9,-,77.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Flame, KR,2,100%,7.2,4.0,2.5,14.0,6.4,-,75%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Flandre, CN,4,100%,9,3.3,1.5,10.3,8.2,-,74.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Frozen, KR,3,33.3%,2.6,4.7,3.3,4.0,8.9,-,76.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Fury, KR,10,40%,3.3,3.0,2.6,5.5,8.4,-,80.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
GBM, KR,2,100%,7.3,7.5,2.0,7.0,8.9,-,70.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
GODV,,4,75%,5.8,4.8,2.8,11.3,8.4,-,71.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Gogoing,,2,100%,8.5,2.0,2.0,15.0,5.8,-,65.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Hetong,,4,75%,3.6,4.5,3.0,6.3,8.3,-,57.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
KaKAO, KR,4,75%,5.6,2.0,2.8,13.5,3.6,-,88.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Kane (Li Chi Hung), CN,34,26.5%,2.1,3.2,3.6,4.4,8.3,-,65.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Kid,,4,75%,10,7.3,1.5,7.8,8.3,-,88.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Kitties,,4,75%,8.4,0.3,1.8,14.5,0.9,-,84.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Koro1,,2,100%,7.8,4.5,2.0,11.0,8.0,-,75%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
LetMe,,4,50%,3,1.3,2.8,7.0,7.0,-,60.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Ley, CN,4,100%,6.9,0.5,2.5,16.8,1.0,-,74.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Lilac,,3,33.3%,3.2,2.0,3.0,7.7,6.7,-,81.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Looper, KR,2,50%,11,1.0,1.0,10.0,7.4,-,65%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
LoveLing,,2,100%,6.8,2.0,2.5,15.0,2.5,-,69.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Lovecd,,2,50%,4.8,1.0,2.0,8.5,1.1,-,69.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
MaRin, KR,3,66.7%,3.7,3.0,2.3,5.7,8.5,-,50.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
MadLife, KR,1,100%,4.3,4.0,4.0,13.0,0.7,-,85%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Mata, KR,4,75%,3.3,1.0,3.0,9.0,0.6,-,51.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Mlxg,,4,100%,8.3,2.5,2.0,14.0,2.7,-,71.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Nagne,,2,100%,18,4.5,0.5,4.5,10.5,-,61.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Ohq,,5,20%,4.9,5.6,1.8,3.2,7.9,-,60.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
PawN, KR,2,100%,14,4.5,1.0,9.5,7.5,-,67.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Peanut, KR,5,20%,2.4,1.8,4.2,8.2,2.7,-,80.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
PiccaBoo,,3,66.7%,3.9,1.7,2.7,8.7,0.9,-,65.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Pokemon,,2,100%,8.3,2.5,1.5,10.0,7.7,-,62.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Pyl,,4,75%,7.3,1.3,2.5,17.0,0.4,-,83.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Quan,,4,75%,7.3,3.8,2.0,10.8,3.6,-,65.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
RooKie, KR,4,75%,5.9,5.5,2.3,7.8,8.7,-,76.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
S0NSTAR,,3,33.3%,6,2.7,1.3,5.3,9.1,-,66.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Score, KR,2,100%,19,1.5,0.5,8.0,4.2,-,69.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Shy, KR,1,100%,9,0.0,1.0,9.0,7.2,-,45%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Sinkdream,,4,50%,6.3,0.8,1.5,8.8,0.6,-,75%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Skye, CN,4,100%,11.7,3.0,1.5,14.5,7.7,-,76.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Space,,1,100%,20,8.0,1.0,12.0,8.1,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Spirit, KR,2,50%,3.5,3.5,4.0,10.5,3.2,-,86.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Styz,,2,50%,3.6,6.0,2.5,3.0,9.0,-,56.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
TANK, KR,5,20%,3.2,3.6,2.8,5.4,7.7,-,72.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Tale,,4,50%,3.5,6.0,2.8,3.8,8.2,-,74.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
TrAce, KR,2,100%,6.8,6.0,2.0,7.5,6.6,-,65.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
TusiN, KR,3,33.3%,2.7,0.3,3.0,7.7,1.1,-,73.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Uzi, CN,2,100%,7.2,10.5,2.5,7.5,9.0,-,71.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Vasilii,,4,75%,4.5,4.8,2.5,6.5,8.0,-,61.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Wei, CN,2,0%,2.3,2.0,1.5,1.5,8.3,-,41.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Wraith, KR,10,40%,3.8,0.2,2.2,8.2,0.8,-,85.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Wuxx,,4,100%,10.3,9.3,1.8,8.8,9.4,-,78.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Zero, KR,2,0%,1.1,0.0,4.0,4.5,0.5,-,58.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
Zz1tai, CN,2,50%,3.3,2.0,3.0,8.0,6.7,-,71.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
bengi, KR,3,66.7%,2.4,1.0,4.3,9.3,2.5,-,65.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
dade,,2,50%,3,5.5,3.5,5.0,7.9,-,73.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
drizzle,,30,30%,2.4,1.9,3.6,6.6,2.5,-,70.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
hu1,,2,50%,4,2.0,2.0,6.0,3.0,-,66.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
imp, KR,4,75%,6.4,8.3,2.8,9.3,8.5,-,79.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
inSec, CN,2,0%,1.2,1.5,5.5,5.0,3.3,-,88.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
kRYST4L,,4,100%,5.4,6.3,2.3,6.0,9.7,-,66.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
luo, CN,4,0%,1.7,2.3,4.5,5.3,6.0,-,69.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
luo (2), CN,2,100%,3.7,1.5,4.5,15.0,0.6,-,65.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
meiko, CN,2,100%,7.5,2.0,2.0,13.0,0.9,-,72.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
ninja, KR,2,50%,5,4.0,2.0,6.0,7.4,-,55.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
raphael,,30,30%,2.8,3.2,3.0,5.1,7.3,-,70.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
ssumday, KR,2,100%,-,1.0,0.0,7.5,9.1,-,66.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
x1u,,34,26.5%,2.2,0.7,3.8,7.6,0.7,-,73.5%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
xiaohu, CN,4,50%,2.4,3.3,4.0,6.5,7.7,-,77.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
yuzhe,,2,50%,3.1,0.0,3.5,11.0,0.8,-,64.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2015 Spring
