Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Split
Apollo, US,46,45.7%,4.1,2.6,2.1,5.9,7.3,368,71.4%,24.1,467,-,0.41,0.22,0.11,-281,-11,-282,23.9%,6.5%,0,-,2016 Summer
Arce,,12,66.7%,4.7,0.5,1.8,7.7,1.2,256,59.7%,6.2,122,-,1.43,0.48,0.37,-107,3,-159,8.3%,0%,0,1,2016 Summer
Arcsecond,,3,0%,2.4,2.0,2.7,4.3,3.9,317,74.1%,15.9,279,-,0.61,0.31,0.07,298,-5,-231,66.7%,33.3%,0,-,2016 Summer
Ares,,7,42.9%,4.8,1.0,1.7,7.1,4.6,357,81.4%,14.7,282,-,0.86,0.54,0.21,91,3,492,71.4%,0%,0,1,2016 Summer
Armao, US,2,0%,1.7,0.0,1.5,2.5,3.5,287,63.3%,14.1,134,-,0.7,0.28,0.07,-726,-9,-1268,0%,0%,0,-,2016 Summer
Arrow, KR,62,62.9%,5.9,4.0,1.7,5.9,8.5,407,68.6%,26.1,560,-,0.47,0.23,0.13,171,-2,92,16.1%,4.8%,0,4,2016 Summer
Athena, KR,40,60%,5.4,3.6,1.9,6.7,8.6,374,70.7%,25.7,564,-,0.56,0.23,0.14,-496,0,-363,2.5%,2.5%,0,-,2016 Summer
Avoidless,,54,59.3%,3.8,2.5,2.6,7.3,3.9,305,69.2%,11.5,218,-,0.89,0.5,0.2,-1028,-20,-547,1.9%,1.9%,0,1,2016 Summer
BIG, US,53,26.4%,2.5,0.4,2.4,5.7,0.6,242,69.6%,7.2,130,-,1.24,0.34,0.29,-137,-3,-108,9.4%,7.5%,0,-,2016 Summer
BaeMe,,24,54.2%,5.2,3.3,1.6,5.2,8.3,374,64.8%,26.2,456,-,0.34,0.17,0.27,-172,-12,-528,8.3%,0%,0,-,2016 Summer
Balls,,3,100%,5.0,2.7,3.0,12.3,6.9,389,66.4%,14.9,406,-,0.37,0.28,0.02,-13,14,-690,33.3%,33.3%,0,1,2016 Summer
Bang, KR,66,66.7%,5.7,3.8,1.6,5.5,9.5,430,71.2%,30.2,705,-,0.44,0.21,0.06,140,8,222,22.7%,7.6%,0,6,2016 Summer
Baolan, CN,15,46.7%,4.9,0.7,2.3,10.5,1.6,-,71.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Bdd, KR,30,23.3%,3.3,3.3,2.3,4.5,8.2,372,75.6%,30,564,-,0.45,0.12,0.08,-28,-1,82,16.7%,10%,0,8,2016 Summer
Bear, CL,7,14.3%,1.8,1.0,4.9,7.6,1.2,246,77.9%,8.6,177,-,1.42,0.35,0.32,-41,1,-257,42.9%,0%,0,-,2016 Summer
Ben, KR,4,0%,1.3,0.0,4.0,5.0,1.4,-,59.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Betsy,,45,35.6%,2.7,2.9,3.0,5.2,8.5,384,71.3%,31.3,640,-,0.46,0.15,0.12,-73,2,-7,17.8%,22.2%,0,3,2016 Summer
Beyond, KR,41,43.9%,2.7,2.2,3.0,6.1,5.0,364,76.1%,17.3,359,-,0.65,0.4,0.11,-59,3,199,36.6%,9.8%,0,2,2016 Summer
Biofrost, CA,54,81.5%,7.5,0.7,1.5,10.3,0.9,280,73.8%,6.9,149,-,1.18,0.37,0.17,167,0,248,33.3%,11.1%,0,1,2016 Summer
Bjergsen, DK,54,81.5%,6.7,4.4,1.6,6.5,8.9,423,73%,28.1,615,-,0.41,0.12,0.1,452,10,402,29.6%,3.7%,0,17,2016 Summer
Blanc,,8,50%,2.9,1.4,1.5,3.0,9.0,389,58%,29.7,502,-,0.49,0.16,0.11,-4,-9,-280,12.5%,12.5%,0,-,2016 Summer
Bless, KR,48,39.6%,2.6,1.8,2.5,4.6,4.5,343,70.4%,19.2,334,-,0.6,0.53,0.12,-70,1,-173,35.4%,10.4%,0,8,2016 Summer
Brandini, US,7,42.9%,3.4,1.7,2.4,6.6,7.4,359,66.7%,15.1,274,-,0.57,0.34,0.15,-98,-6,63,28.6%,0%,0,-,2016 Summer
Bubbling,,1,0%,3.0,1.0,2.0,5.0,3.5,290,85.7%,22,314,-,0.98,0.46,0.29,-1531,-21,-19,0%,0%,0,-,2016 Summer
Bunny FuFuu,,16,56.3%,5.5,0.4,1.7,8.8,0.8,254,68%,6.6,120,-,1.34,0.33,0.26,-41,2,136,37.5%,6.3%,0,-,2016 Summer
Cabochard, FR,37,43.2%,3.2,2.7,2.3,4.5,7.9,376,68.8%,19.7,358,-,0.49,0.13,0.09,126,3,56,35.1%,16.2%,0,9,2016 Summer
Caveman,,51,51%,3.4,0.9,3.0,9.5,1.4,-,72.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Celebrity, VN,7,0%,2.1,4.0,4.7,5.7,8.6,385,65.1%,27.9,658,-,0.43,0.15,0.1,-445,4,-266,14.3%,0%,0,1,2016 Summer
Chaser,,23,26.1%,3.5,2.0,2.2,5.5,4.2,337,74.3%,15.6,305,-,0.82,0.52,0.23,159,1,75,34.8%,4.3%,0,1,2016 Summer
Chawy,,1,0%,2.5,2.0,2.0,3.0,9.5,366,83.3%,20.2,272,-,0.51,0.2,0.12,228,14,678,0%,100%,0,-,2016 Summer
Chei,,42,40.5%,2.7,0.4,2.3,5.7,0.9,242,71.5%,6.1,107,-,1.53,0.36,0.43,-62,-1,72,19%,19%,0,1,2016 Summer
Chimin,,15,26.7%,2.4,3.1,3.6,5.7,4.6,-,69.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
City,,6,33.3%,2.1,0.3,3.7,7.5,1.3,-,42.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
ClearLove, CN,56,76.8%,7.3,3.5,1.6,8.3,4.4,337,68.9%,12.5,226,-,0.69,0.5,0.17,-305,2,58,3.6%,3.6%,0,-,2016 Summer
CoCo,,24,25%,3.3,2.7,2.3,4.7,8.4,373,74%,28.7,584,-,0.43,0.22,0.1,106,3,137,33.3%,8.3%,0,2,2016 Summer
Comeback, RO,62,62.9%,3.8,0.8,2.6,9.1,1.1,264,70.4%,6.6,137,-,1.34,0.4,0.33,119,-1,40,24.2%,8.1%,0,-,2016 Summer
Condi,,65,53.8%,4.4,2.9,2.4,7.6,4.5,-,74.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Contractz, US,3,100%,5.9,7.7,3.0,10.0,4.6,414,77.5%,19.6,528,-,0.48,0.38,0.13,-389,-2,-99,66.7%,0%,0,1,2016 Summer
Cool,,5,0%,1.4,1.4,3.2,3.0,8.5,-,53.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
CoreJJ, KR,26,69.2%,4.2,0.9,2.0,7.6,1.1,284,62.3%,12.2,285,-,1.49,0.46,0.33,72,1,106,23.1%,3.8%,0,-,2016 Summer
CozQ,,9,55.6%,2.7,3.7,3.2,5.1,8.8,407,71%,28.8,659,-,0.43,0.13,0.1,63,9,330,33.3%,11.1%,0,4,2016 Summer
Cpt,,6,16.7%,1.5,0.8,3.5,4.3,3.6,-,52.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Crash, KR,18,55.6%,4.2,2.8,1.8,4.7,5.5,393,74.7%,15.4,328,-,0.73,0.53,0.13,465,8,552,44.4%,0%,0,-,2016 Summer
Crazy, KR,50,42%,3.4,1.5,1.7,4.4,7.6,365,56.6%,21.9,396,-,0.55,0.13,0.1,-110,1,-161,20%,16%,0,6,2016 Summer
Crown, KR,71,63.4%,3.5,3.7,2.3,4.4,9.0,410,65.3%,28.6,629,-,0.5,0.2,0.12,171,6,154,18.3%,8.5%,0,20,2016 Summer
Cry,,12,58.3%,3.2,2.3,2.3,5.3,8.3,372,65.7%,24.6,516,-,0.51,0.21,0.1,-241,-7,-207,25%,0%,0,-,2016 Summer
CuVee, KR,67,64.2%,2.9,2.6,2.6,4.8,7.9,388,56.4%,21.1,464,-,0.54,0.14,0.1,36,0,53,25.4%,7.5%,0,36,2016 Summer
DanDy, KR,51,51%,3.9,3.1,2.6,7.0,4.6,-,73.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Dara,,7,42.9%,4.3,0.7,2.3,9.1,1.2,250,74.4%,6.9,133,-,1.36,0.36,0.28,-171,6,-2,14.3%,0%,0,-,2016 Summer
Dardoch, US,44,52.3%,3.5,3.1,2.7,6.1,4.5,364,75.4%,21.7,424,-,0.65,0.41,0.12,158,2,343,36.4%,13.6%,0,11,2016 Summer
Darshan, CA,64,51.6%,2.7,2.7,2.7,4.4,6.7,357,58%,19.8,410,-,0.49,0.12,0.09,52,-1,103,18.8%,12.5%,0,28,2016 Summer
Dee, TW,8,37.5%,2.5,3.1,2.3,2.5,8.9,386,71.1%,30,611,-,0.36,0.31,0.1,231,10,46,12.5%,12.5%,0,-,2016 Summer
Deft, KR,56,76.8%,5.8,5.2,2.2,7.4,8.3,389,72.3%,34.9,643,-,0.47,0.26,0.11,196,7,168,5.4%,1.8%,0,1,2016 Summer
DinTer,,3,0%,1.1,2.0,5.3,3.7,3.8,308,50%,20.6,484,-,0.63,0.61,0.12,-468,1,-301,33.3%,33.3%,0,-,2016 Summer
Djoko, FR,5,40%,3.3,1.8,3.4,9.4,3.9,336,70.2%,18.9,455,-,0.75,0.37,0.09,143,2,475,60%,20%,0,-,2016 Summer
Doublelift, US,54,81.5%,5.6,4.6,1.8,5.7,8.7,435,68.7%,25.9,570,-,0.46,0.26,0.12,513,8,274,29.6%,5.6%,1,7,2016 Summer
Dreamer,,8,37.5%,2.4,0.4,2.1,4.8,1.2,247,67.5%,5.9,103,-,1.39,0.27,0.31,-30,1,278,12.5%,12.5%,0,-,2016 Summer
Duke, KR,66,66.7%,3.4,2.5,2.2,5.1,8.4,400,60.3%,19.6,449,-,0.47,0.12,0.06,128,4,236,10.6%,22.7%,0,17,2016 Summer
EGym,,7,42.9%,2.7,1.3,4.1,9.7,0.9,275,70.7%,11.2,266,-,1.38,0.53,0.34,-101,-5,154,14.3%,42.9%,0,1,2016 Summer
Easyhoon, KR,51,51%,3.6,3.3,2.7,6.2,8.7,-,64.1%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Edge, KR,6,83.3%,6.3,2.8,1.5,6.7,9.3,413,78.6%,28.9,671,-,0.35,0.22,0.1,25,2,108,33.3%,0%,0,-,2016 Summer
Eimy,,26,38.5%,2.9,1.8,2.8,6.3,3.7,-,64.6%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Ella,,1,0%,1.0,0.0,6.0,6.0,1.1,-,66.7%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Elwind,,12,58.3%,4.3,4.8,2.3,5.3,8.9,425,65%,20.5,457,-,0.46,0.15,0.06,281,10,344,16.7%,25%,0,12,2016 Summer
Emperor, KR,8,25%,2.3,2.4,2.8,3.9,8.4,375,66%,27.1,502,-,0.39,0.25,0.07,-333,-5,-241,12.5%,12.5%,0,1,2016 Summer
Endless,,29,48.3%,3.6,3.5,2.6,5.7,8.3,-,70%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Exile,,59,50.8%,2.9,3.7,2.7,4.2,8.5,399,65.6%,27.1,559,-,0.42,0.14,0.1,60,1,137,23.7%,11.9%,0,31,2016 Summer
Expect, KR,43,65.1%,4.2,3.2,2.3,6.3,7.2,390,68.7%,19,430,-,0.46,0.08,0.06,222,1,71,18.6%,16.3%,1,10,2016 Summer
Expession,,41,39%,3.0,1.8,2.1,4.5,7.8,371,60%,22.8,477,-,0.47,0.13,0.06,131,4,319,19.5%,14.6%,0,6,2016 Summer
FORG1VEN, GR,34,61.8%,7.7,2.8,1.0,5.1,9.9,428,58.4%,25.9,554,-,0.41,0.26,0.01,253,5,80,23.5%,5.9%,0,2,2016 Summer
Fabbbyyy,,36,52.8%,4.4,2.1,2.1,6.9,7.2,362,68.9%,18.9,372,-,0.35,0.16,0.05,-101,-5,-83,33.3%,11.1%,0,1,2016 Summer
Faker, KR,66,66.7%,3.9,3.8,2.3,5.1,8.8,414,66.1%,28.3,654,-,0.51,0.21,0.09,220,7,174,24.2%,7.6%,0,22,2016 Summer
Febiven, NL,43,46.5%,3.3,3.1,2.3,4.4,8.6,389,67.4%,26.7,535,-,0.41,0.12,0.1,-86,-4,-127,14%,7%,0,12,2016 Summer
FeniX, KR,50,46%,3.6,3.7,2.3,4.6,9.0,397,65.3%,31.6,626,-,0.32,0.08,0.04,139,8,135,22%,4%,0,18,2016 Summer
Firetrap,,5,20%,3.6,1.6,1.6,4.2,8.3,370,70.3%,14.4,244,-,0.52,0.13,0.05,92,6,137,60%,0%,0,-,2016 Summer
Five,,38,34.2%,2.8,0.8,3.8,9.9,1.1,-,76.2%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Flandre, CN,54,53.7%,3.3,2.8,2.6,6.0,7.9,-,63.8%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Flawless, KR,5,20%,1.9,1.6,2.8,3.6,5.1,337,70.6%,17.5,329,-,0.97,0.7,0.32,319,6,320,20%,20%,0,-,2016 Summer
Fly, KR,62,62.9%,4.9,3.0,2.0,6.5,8.2,383,66.3%,26.7,563,-,0.47,0.19,0.14,-90,-5,-7,27.4%,4.8%,0,9,2016 Summer
FoFo, TW,8,25%,2.4,2.5,2.8,4.1,8.4,361,82%,26.5,556,-,0.51,0.15,0.1,-522,-6,-288,25%,37.5%,0,1,2016 Summer
Fox, SE,45,37.8%,3.3,3.4,2.3,4.1,8.7,390,72.4%,31,614,-,0.3,0.09,0.06,26,4,66,26.7%,13.3%,0,10,2016 Summer
Freeze, CZ,32,50%,3.2,2.6,2.1,4.3,8.4,393,65.3%,24.7,466,-,0.29,0.21,0.07,10,-5,-143,25%,6.3%,0,2,2016 Summer
Froggen, DK,53,26.4%,3.0,3.1,2.1,3.4,8.8,386,76%,35,621,-,0.39,0.16,0.12,-23,5,202,18.9%,15.1%,0,14,2016 Summer
Frozen, KR,17,58.8%,3.9,2.1,1.8,4.8,8.2,384,68.2%,29,595,-,0.47,0.16,0.12,2,-3,174,17.6%,17.6%,0,-,2016 Summer
Fury, KR,33,42.4%,4.2,2.8,1.7,4.2,8.7,396,66.6%,26.4,554,-,0.43,0.28,0.12,95,-1,-2,21.2%,3%,0,-,2016 Summer
GBM, KR,49,28.6%,2.1,2.9,3.2,3.9,7.9,362,66.1%,30.4,594,-,0.25,0.13,0.08,-262,-9,-226,18.4%,6.1%,0,4,2016 Summer
GODV,,10,70%,4.8,6.9,2.9,6.9,8.2,-,70.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Gamsu, KR,24,62.5%,4.5,1.9,1.8,6.4,7.1,368,62.2%,17.8,364,-,0.44,0.12,0.07,-226,-5,-52,8.3%,25%,0,1,2016 Summer
Gate, US,49,36.7%,2.3,0.7,3.2,6.6,1.0,256,72.4%,9.5,162,-,1.32,0.3,0.3,-17,3,-48,36.7%,10.2%,0,1,2016 Summer
Gear,,6,0%,2.6,4.3,2.5,2.2,8.7,370,71.9%,30.3,654,-,0.51,0.11,0.15,-598,-4,-484,0%,16.7%,0,1,2016 Summer
Ghost, KR,2,0%,1.2,0.0,2.5,3.0,8.3,337,42.9%,22,301,-,0.43,0.16,0.09,-572,-11,-862,0%,0%,0,-,2016 Summer
Gilius, DE,45,37.8%,2.4,1.5,2.9,5.5,4.0,326,68.2%,16.8,322,-,0.79,0.54,0.15,-193,-2,-277,31.1%,6.7%,0,3,2016 Summer
GimGoon, KR,40,40%,3.1,2.9,2.9,6.0,6.9,-,62.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Goldenglue, US,5,40%,2.6,2.2,2.6,4.6,7.8,366,66.6%,26,559,-,0.53,0.18,0.14,-554,-26,-420,40%,40%,0,-,2016 Summer
GorillA, KR,61,70.5%,3.9,0.6,2.7,9.8,0.9,270,68.7%,7.3,165,-,1.56,0.35,0.35,31,2,-3,29.5%,4.9%,0,1,2016 Summer
GuGer, KR,6,83.3%,3.3,0.5,2.3,7.2,1.4,270,67.8%,6,138,-,1.66,0.5,0.35,-32,0,-175,0%,16.7%,0,-,2016 Summer
Hai, US,3,100%,7.6,6.3,2.3,11.3,6.7,405,77.7%,29.6,797,-,0.43,0.29,0.12,724,12,521,66.7%,0%,0,2,2016 Summer
Hakuho, US,52,40.4%,3.1,0.7,2.7,7.8,1.0,268,69.6%,10.9,222,-,1.16,0.32,0.25,108,1,189,17.3%,9.6%,0,1,2016 Summer
HanYiAnn,,7,0%,2.5,3.7,4.4,7.3,4.0,323,78.9%,18.9,439,-,0.69,0.41,0.13,-452,-6,-443,57.1%,14.3%,0,1,2016 Summer
Hans sama, FR,9,55.6%,3.2,3.3,2.6,4.9,9.3,421,69.5%,24.6,502,-,0.4,0.24,0.08,36,2,315,11.1%,11.1%,0,-,2016 Summer
HappyY,,39,33.3%,3.5,3.6,2.8,6.0,8.3,-,65.9%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Hard, CA,44,29.5%,2.2,1.0,2.4,4.2,3.6,306,59.1%,13.6,242,-,0.73,0.52,0.2,-540,-11,-776,27.3%,15.9%,0,1,2016 Summer
Haru, KR,50,28%,2.3,2.3,2.9,4.4,4.3,342,73.5%,16.5,296,-,0.74,0.46,0.19,-29,-1,-83,34%,12%,0,3,2016 Summer
Hauntzer, US,54,81.5%,4.1,3.0,2.3,6.2,7.7,394,62.9%,22.8,498,-,0.53,0.12,0.09,194,9,398,25.9%,11.1%,0,14,2016 Summer
Helper, CN,4,50%,2.7,1.8,2.8,5.8,7.2,361,61.5%,22.6,499,-,0.5,0.1,0.1,-119,-4,28,50%,0%,0,-,2016 Summer
Huhi, KR,64,51.6%,3.2,3.4,2.6,4.9,8.5,388,64.4%,28.3,595,-,0.49,0.17,0.09,-51,-3,102,23.4%,18.8%,0,14,2016 Summer
Huni, KR,57,68.4%,2.7,3.7,3.5,5.9,7.6,406,65.8%,24.9,591,-,0.46,0.12,0.06,300,7,162,19.3%,21.1%,0,30,2016 Summer
Hustlin, SE,43,46.5%,3.8,0.5,2.4,8.5,1.0,257,82.5%,6.6,126,-,1.32,0.34,0.24,-98,1,-290,34.9%,0%,0,1,2016 Summer
Hybrid, NL,41,36.6%,3.2,0.5,2.3,7.0,1.0,256,71%,6.5,135,-,1.35,0.4,0.27,-22,1,-78,31.7%,2.4%,0,-,2016 Summer
Hylissang, BG,59,50.8%,3.2,0.6,2.6,7.8,0.9,263,65.8%,8.1,170,-,1.24,0.3,0.27,-4,-2,5,13.6%,11.9%,0,2,2016 Summer
Ian, KR,41,43.9%,3.7,3.0,1.9,4.1,7.8,372,63.5%,29.2,600,-,0.47,0.2,0.11,-78,-2,-105,17.1%,12.2%,0,5,2016 Summer
IgNar, KR,9,55.6%,4.8,0.6,2.1,9.6,1.2,266,83.1%,6.8,138,-,1.6,0.59,0.35,-110,0,-198,33.3%,0%,0,1,2016 Summer
Ikssu, KR,42,50%,3.0,2.3,2.7,5.8,7.1,360,69.3%,21.2,434,-,0.5,0.11,0.09,-11,-2,-140,26.2%,23.8%,0,5,2016 Summer
Immortoru,,3,66.7%,2.5,5.3,3.7,3.7,8.4,407,30%,19.4,458,-,0.32,0.11,0.03,159,6,183,0%,0%,0,3,2016 Summer
Impact, KR,73,60.3%,3.6,2.8,2.5,6.4,7.2,374,65.5%,22.2,456,-,0.49,0.13,0.08,93,2,184,26%,12.3%,0,47,2016 Summer
Inori, CA,35,45.7%,4.0,2.9,2.1,5.6,4.0,345,75.3%,18.1,334,-,0.7,0.28,0.13,-61,-3,-33,45.7%,5.7%,0,6,2016 Summer
Jaeger, DE,43,46.5%,3.0,2.7,2.6,5.2,8.0,385,69.5%,21.9,443,-,0.45,0.12,0.05,-68,-1,-23,27.9%,18.6%,0,11,2016 Summer
Jankos, PL,62,59.7%,5.0,2.9,1.9,6.6,4.0,349,80.3%,16.1,328,-,1,0.54,0.29,135,-1,-80,51.6%,11.3%,0,3,2016 Summer
Jay, TW,8,25%,2.4,0.4,2.6,5.9,1.0,239,74.2%,7.6,151,-,1.46,0.31,0.28,-203,-5,131,25%,0%,0,1,2016 Summer
Jensen, DK,73,60.3%,5.0,4.8,2.0,5.3,9.4,423,68.5%,29.2,598,-,0.37,0.16,0.11,224,7,173,23.3%,13.7%,1,25,2016 Summer
JieZou,,53,54.7%,3.8,0.7,2.6,9.2,0.9,-,71%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Jinoo, KR,1,0%,1.0,2.0,3.0,1.0,6.3,-,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Jirall, MX,12,66.7%,4.6,3.4,1.7,4.3,8.3,391,52.6%,17.9,364,-,0.55,0.15,0.16,243,10,196,33.3%,8.3%,0,9,2016 Summer
Jockster, BR,18,50%,2.2,0.6,3.6,7.4,0.8,251,61.8%,8,148,-,1.4,0.27,0.36,-15,-3,170,22.2%,22.2%,0,-,2016 Summer
Juliostito,,7,14.3%,1.7,1.6,4.1,5.3,4.0,315,57.3%,16.2,342,-,0.88,0.38,0.14,-246,-2,-229,14.3%,14.3%,0,-,2016 Summer
Jynthe,,5,20%,1.9,3.0,3.0,2.6,7.2,352,46.8%,23.9,416,-,0.41,0.1,0.04,-384,-9,191,0%,40%,0,-,2016 Summer
KEITH, US,53,26.4%,2.1,2.0,2.6,3.4,8.0,362,63.7%,24.3,438,-,0.28,0.21,0.05,-339,-2,-190,9.4%,17%,0,6,2016 Summer
KaSing, GB,37,43.2%,3.9,0.5,2.0,7.4,1.1,263,76.8%,7.7,138,-,1.71,0.45,0.46,107,2,130,24.3%,0%,0,-,2016 Summer
Karsa, TW,14,57.1%,4.2,3.4,2.3,6.3,4.4,359,77.9%,17.5,359,-,0.98,0.67,0.28,642,3,337,42.9%,14.3%,0,3,2016 Summer
Kaze, FR,5,40%,3.4,4.0,3.0,6.2,7.6,390,64.9%,17,401,-,0.47,0.08,0.04,15,-7,-323,60%,0%,0,4,2016 Summer
KeY, KR,39,38.5%,2.6,0.5,2.5,6.0,1.4,254,71%,6.6,116,-,1.5,0.55,0.38,57,3,-68,41%,7.7%,0,-,2016 Summer
Keane,,46,45.7%,4.5,3.6,2.0,5.3,8.8,397,72.9%,30.7,593,-,0.37,0.11,0.1,-89,-1,21,15.2%,10.9%,0,10,2016 Summer
Kez,,7,14.3%,1.3,0.9,3.9,4.3,3.5,310,66%,17.1,283,-,0.89,0.43,0.17,-763,-17,-1046,28.6%,0%,0,1,2016 Summer
KiWiKiD,,49,28.6%,2.4,0.6,3.0,6.6,0.9,250,71.7%,9.1,183,-,1,0.26,0.14,-34,2,-139,28.6%,8.2%,0,1,2016 Summer
Kid,,43,37.2%,3.3,3.0,2.7,6.0,4.0,-,70.3%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Kikis, PL,24,50%,2.7,2.4,2.4,4.0,7.2,366,61.2%,20.1,396,-,0.44,0.15,0.07,-76,-6,115,25%,20.8%,0,15,2016 Summer
Kirei, NL,12,58.3%,3.3,2.1,2.8,7.1,4.3,363,66.5%,15.9,345,-,0.74,0.54,0.21,-201,-1,-161,33.3%,0%,0,-,2016 Summer
Kirrrra, UA,22,54.5%,2.6,2.8,3.1,5.2,8.1,377,65.7%,29.4,652,-,0.56,0.17,0.13,-46,0,-77,22.7%,9.1%,0,5,2016 Summer
Kitties,,1,0%,0.6,0.0,7.0,4.0,0.4,-,44.4%,-,-,-,-,-,-,-,-,-,-,-,-,-,2016 Summer
Kobbe, DK,56,57.1%,4.4,3.5,2.0,5.3,9.2,415,66.6%,25.9,550,-,0.31,0.24,0.02,-204,-4,-365,21.4%,7.1%,0,2,2016 Summer
Kold,,56,57.1%,4.7,1.9,2.0,7.5,4.2,347,72.7%,15.5,324,-,0.76,0.44,0.12,-26,1,173,37.5%,3.6%,0,5,2016 Summer
Koro1,,4,25%,1.2,1.3,5.0,4.5,7.4,331,59.5%,23.4,410,-,0.45,0.09,0.1,-241,-12,174,0%,25%,0,1,2016 Summer
Kramer, KR,49,28.6%,3.8,2.5,1.9,4.7,9.0,397,73.4%,27.9,533,-,0.47,0.29,0.08,-169,-5,-75,14.3%,4.1%,0,4,2016 Summer
Kuzan, KR,42,40.5%,3.6,2.9,2.0,4.2,8.3,368,70.9%,28.4,541,-,0.56,0.24,0.11,67,7,80,28.6%,9.5%,0,9,2016 Summer
LOD,,52,40.4%,4.1,3.7,2.1,4.8,8.4,398,68.6%,25.7,537,-,0.26,0.2,0.03,-101,-2,-376,9.6%,3.8%,0,1,2016 Summer
Lamabear, DE,5,40%,10.8,1.8,0.8,6.8,4.7,345,87.5%,16.3,302,-,0.73,0.55,0.15,490,15,769,60%,0%,0,-,2016 Summer
